"crun","currID","force"
1143,"69886282","FORCE_46.03125_-89.90625"
1144,"123397048","FORCE_46.28125_-89.28125"
1145,"70331039","FORCE_46.03125_-89.09375"
1146,"123398077","FORCE_46.15625_-89.34375"
1147,"123397456","FORCE_46.21875_-89.46875"
1148,"70333325","FORCE_45.84375_-89.28125"
1149,"JAZ_135","FORCE_46.09375_-89.59375"
1150,"111861135","FORCE_46.09375_-88.96875"
1151,"123148002","FORCE_46.28125_-89.53125"
1152,"69884508","FORCE_46.15625_-89.59375"
1153,"123398222","FORCE_46.15625_-89.46875"
1154,"70330337","FORCE_46.15625_-89.21875"
1155,"69883830","FORCE_46.28125_-90.03125"
1156,"70331775","FORCE_45.96875_-89.40625"
1157,"69884330","FORCE_46.15625_-89.71875"
1158,"70334001","FORCE_45.78125_-89.53125"
1159,"123398116","FORCE_46.15625_-89.46875"
1160,"70332269","FORCE_45.90625_-89.59375"
1161,"123397731","FORCE_46.21875_-89.21875"
1162,"70334171","FORCE_45.71875_-89.40625"
1163,"69884140","FORCE_46.21875_-89.65625"
1164,"70330765","FORCE_46.09375_-89.40625"
1165,"77358024","FORCE_45.96875_-90.21875"
1166,"123397617","FORCE_46.21875_-89.40625"
1167,"123397334","FORCE_46.21875_-89.15625"
1168,"70335269","FORCE_45.65625_-89.59375"
1169,"69886136","FORCE_46.03125_-89.90625"
1170,"70334069","FORCE_45.78125_-89.71875"
1171,"70335927","FORCE_45.59375_-89.46875"
1172,"69886946","FORCE_45.96875_-89.84375"
1173,"70331329","FORCE_45.96875_-89.21875"
1174,"70332785","FORCE_45.90625_-89.65625"
1175,"69883686","FORCE_46.28125_-89.90625"
1176,"123397723","FORCE_46.21875_-89.34375"
1177,"69885036","FORCE_46.09375_-89.71875"
1178,"70331113","FORCE_46.03125_-89.40625"
1179,"70331367","FORCE_45.96875_-89.34375"
1180,"70332723","FORCE_45.84375_-89.03125"
1181,"70333987","FORCE_45.78125_-89.46875"
1182,"69883760","FORCE_46.28125_-89.90625"
1183,"77358222","FORCE_45.90625_-89.90625"
1184,"69883938","FORCE_46.21875_-89.84375"
1185,"70330655","FORCE_46.09375_-89.28125"
1186,"JAZ_69","FORCE_46.15625_-89.78125"
1187,"70333419","FORCE_45.84375_-89.53125"
1188,"JAZ_203","FORCE_45.78125_-89.53125"
1189,"70333715","FORCE_45.78125_-89.71875"
1190,"70332645","FORCE_45.84375_-89.34375"
1191,"70334307","FORCE_45.71875_-89.40625"
1192,"123397868","FORCE_46.21875_-89.40625"
1193,"70332063","FORCE_45.90625_-89.15625"
1194,"69886708","FORCE_45.96875_-89.78125"
1195,"JAZ_242","FORCE_45.65625_-89.53125"
1196,"123398031","FORCE_46.21875_-89.34375"
1197,"JAZ_139","FORCE_46.03125_-89.09375"
1198,"JAZ_40","FORCE_46.21875_-89.53125"
1199,"70334621","FORCE_45.71875_-89.78125"
1200,"123397287","FORCE_46.21875_-89.28125"
1201,"70333979","FORCE_45.78125_-89.71875"
1202,"123397762","FORCE_46.21875_-89.15625"
1203,"69886200","FORCE_46.03125_-89.71875"
1204,"77358262","FORCE_45.84375_-89.96875"
1205,"70331129","FORCE_46.03125_-89.34375"
1206,"70335599","FORCE_45.65625_-89.53125"
1207,"69885956","FORCE_46.03125_-89.71875"
1208,"JAZ_56","FORCE_46.21875_-90.09375"
1209,"70332585","FORCE_45.90625_-89.59375"
1210,"77358360","FORCE_45.84375_-89.96875"
1211,"70331445","FORCE_45.96875_-89.34375"
1212,"70334449","FORCE_45.71875_-89.46875"
1213,"70331417","FORCE_45.96875_-89.34375"
1214,"70334599","FORCE_45.71875_-89.15625"
1215,"123148274","FORCE_46.15625_-89.78125"
1216,"69884678","FORCE_46.15625_-89.53125"
1217,"70332357","FORCE_45.90625_-89.15625"
1218,"123148133","FORCE_46.21875_-89.65625"
1219,"70332521","FORCE_45.90625_-89.59375"
1220,"77357826","FORCE_45.96875_-90.21875"
1221,"123397972","FORCE_46.21875_-89.34375"
1222,"70334247","FORCE_45.78125_-89.71875"
1223,"JAZ_211","FORCE_45.78125_-89.34375"
1224,"70330395","FORCE_46.15625_-89.28125"
1225,"70332771","FORCE_45.90625_-89.59375"
1226,"69886580","FORCE_46.03125_-89.90625"
1227,"69886546","FORCE_46.03125_-89.90625"
1228,"70333965","FORCE_45.78125_-89.71875"
1229,"69884644","FORCE_46.15625_-89.78125"
1230,"70332223","FORCE_45.90625_-89.40625"
1231,"70333431","FORCE_45.84375_-89.78125"
1232,"70336267","FORCE_45.59375_-89.34375"
1233,"70330683","FORCE_46.09375_-89.28125"
1234,"70332597","FORCE_45.90625_-89.71875"
1235,"123148234","FORCE_46.21875_-89.78125"
1236,"123397580","FORCE_46.21875_-89.21875"
1237,"69883758","FORCE_46.28125_-89.90625"
1238,"JAZ_252","FORCE_45.65625_-89.28125"
1239,"JAZ_25","FORCE_46.21875_-89.34375"
1240,"70331147","FORCE_46.03125_-89.15625"
1241,"69884270","FORCE_46.15625_-89.65625"
1242,"69884832","FORCE_46.15625_-90.09375"
1243,"69884740","FORCE_46.15625_-89.40625"
1244,"69886550","FORCE_46.03125_-89.71875"
1245,"69887060","FORCE_45.90625_-89.90625"
1246,"69886572","FORCE_46.03125_-89.71875"
1247,"70330569","FORCE_46.09375_-89.21875"
1248,"70331459","FORCE_45.96875_-89.28125"
1249,"70333679","FORCE_45.78125_-89.46875"
1250,"69885212","FORCE_46.09375_-89.59375"
1251,"70330673","FORCE_46.09375_-89.28125"
1252,"70334611","FORCE_45.71875_-89.40625"
1253,"69886324","FORCE_46.03125_-90.21875"
1254,"70331695","FORCE_45.96875_-89.21875"
1255,"70335935","FORCE_45.59375_-89.46875"
1256,"70334919","FORCE_45.71875_-89.59375"
1257,"JAZ_72","FORCE_46.15625_-89.59375"
1258,"123147844","FORCE_46.28125_-89.65625"
1259,"70336243","FORCE_45.59375_-89.46875"
1260,"69885826","FORCE_46.09375_-89.90625"
1261,"JAZ_82","FORCE_46.15625_-89.96875"
1262,"69884994","FORCE_46.15625_-90.09375"
1263,"70332187","FORCE_45.90625_-89.71875"
1264,"70333313","FORCE_45.84375_-89.78125"
1265,"JAZ_62","FORCE_46.15625_-90.09375"
1266,"69883940","FORCE_46.21875_-89.96875"
1267,"70332385","FORCE_45.90625_-89.59375"
1268,"70332617","FORCE_45.90625_-89.90625"
1269,"77357650","FORCE_46.03125_-90.15625"
1270,"70332025","FORCE_45.90625_-89.15625"
1271,"77357936","FORCE_45.90625_-89.96875"
1272,"69887028","FORCE_45.90625_-89.90625"
1273,"111861715","FORCE_45.96875_-88.96875"
1274,"123397032","FORCE_46.28125_-89.21875"
1275,"69886490","FORCE_46.03125_-89.71875"
1276,"123148201","FORCE_46.21875_-89.78125"
1277,"70332211","FORCE_45.90625_-89.21875"
1278,"70333529","FORCE_45.84375_-89.90625"
1279,"123397994","FORCE_46.21875_-89.34375"
1280,"JAZ_189","FORCE_45.78125_-89.34375"
1281,"123397946","FORCE_46.21875_-89.46875"
1282,"70332821","FORCE_45.90625_-89.78125"
1283,"123397784","FORCE_46.21875_-89.46875"
1284,"70330705","FORCE_46.09375_-89.21875"
1285,"69885704","FORCE_46.09375_-89.84375"
1286,"70334633","FORCE_45.71875_-89.71875"
1287,"123147911","FORCE_46.28125_-89.71875"
1288,"69884984","FORCE_46.09375_-89.65625"
1289,"70333587","FORCE_45.78125_-89.59375"
1290,"70336337","FORCE_45.59375_-89.46875"
1291,"JAZ_23","FORCE_46.21875_-89.34375"
1292,"JAZ_205","FORCE_45.71875_-89.53125"
1293,"70336039","FORCE_45.59375_-89.40625"
1294,"69885964","FORCE_46.03125_-89.59375"
1295,"69885120","FORCE_46.09375_-89.59375"
1296,"JAZ_80","FORCE_46.15625_-89.96875"
1297,"70331469","FORCE_45.96875_-89.46875"
1298,"123148237","FORCE_46.21875_-89.59375"
1299,"70331569","FORCE_45.96875_-89.28125"
1300,"70334625","FORCE_45.71875_-89.40625"
1301,"69884134","FORCE_46.15625_-89.78125"
1302,"70330169","FORCE_46.21875_-89.28125"
1303,"77357926","FORCE_45.96875_-89.96875"
1304,"70333331","FORCE_45.84375_-89.28125"
1305,"JAZ_260","FORCE_45.59375_-89.46875"
1306,"69884306","FORCE_46.15625_-89.71875"
1307,"70333933","FORCE_45.78125_-89.84375"
1308,"JAZ_53","FORCE_46.21875_-90.09375"
1309,"ZJH_6","FORCE_46.15625_-89.40625"
1310,"70331123","FORCE_46.03125_-89.40625"
1311,"70330685","FORCE_46.09375_-89.34375"
1312,"70330159","FORCE_46.21875_-89.28125"
1313,"70335693","FORCE_45.65625_-89.65625"
1314,"123147880","FORCE_46.28125_-89.96875"
1315,"77357794","FORCE_45.96875_-90.21875"
1316,"JAZ_187","FORCE_45.84375_-89.90625"
1317,"70334453","FORCE_45.71875_-89.40625"
1318,"69884880","FORCE_46.15625_-89.96875"
1319,"70331643","FORCE_45.96875_-89.59375"
1320,"70334959","FORCE_45.71875_-89.59375"
1321,"77357948","FORCE_45.96875_-90.21875"
1322,"69883732","FORCE_46.28125_-89.90625"
1323,"123148256","FORCE_46.21875_-89.71875"
1324,"69884504","FORCE_46.15625_-89.53125"
1325,"70336387","FORCE_45.59375_-89.46875"
1326,"123397296","FORCE_46.21875_-89.21875"
1327,"70333481","FORCE_45.84375_-89.53125"
1328,"70335949","FORCE_45.59375_-89.53125"
1329,"70332485","FORCE_45.90625_-89.40625"
1330,"70331193","FORCE_46.03125_-89.40625"
1331,"70334365","FORCE_45.71875_-89.28125"
1332,"69886876","FORCE_45.96875_-89.90625"
1333,"69884950","FORCE_46.09375_-89.40625"
1334,"70332455","FORCE_45.90625_-89.40625"
1335,"69883770","FORCE_46.28125_-90.09375"
1336,"69886436","FORCE_46.03125_-89.84375"
1337,"123397748","FORCE_46.21875_-89.34375"
1338,"70334805","FORCE_45.71875_-89.40625"
1339,"69885858","FORCE_46.09375_-89.59375"
1340,"JAZ_162","FORCE_45.96875_-89.03125"
1341,"123147835","FORCE_46.28125_-89.71875"
1342,"69883818","FORCE_46.28125_-89.96875"
1343,"70332351","FORCE_45.90625_-89.90625"
1344,"123397767","FORCE_46.21875_-89.53125"
1345,"70332863","FORCE_45.90625_-89.78125"
1346,"75473385","FORCE_45.90625_-88.96875"
1347,"70331793","FORCE_45.96875_-89.40625"
1348,"69884312","FORCE_46.15625_-89.84375"
1349,"69886604","FORCE_46.03125_-89.78125"
1350,"123397831","FORCE_46.21875_-89.21875"
1351,"75473645","FORCE_45.90625_-88.96875"
1352,"70334749","FORCE_45.71875_-89.46875"
1353,"69884750","FORCE_46.15625_-89.71875"
1354,"70332773","FORCE_45.90625_-89.90625"
1355,"70334421","FORCE_45.71875_-89.65625"
1356,"111861813","FORCE_45.78125_-88.84375"
1357,"69886526","FORCE_46.03125_-89.90625"
1358,"70331429","FORCE_45.96875_-89.46875"
1359,"69886776","FORCE_45.96875_-89.96875"
1360,"JAZ_129","FORCE_46.03125_-89.90625"
1361,"70332989","FORCE_45.84375_-89.59375"
1362,"70334315","FORCE_45.71875_-89.09375"
1363,"70333509","FORCE_45.78125_-89.09375"
1364,"70333801","FORCE_45.78125_-89.71875"
1365,"69884736","FORCE_46.15625_-89.53125"
1366,"69886000","FORCE_46.03125_-89.71875"
1367,"JAZ_161","FORCE_46.03125_-89.28125"
1368,"70333879","FORCE_45.78125_-89.21875"
1369,"123148050","FORCE_46.28125_-89.78125"
1370,"69884228","FORCE_46.21875_-89.90625"
1371,"70331479","FORCE_45.96875_-89.34375"
1372,"69885662","FORCE_46.09375_-89.53125"
1373,"70334107","FORCE_45.78125_-89.78125"
1374,"75473073","FORCE_45.96875_-89.03125"
1375,"70330859","FORCE_46.03125_-89.28125"
1376,"70332823","FORCE_45.90625_-89.84375"
1377,"70332033","FORCE_45.90625_-89.46875"
1378,"77357644","FORCE_46.03125_-90.15625"
1379,"70333441","FORCE_45.78125_-89.28125"
1380,"77358316","FORCE_45.84375_-89.96875"
1381,"69884194","FORCE_46.21875_-89.90625"
1382,"70333169","FORCE_45.84375_-89.59375"
1383,"70332407","FORCE_45.90625_-89.34375"
1384,"70333507","FORCE_45.78125_-89.28125"
1385,"70335461","FORCE_45.65625_-89.46875"
1386,"70332467","FORCE_45.90625_-89.59375"
1387,"70332753","FORCE_45.90625_-89.71875"
1388,"123148213","FORCE_46.21875_-89.78125"
1389,"70332069","FORCE_45.90625_-89.34375"
1390,"70330529","FORCE_46.09375_-89.15625"
1391,"123148062","FORCE_46.21875_-89.53125"
1392,"JAZ_137","FORCE_46.03125_-89.40625"
1393,"123148065","FORCE_46.21875_-89.59375"
1394,"123397916","FORCE_46.21875_-89.15625"
1395,"70332537","FORCE_45.90625_-89.90625"
1396,"123148180","FORCE_46.21875_-89.59375"
1397,"69885008","FORCE_46.15625_-90.15625"
1398,"70333505","FORCE_45.78125_-89.34375"
1399,"69884692","FORCE_46.15625_-90.03125"
1400,"70335285","FORCE_45.65625_-89.59375"
1401,"69886214","FORCE_46.03125_-89.84375"
1402,"70334295","FORCE_45.78125_-89.71875"
1403,"69886184","FORCE_46.03125_-89.84375"
1404,"123397770","FORCE_46.21875_-89.15625"
1405,"69883890","FORCE_46.21875_-89.90625"
1406,"69884816","FORCE_46.15625_-89.65625"
1407,"70331027","FORCE_46.03125_-89.53125"
1408,"77357774","FORCE_45.96875_-90.03125"
1409,"JAZ_83","FORCE_46.15625_-89.96875"
1410,"70333527","FORCE_45.78125_-89.03125"
1411,"123397183","FORCE_46.28125_-89.40625"
1412,"JAZ_133","FORCE_46.03125_-89.90625"
1413,"70330803","FORCE_46.03125_-88.96875"
1414,"70332775","FORCE_45.84375_-89.21875"
1415,"123148239","FORCE_46.21875_-89.78125"
1416,"70330549","FORCE_46.09375_-89.28125"
1417,"70332639","FORCE_45.90625_-89.90625"
1418,"69883746","FORCE_46.28125_-90.03125"
1419,"JAZ_31","FORCE_46.21875_-89.28125"
1420,"70334241","FORCE_45.71875_-89.40625"
1421,"70332997","FORCE_45.84375_-89.71875"
1422,"69884700","FORCE_46.15625_-90.03125"
1423,"70331091","FORCE_46.03125_-89.09375"
1424,"123147848","FORCE_46.28125_-89.65625"
1425,"123148144","FORCE_46.21875_-89.78125"
1426,"123147940","FORCE_46.28125_-89.53125"
1427,"70335337","FORCE_45.65625_-89.28125"
1428,"123147820","FORCE_46.28125_-89.53125"
1429,"69885942","FORCE_46.03125_-89.59375"
1430,"123148260","FORCE_46.15625_-89.59375"
1431,"70335731","FORCE_45.65625_-89.46875"
1432,"123397107","FORCE_46.21875_-89.15625"
1433,"JAZ_122","FORCE_46.09375_-89.84375"
1434,"123398020","FORCE_46.21875_-89.34375"
1435,"70332171","FORCE_45.90625_-89.21875"
1436,"123397434","FORCE_46.28125_-89.53125"
1437,"123147855","FORCE_46.28125_-89.78125"
1438,"123147929","FORCE_46.28125_-89.71875"
1439,"69885258","FORCE_46.15625_-90.09375"
1440,"70333709","FORCE_45.78125_-89.65625"
1441,"123147936","FORCE_46.28125_-89.65625"
1442,"123397529","FORCE_46.21875_-89.46875"
1443,"123397795","FORCE_46.21875_-89.46875"
1444,"70336211","FORCE_45.59375_-89.53125"
1445,"123148136","FORCE_46.21875_-89.59375"
1446,"70332525","FORCE_45.90625_-89.34375"
1447,"JAZ_192","FORCE_45.78125_-89.34375"
1448,"70332497","FORCE_45.90625_-89.28125"
1449,"123398119","FORCE_46.15625_-89.40625"
1450,"77357626","FORCE_46.03125_-90.09375"
1451,"70332687","FORCE_45.90625_-89.71875"
1452,"123397888","FORCE_46.21875_-89.40625"
1453,"77357830","FORCE_45.96875_-90.15625"
1454,"69884394","FORCE_46.15625_-90.03125"
1455,"123398247","FORCE_46.15625_-89.40625"
1456,"JAZ_52","FORCE_46.21875_-89.96875"
1457,"69885928","FORCE_46.09375_-89.84375"
1458,"69884494","FORCE_46.15625_-89.71875"
1459,"70332427","FORCE_45.90625_-89.90625"
1460,"70333411","FORCE_45.78125_-89.09375"
1461,"69883782","FORCE_46.28125_-89.84375"
1462,"77357716","FORCE_45.96875_-90.09375"
1463,"123147960","FORCE_46.28125_-89.65625"
1464,"70331839","FORCE_45.90625_-89.03125"
1465,"69884738","FORCE_46.15625_-89.59375"
1466,"70334187","FORCE_45.78125_-89.71875"
1467,"70336065","FORCE_45.59375_-89.40625"
1468,"70332599","FORCE_45.84375_-89.15625"
1469,"77357708","FORCE_45.96875_-90.15625"
1470,"77358200","FORCE_45.90625_-89.96875"
1471,"77358112","FORCE_45.90625_-89.96875"
1472,"JAZ_186","FORCE_45.84375_-89.90625"
1473,"70331421","FORCE_45.96875_-89.53125"
1474,"69886612","FORCE_46.03125_-89.78125"
1475,"70333551","FORCE_45.78125_-89.46875"
1476,"69885242","FORCE_46.09375_-90.03125"
1477,"69885364","FORCE_46.09375_-90.03125"
1478,"70333523","FORCE_45.84375_-89.90625"
1479,"69884180","FORCE_46.15625_-89.65625"
1480,"JAZ_2","FORCE_46.28125_-89.84375"
1481,"JAZ_86","FORCE_46.15625_-90.03125"
1482,"70336053","FORCE_45.59375_-89.46875"
1483,"69886756","FORCE_46.03125_-89.96875"
1484,"123148258","FORCE_46.15625_-89.53125"
1485,"70336283","FORCE_45.59375_-89.53125"
1486,"70331275","FORCE_46.03125_-89.40625"
1487,"69884776","FORCE_46.15625_-89.78125"
1488,"69884216","FORCE_46.21875_-89.84375"
1489,"70335579","FORCE_45.65625_-89.65625"
1490,"70334137","FORCE_45.71875_-89.15625"
1491,"70331515","FORCE_45.96875_-89.40625"
1492,"123397937","FORCE_46.21875_-89.09375"
1493,"70332607","FORCE_45.84375_-89.34375"
1494,"70335597","FORCE_45.65625_-89.34375"
1495,"111861631","FORCE_45.96875_-88.96875"
1496,"69884058","FORCE_46.21875_-90.03125"
1497,"70333109","FORCE_45.84375_-89.03125"
1498,"JAZ_251","FORCE_45.65625_-89.28125"
1499,"JAZ_71","FORCE_46.15625_-89.65625"
1500,"70333095","FORCE_45.84375_-88.96875"
1501,"123148171","FORCE_46.21875_-89.53125"
1502,"70334497","FORCE_45.71875_-89.65625"
1503,"77357994","FORCE_45.96875_-90.09375"
1504,"70331659","FORCE_45.96875_-89.28125"
1505,"70331859","FORCE_45.96875_-89.53125"
1506,"70331607","FORCE_45.96875_-89.03125"
1507,"JAZ_152","FORCE_45.96875_-90.21875"
1508,"70333511","FORCE_45.78125_-89.46875"
1509,"69885286","FORCE_46.09375_-90.09375"
1510,"70333667","FORCE_45.78125_-89.59375"
1511,"69885256","FORCE_46.15625_-90.15625"
1512,"69885986","FORCE_46.03125_-89.71875"
1513,"70333353","FORCE_45.84375_-89.40625"
1514,"70334369","FORCE_45.71875_-89.59375"
1515,"70331533","FORCE_45.96875_-89.34375"
1516,"77357748","FORCE_45.96875_-90.09375"
1517,"70332381","FORCE_45.90625_-89.03125"
1518,"69883866","FORCE_46.28125_-90.03125"
1519,"70331121","FORCE_46.03125_-89.40625"
1520,"70332443","FORCE_45.90625_-89.59375"
1521,"123397588","FORCE_46.21875_-89.40625"
1522,"70330347","FORCE_46.15625_-89.28125"
1523,"73028649","FORCE_46.28125_-90.09375"
1524,"123398028","FORCE_46.21875_-89.53125"
1525,"70331683","FORCE_45.96875_-89.40625"
1526,"123147954","FORCE_46.28125_-89.71875"
1527,"70330331","FORCE_46.15625_-89.28125"
1528,"70334151","FORCE_45.78125_-89.59375"
1529,"70331205","FORCE_45.96875_-89.09375"
1530,"70330719","FORCE_46.09375_-89.21875"
1531,"77357846","FORCE_45.96875_-90.09375"
1532,"70336251","FORCE_45.59375_-89.46875"
1533,"123148146","FORCE_46.21875_-89.53125"
1534,"123397622","FORCE_46.21875_-89.40625"
1535,"70334037","FORCE_45.78125_-89.28125"
1536,"70335419","FORCE_45.65625_-89.46875"
1537,"123397282","FORCE_46.21875_-89.28125"
1538,"70331915","FORCE_45.96875_-89.78125"
1539,"70331689","FORCE_45.96875_-89.28125"
1540,"70332437","FORCE_45.90625_-89.59375"
1541,"70333881","FORCE_45.78125_-89.78125"
1542,"ZJH_3","FORCE_46.09375_-89.40625"
1543,"70334359","FORCE_45.71875_-89.65625"
1544,"69885444","FORCE_46.09375_-89.90625"
1545,"77357738","FORCE_45.96875_-89.96875"
1546,"69884900","FORCE_46.15625_-89.96875"
1547,"69884000","FORCE_46.21875_-90.09375"
1548,"70334839","FORCE_45.71875_-89.65625"
1549,"77357874","FORCE_45.96875_-89.90625"
1550,"69885366","FORCE_46.09375_-89.59375"
1551,"69883846","FORCE_46.21875_-89.84375"
1552,"70331917","FORCE_45.96875_-89.53125"
1553,"77357776","FORCE_45.96875_-90.15625"
1554,"70330239","FORCE_46.15625_-89.15625"
1555,"123148118","FORCE_46.21875_-89.71875"
1556,"69883984","FORCE_46.21875_-89.84375"
1557,"69885892","FORCE_46.03125_-89.59375"
1558,"70331827","FORCE_45.96875_-89.40625"
1559,"69886552","FORCE_46.03125_-89.78125"
1560,"70333635","FORCE_45.78125_-89.71875"
1561,"JAZ_234","FORCE_45.71875_-89.21875"
1562,"69885706","FORCE_46.09375_-89.78125"
1563,"123148141","FORCE_46.21875_-89.65625"
1564,"70331253","FORCE_46.03125_-89.28125"
1565,"69887020","FORCE_45.90625_-89.84375"
1566,"JAZ_21","FORCE_46.28125_-89.46875"
1567,"70330639","FORCE_46.09375_-89.28125"
1568,"70334487","FORCE_45.71875_-89.65625"
1569,"70335123","FORCE_45.71875_-89.65625"
1570,"69883640","FORCE_46.28125_-89.96875"
1571,"123397639","FORCE_46.21875_-89.09375"
1572,"70330525","FORCE_46.09375_-89.09375"
1573,"69885354","FORCE_46.09375_-90.09375"
1574,"77358146","FORCE_45.90625_-90.09375"
1575,"69886692","FORCE_46.03125_-90.21875"
1576,"123148278","FORCE_46.15625_-89.59375"
1577,"123398210","FORCE_46.15625_-89.34375"
1578,"70330515","FORCE_46.09375_-89.03125"
1579,"69886190","FORCE_46.03125_-89.59375"
1580,"70333569","FORCE_45.78125_-89.59375"
1581,"75473625","FORCE_45.90625_-88.96875"
1582,"70333957","FORCE_45.78125_-89.59375"
1583,"69884724","FORCE_46.15625_-89.96875"
1584,"69883838","FORCE_46.28125_-89.90625"
1585,"69886768","FORCE_45.96875_-89.90625"
1586,"123398205","FORCE_46.15625_-89.40625"
1587,"70332495","FORCE_45.90625_-89.71875"
1588,"123148139","FORCE_46.21875_-89.65625"
1589,"70334189","FORCE_45.71875_-89.15625"
1590,"77358098","FORCE_45.90625_-89.90625"
1591,"69884640","FORCE_46.15625_-89.53125"
1592,"69886462","FORCE_46.03125_-89.84375"
1593,"70335847","FORCE_45.65625_-89.65625"
1594,"70330219","FORCE_46.15625_-89.15625"
1595,"123147994","FORCE_46.28125_-89.65625"
1596,"69884492","FORCE_46.15625_-89.78125"
1597,"70333447","FORCE_45.84375_-89.59375"
1598,"70335713","FORCE_45.65625_-89.59375"
1599,"70335799","FORCE_45.65625_-89.46875"
1600,"123148131","FORCE_46.21875_-89.59375"
1601,"70330905","FORCE_46.03125_-89.34375"
1602,"69886372","FORCE_46.03125_-89.90625"
1603,"123397809","FORCE_46.21875_-89.28125"
1604,"70332249","FORCE_45.90625_-89.40625"
1605,"70334007","FORCE_45.78125_-89.40625"
1606,"123397574","FORCE_46.21875_-89.46875"
1607,"69885972","FORCE_46.03125_-89.59375"
1608,"69887094","FORCE_45.90625_-89.84375"
1609,"69884986","FORCE_46.09375_-89.59375"
1610,"70330235","FORCE_46.15625_-89.15625"
1611,"123147974","FORCE_46.28125_-89.59375"
1612,"69886862","FORCE_45.96875_-89.90625"
1613,"70330773","FORCE_46.09375_-89.34375"
1614,"70334437","FORCE_45.71875_-89.65625"
1615,"70334745","FORCE_45.71875_-89.40625"
1616,"69883820","FORCE_46.28125_-89.90625"
1617,"70332445","FORCE_45.90625_-89.59375"
1618,"123148277","FORCE_46.15625_-89.78125"
1619,"70331447","FORCE_45.96875_-89.40625"
1620,"69884446","FORCE_46.15625_-89.53125"
1621,"69884470","FORCE_46.15625_-89.71875"
1622,"JAZ_224","FORCE_45.71875_-89.53125"
1623,"70331255","FORCE_46.03125_-89.40625"
1624,"69884168","FORCE_46.21875_-89.84375"
1625,"69884196","FORCE_46.21875_-89.84375"
1626,"70330669","FORCE_46.09375_-89.34375"
1627,"111861461","FORCE_46.03125_-88.90625"
1628,"123398250","FORCE_46.15625_-89.40625"
1629,"70333753","FORCE_45.78125_-89.15625"
1630,"70330831","FORCE_46.03125_-89.09375"
1631,"JAZ_132","FORCE_46.03125_-89.90625"
1632,"69884184","FORCE_46.21875_-89.96875"
1633,"69884484","FORCE_46.15625_-90.09375"
1634,"69885070","FORCE_46.15625_-90.09375"
1635,"69886340","FORCE_46.03125_-89.84375"
1636,"70334661","FORCE_45.71875_-89.59375"
1637,"70334703","FORCE_45.71875_-89.21875"
1638,"70335007","FORCE_45.65625_-89.15625"
1639,"70335991","FORCE_45.59375_-89.59375"
1640,"111861499","FORCE_46.03125_-89.03125"
1641,"69886188","FORCE_46.03125_-89.84375"
1642,"70335617","FORCE_45.65625_-89.53125"
1643,"75473193","FORCE_45.96875_-89.03125"
1644,"123397415","FORCE_46.28125_-89.53125"
1645,"70331385","FORCE_45.96875_-89.40625"
1646,"70330589","FORCE_46.09375_-89.34375"
1647,"70336285","FORCE_45.59375_-89.46875"
1648,"77357758","FORCE_45.96875_-90.15625"
1649,"70333011","FORCE_45.84375_-89.21875"
1650,"69884454","FORCE_46.15625_-89.53125"
1651,"70333657","FORCE_45.78125_-89.71875"
1652,"123397532","FORCE_46.21875_-89.46875"
1653,"70330797","FORCE_46.03125_-88.96875"
1654,"69886154","FORCE_46.03125_-89.84375"
1655,"69884530","FORCE_46.15625_-89.96875"
1656,"70333421","FORCE_45.84375_-89.90625"
1657,"123147818","FORCE_46.28125_-89.71875"
1658,"123397403","FORCE_46.28125_-89.46875"
1659,"69884304","FORCE_46.15625_-89.78125"
1660,"77358058","FORCE_45.90625_-89.96875"
1661,"70334379","FORCE_45.71875_-89.15625"
1662,"69884384","FORCE_46.15625_-89.65625"
1663,"69885620","FORCE_46.09375_-90.15625"
1664,"70335751","FORCE_45.65625_-89.46875"
1665,"123147925","FORCE_46.28125_-89.59375"
1666,"70331353","FORCE_45.96875_-89.34375"
1667,"69886360","FORCE_46.03125_-90.21875"
1668,"123397065","FORCE_46.21875_-89.21875"
1669,"123398242","FORCE_46.15625_-89.46875"
1670,"70330945","FORCE_46.03125_-89.09375"
1671,"70335961","FORCE_45.59375_-89.46875"
1672,"123397040","FORCE_46.28125_-89.46875"
1673,"123397975","FORCE_46.21875_-89.46875"
1674,"69886902","FORCE_45.96875_-89.90625"
1675,"70331879","FORCE_45.96875_-89.65625"
1676,"70331603","FORCE_45.96875_-89.71875"
1677,"70332679","FORCE_45.90625_-89.90625"
1678,"77357646","FORCE_46.03125_-90.15625"
1679,"69887106","FORCE_45.90625_-89.84375"
1680,"69886304","FORCE_46.03125_-90.15625"
1681,"123147939","FORCE_46.28125_-89.71875"
1682,"69886592","FORCE_46.03125_-89.96875"
1683,"70330425","FORCE_46.15625_-89.34375"
1684,"70334073","FORCE_45.71875_-89.28125"
1685,"69886210","FORCE_46.03125_-89.78125"
1686,"69884274","FORCE_46.15625_-89.53125"
1687,"70330887","FORCE_46.03125_-89.03125"
1688,"123147883","FORCE_46.28125_-89.71875"
1689,"70330999","FORCE_46.03125_-89.53125"
1690,"70331523","FORCE_45.96875_-89.21875"
1691,"69883796","FORCE_46.28125_-89.90625"
1692,"123397577","FORCE_46.21875_-89.40625"
1693,"70331075","FORCE_46.03125_-89.15625"
1694,"JAZ_164","FORCE_45.96875_-89.90625"
1695,"77357780","FORCE_45.96875_-90.15625"
1696,"123148212","FORCE_46.21875_-89.59375"
