"crun","currID","force"
571,"JAZ_172","FORCE_45.90625_-89.71875"
572,"123148185","FORCE_46.21875_-89.65625"
573,"70330175","FORCE_46.21875_-89.28125"
574,"69886730","FORCE_45.96875_-89.84375"
575,"123148039","FORCE_46.28125_-89.84375"
576,"70333183","FORCE_45.84375_-89.46875"
577,"70334011","FORCE_45.78125_-89.46875"
578,"JAZ_196","FORCE_45.78125_-89.34375"
579,"70335413","FORCE_45.65625_-89.65625"
580,"123147897","FORCE_46.28125_-89.78125"
581,"70332259","FORCE_45.90625_-89.46875"
582,"70333427","FORCE_45.84375_-89.53125"
583,"70334791","FORCE_45.71875_-89.40625"
584,"JAZ_255","FORCE_45.59375_-89.40625"
585,"70330555","FORCE_46.09375_-89.34375"
586,"69886778","FORCE_45.96875_-89.96875"
587,"70335925","FORCE_45.59375_-89.46875"
588,"70331499","FORCE_46.03125_-89.53125"
589,"69884690","FORCE_46.15625_-89.53125"
590,"70333113","FORCE_45.84375_-89.03125"
591,"123147822","FORCE_46.28125_-89.71875"
592,"69886544","FORCE_46.03125_-89.90625"
593,"123397420","FORCE_46.21875_-89.15625"
594,"123396989","FORCE_46.28125_-89.34375"
595,"69886390","FORCE_46.03125_-89.96875"
596,"70331241","FORCE_45.96875_-89.21875"
597,"JAZ_4","FORCE_46.28125_-89.90625"
598,"123147716","FORCE_46.34375_-89.84375"
599,"70334585","FORCE_45.71875_-89.40625"
600,"69887048","FORCE_45.90625_-89.84375"
601,"70335973","FORCE_45.59375_-89.40625"
602,"70332403","FORCE_45.90625_-89.90625"
603,"69883882","FORCE_46.28125_-90.09375"
604,"70331749","FORCE_45.96875_-89.34375"
605,"70330165","FORCE_46.21875_-89.21875"
606,"70334649","FORCE_45.71875_-89.40625"
607,"69885374","FORCE_46.09375_-89.84375"
608,"70332065","FORCE_45.90625_-89.59375"
609,"70335287","FORCE_45.65625_-89.65625"
610,"JAZ_109","FORCE_46.15625_-89.21875"
611,"69886466","FORCE_46.03125_-89.78125"
612,"70333203","FORCE_45.84375_-88.96875"
613,"JAZ_107","FORCE_46.09375_-89.40625"
614,"123147996","FORCE_46.28125_-89.65625"
615,"70335301","FORCE_45.65625_-89.40625"
616,"70330711","FORCE_46.09375_-89.21875"
617,"77357754","FORCE_45.96875_-89.96875"
618,"JAZ_105","FORCE_46.09375_-89.40625"
619,"70334707","FORCE_45.71875_-89.40625"
620,"123396879","FORCE_46.28125_-89.46875"
621,"70333975","FORCE_45.78125_-89.59375"
622,"70332209","FORCE_45.90625_-89.40625"
623,"70335695","FORCE_45.65625_-89.21875"
624,"69886486","FORCE_46.03125_-89.90625"
625,"69886280","FORCE_46.03125_-90.28125"
626,"70332293","FORCE_45.90625_-89.78125"
627,"123397307","FORCE_46.28125_-89.46875"
628,"70332315","FORCE_45.90625_-89.71875"
629,"123148057","FORCE_46.21875_-89.59375"
630,"69884114","FORCE_46.21875_-89.65625"
631,"70332095","FORCE_45.90625_-89.59375"
632,"69884052","FORCE_46.21875_-89.78125"
633,"70335893","FORCE_45.59375_-89.34375"
634,"JAZ_11","FORCE_46.21875_-89.71875"
635,"123147843","FORCE_46.28125_-89.65625"
636,"69885274","FORCE_46.09375_-89.78125"
637,"69885856","FORCE_46.09375_-89.71875"
638,"77358080","FORCE_45.90625_-89.90625"
639,"69885016","FORCE_46.15625_-89.78125"
640,"JAZ_90","FORCE_46.15625_-90.09375"
641,"70336289","FORCE_45.59375_-89.40625"
642,"111861763","FORCE_45.96875_-88.96875"
643,"70335943","FORCE_45.59375_-89.40625"
644,"123397521","FORCE_46.21875_-89.46875"
645,"123397135","FORCE_46.21875_-89.21875"
646,"123397628","FORCE_46.21875_-89.09375"
647,"69886648","FORCE_45.96875_-89.59375"
648,"70332819","FORCE_45.84375_-89.09375"
649,"70335969","FORCE_45.59375_-89.46875"
650,"JAZ_194","FORCE_45.78125_-89.34375"
651,"70333057","FORCE_45.84375_-89.59375"
652,"69885346","FORCE_46.09375_-89.59375"
653,"123397527","FORCE_46.21875_-89.28125"
654,"70335747","FORCE_45.65625_-89.40625"
655,"123398108","FORCE_46.15625_-89.40625"
656,"69884192","FORCE_46.21875_-90.15625"
657,"70333139","FORCE_45.84375_-89.71875"
658,"70336099","FORCE_45.59375_-89.40625"
659,"123396964","FORCE_46.28125_-89.34375"
660,"123148145","FORCE_46.21875_-89.59375"
661,"123148268","FORCE_46.15625_-89.71875"
662,"123148130","FORCE_46.21875_-89.59375"
663,"70330397","FORCE_46.15625_-89.34375"
664,"69886584","FORCE_45.96875_-89.59375"
665,"70331707","FORCE_45.96875_-89.59375"
666,"70334723","FORCE_45.71875_-89.78125"
667,"70335815","FORCE_45.65625_-89.59375"
668,"70333269","FORCE_45.84375_-89.71875"
669,"123397304","FORCE_46.21875_-89.21875"
670,"123397543","FORCE_46.21875_-89.53125"
671,"70334771","FORCE_45.71875_-89.53125"
672,"JAZ_199","FORCE_45.78125_-89.34375"
673,"123397387","FORCE_46.21875_-89.40625"
674,"70334285","FORCE_45.71875_-89.59375"
675,"70334409","FORCE_45.71875_-89.84375"
676,"70334587","FORCE_45.71875_-89.15625"
677,"123397787","FORCE_46.21875_-89.28125"
678,"70335967","FORCE_45.59375_-89.53125"
679,"70331319","FORCE_45.96875_-89.34375"
680,"70335771","FORCE_45.65625_-89.53125"
681,"JAZ_262","FORCE_45.59375_-89.34375"
682,"70331605","FORCE_45.96875_-89.40625"
683,"69886428","FORCE_46.03125_-90.15625"
684,"70336247","FORCE_45.59375_-89.40625"
685,"70330155","FORCE_46.21875_-89.28125"
686,"123147876","FORCE_46.28125_-89.96875"
687,"69884440","FORCE_46.15625_-89.71875"
688,"70330963","FORCE_46.03125_-89.09375"
689,"123398005","FORCE_46.21875_-89.34375"
690,"70333737","FORCE_45.78125_-89.71875"
691,"123148276","FORCE_46.15625_-89.59375"
692,"123148000","FORCE_46.28125_-89.78125"
693,"69885454","FORCE_46.09375_-89.96875"
694,"123397046","FORCE_46.28125_-89.34375"
695,"77357668","FORCE_46.03125_-90.03125"
696,"123397750","FORCE_46.21875_-89.34375"
697,"69883670","FORCE_46.28125_-89.90625"
698,"69883668","FORCE_46.28125_-89.96875"
699,"123148101","FORCE_46.21875_-89.59375"
700,"77357676","FORCE_46.03125_-90.15625"
701,"JAZ_100","FORCE_46.09375_-89.65625"
702,"69884732","FORCE_46.15625_-90.09375"
703,"69883754","FORCE_46.28125_-89.96875"
704,"69884154","FORCE_46.21875_-89.65625"
705,"70330495","FORCE_46.09375_-88.96875"
706,"123398025","FORCE_46.21875_-89.46875"
707,"69885188","FORCE_46.15625_-90.15625"
708,"123397524","FORCE_46.21875_-89.28125"
709,"69884008","FORCE_46.21875_-89.90625"
710,"70330557","FORCE_46.09375_-89.34375"
711,"70332747","FORCE_45.90625_-89.71875"
712,"JAZ_32","FORCE_46.21875_-89.28125"
713,"JAZ_64","FORCE_46.15625_-90.09375"
714,"JAZ_7","FORCE_46.21875_-90.03125"
715,"70330227","FORCE_46.15625_-89.21875"
716,"70331625","FORCE_45.96875_-89.59375"
717,"69886320","FORCE_46.03125_-89.84375"
718,"69886726","FORCE_45.96875_-89.78125"
719,"123147955","FORCE_46.28125_-89.59375"
720,"77357634","FORCE_46.03125_-90.09375"
721,"70332805","FORCE_45.90625_-89.78125"
722,"70336073","FORCE_45.59375_-89.46875"
723,"70334237","FORCE_45.71875_-89.34375"
724,"70332559","FORCE_45.84375_-89.09375"
725,"123397454","FORCE_46.21875_-89.15625"
726,"69886766","FORCE_45.96875_-89.96875"
727,"70332109","FORCE_45.90625_-89.09375"
728,"70334781","FORCE_45.71875_-89.59375"
729,"77357836","FORCE_45.96875_-89.96875"
730,"70334909","FORCE_45.71875_-89.71875"
731,"70335989","FORCE_45.59375_-89.40625"
732,"70336307","FORCE_45.59375_-89.53125"
733,"70332801","FORCE_45.90625_-89.78125"
734,"69884156","FORCE_46.21875_-90.09375"
735,"69886498","FORCE_46.03125_-89.65625"
736,"77357622","FORCE_46.03125_-90.15625"
737,"75473371","FORCE_45.90625_-88.96875"
738,"70331211","FORCE_46.03125_-89.34375"
739,"123397324","FORCE_46.21875_-89.28125"
740,"123147965","FORCE_46.28125_-89.65625"
741,"123397337","FORCE_46.21875_-89.21875"
742,"70333413","FORCE_45.84375_-89.53125"
743,"70335757","FORCE_45.65625_-89.59375"
744,"JAZ_245","FORCE_45.59375_-89.46875"
745,"70333595","FORCE_45.84375_-89.71875"
746,"70332591","FORCE_45.90625_-89.59375"
747,"69884288","FORCE_46.15625_-89.65625"
748,"123398233","FORCE_46.15625_-89.40625"
749,"69883802","FORCE_46.28125_-89.96875"
750,"70330327","FORCE_46.15625_-89.34375"
751,"70333137","FORCE_45.84375_-89.59375"
752,"70334125","FORCE_45.78125_-89.46875"
753,"70331247","FORCE_46.03125_-89.40625"
754,"69885762","FORCE_46.09375_-89.53125"
755,"70330253","FORCE_46.15625_-89.15625"
756,"123397132","FORCE_46.28125_-89.40625"
757,"70336205","FORCE_45.59375_-89.53125"
758,"70335719","FORCE_45.65625_-89.46875"
759,"123148014","FORCE_46.28125_-89.59375"
760,"70330953","FORCE_46.03125_-89.53125"
761,"70335313","FORCE_45.65625_-89.59375"
762,"69885334","FORCE_46.09375_-89.46875"
763,"70334617","FORCE_45.71875_-89.15625"
764,"70332835","FORCE_45.84375_-89.34375"
765,"123398128","FORCE_46.15625_-89.46875"
766,"69886438","FORCE_46.03125_-90.15625"
767,"70330149","FORCE_46.21875_-89.28125"
768,"JAZ_124","FORCE_46.09375_-90.28125"
769,"123397689","FORCE_46.21875_-89.21875"
770,"69884868","FORCE_46.15625_-90.21875"
771,"70331691","FORCE_45.96875_-89.46875"
772,"69886108","FORCE_46.09375_-90.28125"
773,"69886040","FORCE_46.09375_-90.03125"
774,"70330323","FORCE_46.15625_-89.21875"
775,"70331717","FORCE_45.96875_-89.40625"
776,"123398003","FORCE_46.21875_-89.34375"
777,"69884046","FORCE_46.21875_-90.03125"
778,"70331723","FORCE_45.96875_-89.59375"
779,"70331389","FORCE_45.96875_-89.34375"
780,"77358144","FORCE_45.90625_-90.15625"
781,"69883702","FORCE_46.28125_-90.03125"
782,"69883852","FORCE_46.28125_-90.03125"
783,"75473143","FORCE_45.96875_-88.90625"
784,"69886758","FORCE_46.03125_-89.96875"
785,"69885626","FORCE_46.09375_-89.84375"
786,"70333923","FORCE_45.78125_-89.46875"
787,"70330851","FORCE_46.03125_-88.96875"
788,"69884850","FORCE_46.15625_-90.09375"
789,"69886650","FORCE_46.09375_-90.15625"
790,"69884522","FORCE_46.15625_-89.84375"
791,"70332543","FORCE_45.90625_-89.59375"
792,"69886418","FORCE_46.03125_-90.03125"
793,"69886812","FORCE_45.96875_-89.96875"
794,"69886158","FORCE_46.03125_-89.65625"
795,"70333499","FORCE_45.78125_-89.46875"
796,"111861471","FORCE_46.03125_-88.96875"
797,"70330193","FORCE_46.21875_-89.28125"
798,"70335121","FORCE_45.71875_-89.59375"
799,"69885902","FORCE_46.09375_-89.71875"
800,"70330729","FORCE_46.09375_-89.03125"
801,"70331465","FORCE_45.96875_-89.40625"
802,"70334345","FORCE_45.71875_-89.28125"
803,"69886124","FORCE_46.03125_-90.03125"
804,"70335395","FORCE_45.65625_-89.40625"
805,"70331153","FORCE_45.96875_-89.09375"
806,"70334509","FORCE_45.71875_-89.46875"
807,"70331401","FORCE_45.96875_-89.09375"
808,"123148024","FORCE_46.28125_-89.71875"
809,"JAZ_184","FORCE_45.84375_-89.34375"
810,"69884714","FORCE_46.15625_-89.53125"
811,"69887126","FORCE_45.90625_-89.84375"
812,"70330473","FORCE_46.15625_-89.28125"
813,"69885400","FORCE_46.09375_-89.90625"
814,"69884582","FORCE_46.15625_-90.03125"
815,"70333239","FORCE_45.84375_-89.78125"
816,"70334671","FORCE_45.71875_-89.40625"
817,"JAZ_42","FORCE_46.21875_-89.59375"
818,"70332587","FORCE_45.90625_-89.78125"
819,"70335813","FORCE_45.65625_-89.59375"
820,"123396836","FORCE_46.28125_-89.40625"
821,"77357870","FORCE_45.96875_-90.09375"
822,"70330843","FORCE_46.03125_-89.03125"
823,"70335019","FORCE_45.65625_-89.15625"
824,"JAZ_37","FORCE_46.21875_-89.40625"
825,"70334197","FORCE_45.71875_-89.53125"
826,"69885332","FORCE_46.09375_-89.59375"
827,"70333959","FORCE_45.78125_-89.46875"
828,"70332159","FORCE_45.90625_-89.46875"
829,"77358174","FORCE_45.90625_-89.96875"
830,"77358092","FORCE_45.90625_-89.96875"
831,"69883750","FORCE_46.28125_-89.96875"
832,"69885874","FORCE_46.09375_-89.78125"
833,"70333681","FORCE_45.78125_-89.46875"
834,"70335387","FORCE_45.65625_-89.40625"
835,"70335327","FORCE_45.65625_-89.34375"
836,"70330967","FORCE_46.03125_-89.34375"
837,"69883860","FORCE_46.21875_-89.90625"
838,"70331531","FORCE_45.96875_-89.09375"
839,"75474113","FORCE_45.84375_-88.96875"
840,"70330547","FORCE_46.15625_-89.34375"
841,"JAZ_236","FORCE_45.65625_-89.21875"
842,"69886096","FORCE_46.03125_-89.71875"
843,"69886014","FORCE_46.09375_-90.28125"
844,"70332741","FORCE_45.90625_-89.78125"
845,"70331399","FORCE_45.96875_-89.09375"
846,"70330269","FORCE_46.15625_-89.21875"
847,"70334451","FORCE_45.71875_-89.53125"
848,"69883728","FORCE_46.28125_-89.96875"
849,"70333727","FORCE_45.78125_-89.40625"
850,"JAZ_99","FORCE_46.09375_-89.78125"
851,"70330583","FORCE_46.09375_-89.34375"
852,"69884686","FORCE_46.15625_-89.65625"
853,"70334995","FORCE_45.71875_-89.59375"
854,"69886740","FORCE_45.96875_-89.65625"
855,"69885518","FORCE_46.09375_-89.53125"
856,"123147942","FORCE_46.28125_-89.78125"
857,"70331883","FORCE_45.96875_-89.34375"
858,"69884206","FORCE_46.21875_-89.96875"
859,"JAZ_112","FORCE_46.15625_-88.96875"
860,"70330421","FORCE_46.15625_-89.34375"
861,"70330161","FORCE_46.21875_-89.28125"
862,"70334913","FORCE_45.71875_-89.59375"
863,"123397493","FORCE_46.21875_-89.15625"
864,"70335325","FORCE_45.65625_-89.34375"
865,"JAZ_259","FORCE_45.59375_-89.46875"
866,"123148223","FORCE_46.21875_-89.59375"
867,"70331877","FORCE_45.96875_-89.53125"
868,"123147997","FORCE_46.28125_-89.78125"
869,"70331197","FORCE_46.03125_-89.40625"
870,"70331031","FORCE_46.03125_-89.46875"
871,"70335141","FORCE_45.71875_-89.53125"
872,"69885796","FORCE_46.09375_-89.96875"
873,"70333263","FORCE_45.84375_-89.65625"
874,"70332051","FORCE_45.90625_-89.59375"
875,"70333991","FORCE_45.78125_-89.71875"
876,"70331609","FORCE_45.96875_-89.46875"
877,"69884650","FORCE_46.15625_-89.71875"
878,"123397611","FORCE_46.21875_-89.46875"
879,"69884322","FORCE_46.15625_-89.90625"
880,"JAZ_16","FORCE_46.28125_-89.53125"
881,"69885498","FORCE_46.09375_-90.21875"
882,"70331601","FORCE_45.96875_-89.59375"
883,"JAZ_147","FORCE_46.03125_-89.90625"
884,"70330303","FORCE_46.15625_-89.21875"
885,"70334271","FORCE_45.78125_-89.78125"
886,"69885560","FORCE_46.09375_-89.90625"
887,"70335845","FORCE_45.59375_-89.40625"
888,"JAZ_55","FORCE_46.21875_-90.09375"
889,"123397667","FORCE_46.21875_-89.28125"
890,"70334423","FORCE_45.71875_-89.71875"
891,"123147867","FORCE_46.28125_-89.90625"
892,"70332307","FORCE_45.90625_-89.84375"
893,"123397459","FORCE_46.21875_-89.21875"
894,"69884246","FORCE_46.15625_-89.59375"
895,"JAZ_256","FORCE_45.59375_-89.46875"
896,"70330819","FORCE_46.03125_-89.28125"
897,"70331615","FORCE_45.96875_-89.65625"
898,"70335733","FORCE_45.65625_-89.53125"
899,"70333279","FORCE_45.84375_-89.78125"
900,"123148148","FORCE_46.21875_-89.71875"
901,"70331567","FORCE_45.96875_-89.28125"
902,"69883840","FORCE_46.28125_-90.03125"
903,"70331085","FORCE_46.03125_-89.28125"
904,"77357726","FORCE_45.96875_-90.21875"
905,"123397989","FORCE_46.21875_-89.34375"
906,"75473675","FORCE_45.90625_-88.96875"
907,"69884540","FORCE_46.15625_-89.53125"
908,"JAZ_91","FORCE_46.15625_-90.09375"
909,"70333435","FORCE_45.78125_-89.15625"
910,"70333653","FORCE_45.78125_-89.65625"
911,"69884244","FORCE_46.21875_-90.03125"
912,"70331427","FORCE_45.96875_-89.34375"
913,"123398085","FORCE_46.15625_-89.46875"
914,"69883706","FORCE_46.28125_-89.90625"
915,"70333471","FORCE_45.78125_-89.28125"
916,"69884974","FORCE_46.09375_-89.46875"
917,"77357814","FORCE_45.96875_-89.96875"
918,"123397276","FORCE_46.21875_-89.34375"
919,"69884770","FORCE_46.15625_-90.15625"
920,"70333433","FORCE_45.84375_-89.84375"
921,"JAZ_9","FORCE_46.28125_-89.84375"
922,"70332737","FORCE_45.84375_-89.40625"
923,"70332813","FORCE_45.90625_-89.78125"
924,"77358036","FORCE_45.90625_-89.96875"
925,"69884050","FORCE_46.21875_-90.09375"
926,"70330975","FORCE_46.03125_-89.21875"
927,"70334199","FORCE_45.71875_-89.15625"
928,"69886338","FORCE_46.03125_-89.71875"
929,"123397262","FORCE_46.28125_-89.53125"
930,"69887030","FORCE_45.96875_-89.90625"
931,"70335675","FORCE_45.65625_-89.34375"
932,"69886454","FORCE_46.03125_-89.71875"
933,"70333409","FORCE_45.84375_-89.53125"
934,"69886024","FORCE_46.09375_-90.28125"
935,"70333591","FORCE_45.78125_-89.53125"
936,"70332893","FORCE_45.90625_-89.84375"
937,"69885638","FORCE_46.09375_-90.15625"
938,"70332103","FORCE_45.90625_-89.65625"
939,"70331929","FORCE_45.96875_-89.46875"
940,"70333659","FORCE_45.78125_-89.21875"
941,"70331811","FORCE_45.96875_-89.15625"
942,"70333223","FORCE_45.84375_-89.15625"
943,"69885020","FORCE_46.15625_-89.90625"
944,"70335681","FORCE_45.65625_-89.46875"
945,"69884556","FORCE_46.15625_-89.96875"
946,"70331611","FORCE_45.96875_-89.59375"
947,"70330455","FORCE_46.15625_-89.34375"
948,"70332899","FORCE_45.84375_-89.40625"
949,"70332173","FORCE_45.90625_-89.03125"
950,"70336021","FORCE_45.59375_-89.53125"
951,"69886180","FORCE_46.03125_-89.71875"
952,"123148182","FORCE_46.21875_-89.71875"
953,"77357656","FORCE_46.03125_-90.21875"
954,"77357796","FORCE_45.96875_-90.03125"
955,"70334927","FORCE_45.71875_-89.71875"
956,"70330163","FORCE_46.21875_-89.28125"
957,"120020867","FORCE_45.84375_-89.40625"
958,"69887042","FORCE_45.90625_-89.84375"
959,"123148155","FORCE_46.21875_-89.71875"
960,"69884400","FORCE_46.21875_-90.09375"
961,"123398278","FORCE_46.15625_-89.40625"
962,"70330419","FORCE_46.15625_-89.09375"
963,"70334115","FORCE_45.78125_-89.78125"
964,"123148189","FORCE_46.21875_-89.59375"
965,"70336135","FORCE_45.59375_-89.59375"
966,"69884758","FORCE_46.15625_-90.15625"
967,"70332759","FORCE_45.90625_-89.71875"
968,"77358142","FORCE_45.90625_-90.09375"
969,"70331561","FORCE_45.96875_-89.46875"
970,"70332631","FORCE_45.84375_-89.28125"
971,"JAZ_44","FORCE_46.21875_-89.65625"
972,"70331097","FORCE_46.03125_-89.53125"
973,"70330229","FORCE_46.15625_-89.28125"
974,"75473051","FORCE_45.96875_-88.96875"
975,"77357932","FORCE_45.96875_-89.96875"
976,"70333009","FORCE_45.84375_-89.71875"
977,"123148028","FORCE_46.28125_-89.65625"
978,"123397801","FORCE_46.21875_-89.40625"
979,"70331851","FORCE_45.96875_-89.34375"
980,"123398227","FORCE_46.15625_-89.46875"
981,"70331109","FORCE_46.03125_-89.09375"
982,"70335881","FORCE_45.59375_-89.40625"
983,"70331751","FORCE_45.96875_-89.15625"
984,"70331931","FORCE_45.90625_-89.15625"
985,"69886672","FORCE_46.03125_-89.96875"
986,"70332319","FORCE_45.90625_-89.53125"
987,"70336031","FORCE_45.59375_-89.59375"
988,"70334231","FORCE_45.71875_-89.46875"
989,"69886228","FORCE_46.03125_-89.65625"
990,"70331339","FORCE_45.96875_-89.34375"
991,"123398122","FORCE_46.15625_-89.40625"
992,"69886816","FORCE_45.96875_-89.84375"
993,"70331831","FORCE_45.96875_-89.59375"
994,"JAZ_17","FORCE_46.28125_-89.46875"
995,"70334793","FORCE_45.71875_-89.40625"
996,"123397479","FORCE_46.21875_-89.34375"
997,"69884166","FORCE_46.21875_-89.84375"
998,"70336007","FORCE_45.59375_-89.53125"
999,"70332015","FORCE_45.90625_-89.21875"
1000,"70334039","FORCE_45.78125_-89.71875"
1001,"69886824","FORCE_45.96875_-89.78125"
1002,"69886732","FORCE_46.03125_-89.96875"
1003,"69885098","FORCE_46.09375_-89.78125"
1004,"70335179","FORCE_45.65625_-89.15625"
1005,"123147931","FORCE_46.28125_-89.65625"
1006,"JAZ_30","FORCE_46.21875_-89.28125"
1007,"70335349","FORCE_45.65625_-89.40625"
1008,"69884178","FORCE_46.21875_-90.09375"
1009,"70331673","FORCE_45.96875_-89.59375"
1010,"JAZ_170","FORCE_45.90625_-89.71875"
1011,"70335359","FORCE_45.65625_-89.53125"
1012,"70334535","FORCE_45.71875_-89.71875"
1013,"70331661","FORCE_45.96875_-89.59375"
1014,"ZJH_2","FORCE_46.09375_-89.40625"
1015,"70332359","FORCE_45.90625_-89.71875"
1016,"70331771","FORCE_45.96875_-89.40625"
1017,"70333389","FORCE_45.84375_-89.53125"
1018,"69886354","FORCE_46.03125_-89.96875"
1019,"123147853","FORCE_46.28125_-89.84375"
1020,"123397645","FORCE_46.21875_-89.21875"
1021,"75473343","FORCE_45.90625_-88.96875"
1022,"69886176","FORCE_46.03125_-89.71875"
1023,"70334283","FORCE_45.71875_-89.65625"
1024,"123398071","FORCE_46.15625_-89.34375"
1025,"69886384","FORCE_46.03125_-89.96875"
1026,"JAZ_118","FORCE_46.09375_-89.78125"
1027,"70335653","FORCE_45.65625_-89.34375"
1028,"123148113","FORCE_46.21875_-89.53125"
1029,"70333531","FORCE_45.78125_-89.46875"
1030,"69885210","FORCE_46.09375_-89.90625"
1031,"123148005","FORCE_46.28125_-89.65625"
1032,"123397356","FORCE_46.21875_-89.28125"
1033,"70333883","FORCE_45.78125_-89.03125"
1034,"70331415","FORCE_45.96875_-89.34375"
1035,"123397955","FORCE_46.21875_-89.46875"
1036,"70330209","FORCE_46.15625_-89.28125"
1037,"70331477","FORCE_45.96875_-89.21875"
1038,"70334021","FORCE_45.78125_-89.78125"
1039,"69886110","FORCE_46.03125_-89.78125"
1040,"70331951","FORCE_45.96875_-89.71875"
1041,"69884380","FORCE_46.15625_-89.78125"
1042,"70331887","FORCE_45.96875_-89.46875"
1043,"70335173","FORCE_45.65625_-89.53125"
1044,"70332415","FORCE_45.90625_-89.46875"
1045,"70332317","FORCE_45.90625_-89.71875"
1046,"70330511","FORCE_46.15625_-89.34375"
1047,"69885728","FORCE_46.09375_-89.59375"
1048,"70334381","FORCE_45.71875_-89.15625"
1049,"69885124","FORCE_46.15625_-89.84375"
1050,"77357944","FORCE_45.96875_-90.03125"
1051,"70334299","FORCE_45.71875_-89.21875"
1052,"70334875","FORCE_45.71875_-89.53125"
1053,"70332221","FORCE_45.90625_-89.59375"
1054,"69885998","FORCE_46.09375_-90.28125"
1055,"70334371","FORCE_45.71875_-89.28125"
1056,"69884752","FORCE_46.15625_-89.84375"
1057,"70331907","FORCE_45.90625_-89.03125"
1058,"70336385","FORCE_45.59375_-89.53125"
1059,"123147869","FORCE_46.28125_-89.90625"
1060,"70330263","FORCE_46.15625_-89.15625"
1061,"123397829","FORCE_46.21875_-89.28125"
1062,"70333115","FORCE_45.84375_-89.71875"
1063,"70330151","FORCE_46.21875_-89.28125"
1064,"70330991","FORCE_46.03125_-89.46875"
1065,"JAZ_220","FORCE_45.71875_-89.65625"
1066,"70330413","FORCE_46.15625_-89.34375"
1067,"77358030","FORCE_45.90625_-89.96875"
1068,"123397426","FORCE_46.21875_-89.28125"
1069,"69885088","FORCE_46.15625_-89.84375"
1070,"70334111","FORCE_45.78125_-89.59375"
1071,"70331737","FORCE_45.96875_-89.21875"
1072,"70330401","FORCE_46.15625_-89.15625"
1073,"70335705","FORCE_45.65625_-89.46875"
1074,"70335963","FORCE_45.59375_-89.65625"
1075,"70331829","FORCE_45.96875_-89.59375"
1076,"69883610","FORCE_46.28125_-89.96875"
1077,"70330479","FORCE_46.15625_-89.28125"
1078,"69883854","FORCE_46.21875_-89.90625"
1079,"73028697","FORCE_46.28125_-90.09375"
1080,"70334221","FORCE_45.78125_-89.78125"
1081,"70333639","FORCE_45.78125_-89.65625"
1082,"70336177","FORCE_45.59375_-89.53125"
1083,"123397225","FORCE_46.28125_-89.46875"
1084,"JAZ_92","FORCE_46.15625_-90.21875"
1085,"70332483","FORCE_45.90625_-89.84375"
1086,"69884174","FORCE_46.15625_-89.65625"
1087,"69884452","FORCE_46.15625_-89.71875"
1088,"70331761","FORCE_45.96875_-89.71875"
1089,"70330587","FORCE_46.09375_-89.34375"
1090,"70333491","FORCE_45.78125_-89.03125"
1091,"69885632","FORCE_46.09375_-89.71875"
1092,"69887056","FORCE_45.90625_-89.84375"
1093,"70333905","FORCE_45.78125_-89.84375"
1094,"70330485","FORCE_46.09375_-88.90625"
1095,"70330993","FORCE_46.03125_-89.09375"
1096,"69883954","FORCE_46.21875_-89.96875"
1097,"69884108","FORCE_46.21875_-89.65625"
1098,"70330663","FORCE_46.09375_-89.34375"
1099,"123148061","FORCE_46.21875_-89.65625"
1100,"70330725","FORCE_46.09375_-89.21875"
1101,"69885828","FORCE_46.09375_-89.84375"
1102,"123148251","FORCE_46.21875_-89.59375"
1103,"69885230","FORCE_46.15625_-90.09375"
1104,"70333493","FORCE_45.84375_-89.78125"
1105,"123397781","FORCE_46.21875_-89.34375"
1106,"69883836","FORCE_46.28125_-89.90625"
1107,"69884726","FORCE_46.15625_-89.59375"
1108,"77357696","FORCE_45.96875_-90.15625"
1109,"123148232","FORCE_46.21875_-89.59375"
1110,"70333541","FORCE_45.78125_-89.46875"
1111,"70333911","FORCE_45.78125_-89.40625"
1112,"70332237","FORCE_45.90625_-89.40625"
1113,"123397742","FORCE_46.21875_-89.53125"
1114,"70330299","FORCE_46.15625_-89.34375"
1115,"70331967","FORCE_45.96875_-89.71875"
1116,"70334063","FORCE_45.78125_-89.34375"
1117,"69885982","FORCE_46.09375_-90.28125"
1118,"70330295","FORCE_46.15625_-89.34375"
1119,"69886574","FORCE_46.03125_-89.90625"
1120,"69883720","FORCE_46.28125_-89.90625"
1121,"123397726","FORCE_46.21875_-89.46875"
1122,"123397101","FORCE_46.28125_-89.28125"
1123,"77357632","FORCE_46.03125_-90.09375"
1124,"123147934","FORCE_46.28125_-89.65625"
1125,"123148151","FORCE_46.21875_-89.53125"
1126,"70335297","FORCE_45.65625_-89.34375"
1127,"70332947","FORCE_45.84375_-89.65625"
1128,"69883786","FORCE_46.28125_-90.09375"
1129,"70335291","FORCE_45.65625_-89.59375"
1130,"70334499","FORCE_45.71875_-89.21875"
1131,"123147821","FORCE_46.28125_-89.65625"
1132,"123147875","FORCE_46.28125_-89.65625"
1133,"69884290","FORCE_46.15625_-89.59375"
1134,"70335145","FORCE_45.65625_-89.40625"
1135,"70330661","FORCE_46.09375_-89.21875"
1136,"69884066","FORCE_46.21875_-90.09375"
1137,"70330313","FORCE_46.15625_-89.21875"
1138,"70332609","FORCE_45.90625_-89.90625"
1139,"70332397","FORCE_45.90625_-89.46875"
1140,"70330745","FORCE_46.09375_-89.34375"
1141,"69883704","FORCE_46.28125_-89.96875"
1142,"70332169","FORCE_45.90625_-89.71875"
