crun,currID
2081,123396816
2082,JAZ_201
2083,70335279
2084,123148037
2085,70336091
2086,123147824
2087,70335711
2088,70335307
2089,70332217
2090,123147953
2091,69887036
2092,123397862
2093,69885142
2094,69886346
2095,JAZ_210
2096,77357822
2097,69884814
2098,75473335
2099,70334643
2100,111861139
2101,123397160
2102,70331739
2103,70332589
2104,70330185
2105,69885566
2106,69885134
2107,70331475
2108,69886330
2109,123396734
2110,69884128
2111,70331511
2112,70332161
2113,JAZ_104
2114,77357664
2115,70335361
2116,123148280
2117,70331997
2118,69886162
2119,69884386
2120,70332477
2121,69886104
2122,70334367
2123,70332475
2124,69886410
2125,70334957
2126,70335001
2127,70333977
2128,70330597
2129,70332197
2130,70332245
2131,123397423
2132,70335843
2133,JAZ_131
2134,77357746
2135,70334533
2136,77357856
2137,70331033
2138,69886150
2139,69886530
2140,70333749
2141,70333689
2142,70335311
2143,70335975
2144,JAZ_76
2145,69884670
2146,70333171
2147,69886514
2148,123398159
2149,70333439
2150,JAZ_174
2151,70330757
2152,70332049
2153,JAZ_97
2154,70331169
2155,70334203
2156,JAZ_89
2157,123397234
2158,69884396
2159,123397312
2160,70332481
2161,77358128
2162,123147980
2163,123148183
2164,70333489
2165,70333637
2166,70330343
2167,70331003
2168,70332665
2169,69887034
2170,70330255
2171,69884568
2172,69884224
2173,70330603
2174,70334687
2175,69886996
2176,69886474
2177,70331537
2178,70331697
2179,69885104
2180,70331507
2181,69884696
2182,69886930
2183,70332213
2184,69885546
2185,70333621
2186,JAZ_173
2187,70333375
2188,69886682
2189,70334123
2190,70334775
2191,69886318
2192,123396753
2193,JAZ_218
2194,70331745
2195,70336311
2196,123147991
2197,69883654
2198,69885162
2199,70335523
2200,70336183
2201,123148205
2202,70333295
2203,JAZ_168
2204,123398219
2205,69886350
2206,123397759
2207,70333369
2208,70333045
2209,70333983
2210,69883856
2211,69886294
2212,70331977
2213,123397851
2214,123398170
2215,JAZ_94
2216,69885506
2217,123397940
2218,70336117
2219,70332977
2220,123397692
2221,JAZ_200
2222,69884104
2223,69883958
2224,69885924
2225,111861055
2226,70333791
2227,70335293
2228,77357892
2229,JAZ_29
2230,69886060
2231,70333683
2232,69884710
2233,69886300
2234,77357660
2235,69886472
2236,123397928
2237,70332325
2238,70333855
2239,70332373
2240,69885014
2241,70332855
2242,123397448
2243,69885152
2244,70331799
2245,69884574
2246,69885208
2247,70330813
2248,70333321
2249,123147977
2250,69884448
2251,70330305
2252,70335575
2253,70335787
2254,75473303
2255,JAZ_182
2256,69886430
2257,123397412
2258,70335559
2259,70334871
2260,70335033
2261,70334099
2262,JAZ_169
2263,70331335
2264,70332287
2265,70335691
2266,123397854
2267,70334145
2268,123397023
2269,123147814
2270,69884642
2271,70330207
2272,70333253
2273,69885032
2274,69886172
2275,70330373
2276,JAZ_213
2277,70335803
2278,70332691
2279,123397572
2280,69883826
2281,69886510
2282,69885568
2283,70331183
2284,69884746
2285,70335621
2286,123397154
2287,70330469
2288,70331755
2289,123397057
2290,77357998
2291,69884230
2292,70331635
2293,70332139
2294,70333543
2295,123148142
2296,123397776
2297,69886440
2298,69886704
2299,JAZ_240
2300,69886164
2301,70330411
2302,69883730
2303,123397720
2304,70335623
2305,69886676
2306,70331487
2307,70332105
2308,70332779
2309,70336317
2310,70334333
2311,69884886
2312,69885852
2313,123398156
2314,69886836
2315,70336321
2316,69884030
2317,70332111
2318,70331865
2319,70330391
2320,70332681
2321,70333185
2322,69885700
2323,69886588
2324,70335101
2325,123398091
2326,69884698
2327,70330811
2328,69883690
2329,70330203
2330,69886614
2331,123397885
2332,70334785
2333,77358362
2334,70335829
2335,123397925
2336,70334727
2337,JAZ_143
2338,69885330
2339,123148235
2340,JAZ_1
2341,70330191
2342,70332605
2343,70332925
2344,123148045
2345,70332375
2346,70331029
2347,70331589
2348,123397208
2349,77357672
2350,70333793
2351,69886538
2352,70333265
2353,70336151
2354,70336085
2355,70333309
2356,123147920
2357,70330903
2358,70333041
2359,123148124
2360,123147926
2361,123397507
2362,69884964
2363,69884372
2364,123397960
2365,69883816
2366,69884468
2367,123147795
2368,123396981
2369,69883650
2370,69885922
2371,69886718
2372,69884790
2373,70334697
2374,77358240
2375,69886630
2376,123397462
2377,69886402
2378,70332767
2379,123148105
2380,70332447
2381,70331387
2382,70334493
2383,70331535
2384,70330363
2385,70332883
2386,70333497
2387,70330855
2388,70336191
2389,77357816
2390,123147918
2391,70332101
2392,123398082
2393,69884810
2394,70332393
2395,69884310
2396,70332151
2397,123396702
2398,70334491
2399,70332329
2400,123398051
2401,70332613
2402,70330339
2403,70333901
2404,69884744
2405,70332971
2406,70334341
2407,123147833
2408,70334579
2409,70331297
2410,70335549
2411,77357638
2412,77357662
2413,123147888
2414,123398256
2415,123396975
2416,123398133
2417,70332751
2418,69884482
2419,70333871
2420,69885906
2421,70332229
2422,69886738
2423,123148104
2424,70335867
2425,123147894
2426,70331571
2427,69884432
2428,69883698
2429,69887038
2430,70333913
2431,123397820
2432,70333457
2433,69885446
2434,70333141
2435,123397384
2436,70332247
2437,70335467
2438,70333723
2439,69884954
2440,123148243
2441,69886790
2442,70332193
2443,123147908
2444,111861511
2445,69886352
2446,69886594
2447,70332811
2448,70332241
2449,70330257
2450,70331599
2451,70332717
2452,70333721
2453,70335517
2454,77357960
2455,69885138
2456,70332233
2457,77358264
2458,69884374
2459,123148075
2460,70333759
2461,70334383
2462,123147863
2463,70334019
2464,69883632
2465,123147829
2466,70336081
2467,JAZ_215
2468,70331051
2469,69886606
2470,70336083
2471,70331797
2472,77357820
2473,69884368
2474,69884248
2475,69886290
2476,77358014
2477,70332265
2478,69883810
2479,70331457
2480,123147932
2481,70332215
2482,69886610
2483,70331223
2484,69884634
2485,123147993
2486,123147789
2487,70330179
2488,123397826
2489,123148193
2490,123148083
2491,70331049
2492,69883928
2493,69885248
2494,JAZ_232
2495,70333341
2496,70334951
2497,70332489
2498,70332333
2499,69884766
2500,70332369
2501,70334963
2502,70335573
2503,JAZ_5
2504,123397969
2505,69884132
2506,123397073
2507,70333971
2508,123147856
2509,69883622
2510,123148275
2511,69884414
2512,JAZ_175
2513,70336015
2514,JAZ_57
2515,123397429
2516,69884798
2517,70335099
2518,70332009
2519,75473047
2520,69883798
2521,123147922
2522,JAZ_102
2523,JAZ_75
2524,69886178
2525,70335611
2526,JAZ_190
2527,69886266
2528,69885262
2529,69886678
2530,70333693
2531,70331825
2532,JAZ_153
2533,JAZ_26
2534,123397882
2535,123148163
2536,123396907
2537,70334677
2538,123148154
2539,69886622
2540,69885596
2541,JAZ_171
2542,123396984
2543,70334035
2544,70331491
2545,70335451
2546,JAZ_88
2547,JAZ_157
2548,69883644
2549,69884048
2550,123148135
2551,69884020
2552,69884834
2553,70333837
2554,70333373
2555,69885038
2556,69886522
2557,123397189
2558,69885132
2559,70331405
2560,70332843
2561,69883800
2562,123147986
2563,70330291
2564,70333985
2565,JAZ_125
2566,70332421
2567,70335083
2568,70332547
2569,69886586
2570,123398207
2571,69886316
2572,70335541
2573,123396887
2574,70335819
2575,123148279
2576,69884422
2577,69884370
2578,69884520
2579,69885080
2580,70330677
2581,75473283
2582,70336273
2583,69884026
2584,69884908
2585,123147895
2586,JAZ_28
2587,123397594
2588,70331423
2589,70333535
2590,111861679
2591,123148076
2592,123148109
2593,70335369
2594,123147912
2595,75472977
2596,70330671
2597,123148052
2598,70335743
2599,69886312
2600,70335761
2601,70333669
2602,JAZ_214
2603,123148017
2604,69884932
2605,120020868
2606,70332539
2607,69884728
2608,69883988
2609,77358218
2610,111861635
2611,JAZ_166
2612,123147972
2613,70333399
2614,123148126
2615,70332799
2616,70334013
2617,69886392
2618,69885092
2619,70330285
2620,70330739
2621,123147962
2622,70332321
2623,70334659
2624,JAZ_191
2625,123397949
2626,75473577
2627,JAZ_27
2628,69884124
2629,69884398
2630,JAZ_183
2631,123397093
2632,70331453
2633,69885426
2634,70332769
2635,70333179
2636,70334669
2637,70331857
2638,69883652
2639,70330471
2640,69886532
2641,70331667
2642,ZJH_5
2643,123397203
2644,69884688
2645,70335039
2646,69886444
2647,70330355
2648,69885658
2649,JAZ_243
2650,123148187
2651,69885302
2652,70331801
2653,77357894
2654,123147921
2655,69884818
2656,70333451
2657,77357658
2658,JAZ_180
2659,77357648
2660,123397899
2661,70333585
2662,69885026
2663,70331203
2664,70331733
2665,69884088
2666,70330533
2667,70335345
2668,77357736
2669,77358064
2670,69886284
2671,123397806
2672,69886850
2673,70330307
2674,70333873
2675,70333469
2676,123148055
2677,70331501
2678,70332911
2679,70331759
2680,69886276
2681,70335147
2682,70331711
2683,123148143
2684,70334619
2685,JAZ_229
2686,JAZ_38
2687,69886098
2688,69886134
2689,70335609
2690,123147837
2691,69884788
2692,123398267
2693,69884458
2694,69885376
2695,69885054
2696,77357968
2697,70331439
2698,70330681
2699,70333103
2700,70333153
2701,70333931
2702,69883974
2703,123148150
2704,69885802
2705,69884926
2706,70331803
2707,70334071
2708,69885276
2709,70331577
2710,70330213
2711,70333251
2712,69886796
2713,70333299
2714,70331209
2715,69885556
2716,70334139
2717,70331863
2718,123397911
2719,123147778
2720,69884436
2721,69885744
2722,69883886
2723,69883906
2724,70334263
2725,70331349
2726,70335851
2727,JAZ_123
2728,69883850
2729,69884110
2730,70331785
2731,JAZ_87
2732,69884982
2733,70332763
2734,123397370
2735,70333193
2736,70336079
2737,70330341
2738,JAZ_15
2739,69884956
2740,70333819
2741,69885236
2742,69885324
2743,123148048
2744,69886380
2745,70334185
2746,70331551
2747,69885112
2748,70332619
2749,70333545
2750,123148098
2751,70331135
2752,70331641
2753,69885668
2754,123148094
2755,70334243
2756,70334501
2757,70331001
2758,70332833
2759,69886560
2760,70336141
2761,JAZ_204
2762,123397605
2763,70331119
2764,70335455
2765,123147949
2766,69884252
2767,70331105
2768,70332955
2769,70333783
2770,77358220
2771,70334041
2772,70331133
2773,70331449
2774,70332261
2775,70333579
2776,70334053
2777,70333051
2778,70331451
2779,123397118
2780,70332157
2781,123148086
2782,69883752
2783,JAZ_117
2784,70333847
2785,70332551
2786,JAZ_13
2787,70332339
2788,70334147
2789,77358124
2790,69884236
2791,69886528
2792,70333029
2793,JAZ_95
2794,70333517
2795,77357866
2796,123397922
2797,69884160
2798,70332003
2799,70331885
2800,77357886
2801,70331549
2802,70336143
2803,69884592
2804,123397672
2805,70333525
2806,70331913
2807,70331681
2808,70332615
2809,69884158
2810,123148108
2811,70331315
2812,123397714
2813,69886872
2814,70330783
2815,70330791
2816,123148167
2817,123397706
2818,70331993
2819,70331333
2820,69886894
2821,70334709
2822,69884338
2823,70334239
2824,77357962
2825,77358496
2826,123148095
2827,70334313
2828,70335817
2829,123148100
2830,69883976
2831,69886582
2832,69886562
2833,70331343
2834,69886356
2835,70334631
2836,JAZ_39
2837,69885386
2838,70336227
2839,70334935
2840,69886334
2841,70330217
2842,70332457
2843,JAZ_228
2844,70330679
2845,70332965
2846,77358020
2847,123397563
2848,70333125
2849,70332107
2850,123148026
2851,70333245
2852,70332663
2853,69885218
2854,123398102
2855,69883848
2856,70331665
2857,75473131
2858,70330709
2859,70330619
2860,70335093
2861,70333671
2862,69885278
2863,123148001
2864,123148220
2865,70334165
2866,70333477
2867,70335343
2868,JAZ_179
2869,70330489
2870,69883748
2871,69884242
2872,70332189
2873,69883638
2874,69883710
2875,70330723
2876,70331671
2877,77357744
2878,123148206
2879,70332749
2880,JAZ_113
2881,69884364
2882,69886892
2883,70334209
2884,70332115
2885,70330537
2886,70331543
2887,70332423
2888,69886752
2889,123397633
2890,111861529
2891,70336131
2892,70335689
2893,75473163
2894,70330167
2895,69883646
2896,69884606
2897,69886208
2898,70332891
2899,123147801
2900,70336103
2901,70331651
2902,111861491
2903,JAZ_238
2904,77358376
2905,77357694
2906,69886674
2907,70331743
2908,69885292
2909,70334521
2910,123397348
2911,123397301
2912,69887002
2913,69885772
2914,70334819
2915,77357630
2916,JAZ_50
2917,JAZ_78
2918,70334925
2919,123397631
2920,123148072
2921,70334627
2922,69885406
2923,70335061
2924,70333797
2925,70334375
2926,JAZ_248
2927,JAZ_261
2928,70330987
2929,70333995
2930,69884152
2931,123147721
2932,123147845
2933,70333065
2934,JAZ_18
2935,70334915
2936,123147992
2937,70331397
2938,70335475
2939,69884238
2940,69886754
2941,123396571
2942,70334489
2943,70332253
2944,69886570
2945,70333453
2946,69884664
2947,69886626
2948,70335891
2949,123148265
2950,111861677
2951,70330701
2952,70332153
2953,70333127
2954,69885206
2955,JAZ_41
2956,70332313
2957,70333311
2958,123148117
2959,JAZ_8
2960,69885578
2961,70330171
2962,70333909
2963,123147813
2964,69884426
2965,69884580
2966,69885806
2967,69886358
2968,123148231
2969,70330195
2970,70332465
2971,70335169
2972,69886218
2973,123147792
2974,123398080
2975,123397865
2976,123398270
2977,70330181
2978,JAZ_247
2979,70336111
2980,69886224
2981,69886412
2982,JAZ_12
2983,70332387
2984,123397840
2985,70335753
2986,75473635
2987,123398097
2988,70330997
2989,70336179
2990,77357978
2991,70333465
2992,JAZ_156
2993,123398145
2994,123397557
2995,69885746
2996,70335953
2997,123147928
2998,77358280
2999,123148038
3000,123398224
3001,123148156
3002,69885890
3003,70330675
3004,JAZ_208
3005,69884430
3006,123397552
3007,70332295
3008,70332555
3009,69883804
3010,69884218
3011,JAZ_212
3012,123397737
3013,70332953
3014,69885490
3015,123148242
3016,70332861
3017,70332331
3018,69885788
3019,69886770
3020,123147872
3021,JAZ_155
3022,123398054
3023,JAZ_19
3024,70332077
3025,69885424
3026,70334663
3027,69884914
3028,69886156
3029,69885880
3030,69886460
3031,70330237
3032,70334159
3033,123398264
3034,70331149
3035,JAZ_33
3036,70334417
3037,123147807
3038,123398136
3039,69884016
3040,70335777
3041,70332573
3042,70330539
3043,JAZ_217
3044,70333861
3045,69886366
3046,123147815
3047,69884262
3048,70331787
3049,123148216
3050,69886030
3051,69885308
3052,69886520
3053,69886660
3054,69886724
3055,70332471
3056,70332567
3057,77357750
3058,69885066
3059,69885916
3060,70333649
3061,JAZ_254
3062,123147899
3063,69886326
3064,70333335
3065,70335795
3066,123398162
3067,70332499
3068,70333303
3069,70330481
3070,69885166
3071,70331559
3072,77358322
3073,123397675
3074,77357798
3075,69884622
3076,JAZ_134
3077,70331489
3078,70333359
3079,70330383
3080,69884036
3081,123398131
3082,123148211
3083,70333175
3084,70336063
3085,69884596
3086,70334763
3087,111861605
3088,69886686
3089,123397171
3090,70330225
3091,70333925
3092,123148097
3093,70331347
3094,70330923
3095,69883812
3096,70334393
3097,JAZ_130
3098,JAZ_68
3099,70333323
3100,JAZ_98
3101,123148003
3102,70331845
3103,70333379
3104,70333557
3105,123148203
3106,70333405
3107,69883780
3108,69884212
3109,70333773
3110,70332809
3111,69884862
3112,69886376
3113,77357940
3114,77357848
3115,70331079
3116,69883624
3117,69887006
3118,123398008
3119,70331443
3120,69883768
3121,123147817
3122,123148262
3123,70331669
3124,69885240
3125,70331331
3126,70333539
3127,70335763
3128,70333387
3129,70338351
3130,70335655
3131,70333031
3132,111861623
3133,70331727
3134,69886408
3135,69883926
3136,70330871
3137,69883774
3138,70333445
3139,70333711
3140,JAZ_150
3141,70331633
3142,70333803
3143,70333627
3144,70330371
3145,70332851
3146,123397146
3147,69884800
3148,70336347
3149,69886386
3150,70331783
3151,123397340
3152,70331517
3153,69884090
3154,123397848
3155,70330449
3156,123397364
3157,123397020
3158,70330503
3159,70335055
3160,69884620
3161,69884826
3162,69883658
3163,69884054
3164,70334317
3165,123397217
3166,JAZ_3
3167,70334733
3168,77357714
3169,70334351
3170,123147967
3171,69886362
3172,70331703
3173,70332099
3174,123397591
3175,70333521
3176,69885246
3177,70335971
3178,70333467
3179,69886912
3180,69884122
3181,70331581
3182,70334135
3183,123398063
3184,69885060
3185,70336119
3186,123396711
3187,123398114
3188,70330691
3189,70330827
3190,70335889
3191,123147947
3192,JAZ_165
3193,70331053
3194,69886482
3195,69883936
3196,70330187
3197,70335929
3198,69885022
3199,JAZ_258
3200,70333623
3201,70331933
3202,77358086
3203,123147889
3204,123148179
3205,123398099
3206,69885988
3207,70334513
3208,70330223
3209,123397655
3210,123147796
3211,69886696
3212,69886608
3213,77357996
3214,70335433
3215,123397683
3216,69883756
3217,70335241
3218,77358032
3219,123397717
3220,69884936
3221,70333315
3222,70332731
3223,70332993
3224,JAZ_93
3225,75473241
3226,123397790
3227,69883968
3228,70334127
3229,JAZ_60
3230,70332091
3231,70331383
3232,70335717
3233,123148047
3234,77357706
3235,69883934
3236,69884358
3237,69886750
3238,70332817
3239,77357918
3240,JAZ_138
3241,69886518
3242,70334605
3243,JAZ_51
3244,123148214
3245,70332935
3246,70330651
3247,70331849
3248,75473291
3249,70330585
3250,123148116
3251,70332371
3252,69886804
3253,69884286
3254,69886656
3255,69886900
3256,123147825
3257,70335625
3258,69885468
3259,70334097
3260,70331813
3261,JAZ_73
3262,123397728
3263,70330869
3264,70335213
3265,70332017
3266,123147938
3267,69886046
3268,69885634
3269,70331893
3270,70333117
3271,JAZ_221
3272,69883792
3273,123396998
3274,70334559
3275,70335429
3276,123148261
3277,123148149
3278,70331575
3279,123148174
3280,70332755
3281,123398165
3282,69885908
3283,123148128
3284,JAZ_127
3285,123148257
3286,JAZ_151
3287,77357902
3288,123148175
3289,70330627
3290,70334469
3291,70331583
3292,JAZ_140
3293,JAZ_81
3294,70335409
3295,70330521
3296,123397980
3297,70334113
3298,123148121
3299,69887124
3300,75473481
3301,69885690
3302,70333083
3303,70333097
3304,70334131
3305,123397908
3306,69884946
3307,69886278
3308,123147724
3309,123147990
3310,70330809
3311,JAZ_110
3312,70334287
3313,70330979
3314,JAZ_227
3315,69884336
3316,70331573
3317,70332797
3318,123397602
3319,70331943
3320,70334413
3321,70333449
3322,70331941
3323,69886868
3324,69885116
3325,69884536
3326,JAZ_46
3327,70333687
3328,70335107
3329,69886192
3330,70331433
3331,70333789
3332,123148008
3333,69886598
3334,70331619
3335,69885024
3336,70333173
3337,70330951
3338,70334463
3339,77357636
3340,69885800
3341,70331441
3342,70333177
3343,70334023
3344,70334803
3345,70334141
3346,123148224
3347,70333133
3348,JAZ_231
3349,70330457
3350,123396767
3351,69883766
3352,69885576
3353,70331679
3354,70335295
3355,77357958
3356,69884388
3357,69885184
3358,70334903
3359,69884780
3360,70335441
3361,123398230
3362,69886764
3363,70330983
3364,123148249
3365,123397513
3366,70331909
3367,69886182
3368,70331693
3369,123397084
3370,70331927
3371,69884706
3372,70331519
3373,69884884
3374,69886292
3375,69886814
3376,70332845
3377,70335805
3378,123397874
3379,123397642
3380,JAZ_216
3381,70333823
3382,123148255
3383,70332643
3384,70331961
3385,70333105
3386,70332127
3387,70333327
3388,JAZ_84
3389,70333053
3390,70334789
3391,69886062
3392,123397440
3393,123148186
3394,70332985
3395,69883722
3396,70330853
3397,75473157
3398,69885958
3399,70333087
3400,69884276
3401,123147901
3402,JAZ_136
3403,69884428
3404,70331167
3405,70331375
3406,123397991
3407,70333367
3408,JAZ_14
3409,77358150
3410,70334389
3411,70333887
3412,123398153
3413,70335873
3414,JAZ_77
3415,123396839
3416,70334947
3417,69885398
3418,69886722
3419,70332577
3420,69884278
3421,70332959
3422,69884172
3423,70332439
3424,70335047
3425,JAZ_45
3426,70333745
3427,69886600
3428,123397417
3429,70331789
3430,77357640
3431,70334637
3432,70333357
3433,69884390
3434,70331897
3435,69886174
3436,77357872
3437,69885862
3438,69883790
3439,70335305
3440,70334731
3441,69884928
3442,70334581
3443,70332235
3444,69885564
3445,70333973
3446,JAZ_63
3447,JAZ_207
3448,69885926
3449,JAZ_35
3450,70333085
3451,JAZ_219
3452,69884324
3453,123397343
3454,123147935
3455,69884170
3456,70330623
3457,70332141
3458,77357980
3459,69886144
3460,JAZ_6
3461,123397541
3462,123397095
3463,70331325
3464,77358052
3465,123148004
3466,69884296
3467,69886620
3468,70332239
3469,70333199
3470,70335857
3471,70331521
3472,77358106
3473,70335669
3474,JAZ_142
3475,123397669
3476,70331805
3477,123397195
3478,77357784
3479,123398125
3480,75473113
3481,70334031
3482,70331617
3483,69884704
3484,70330273
3485,70332927
3486,69886948
3487,70330857
3488,70332429
3489,70334807
3490,70335639
3491,123397285
3492,123397003
3493,69884094
3494,69883912
3495,70332231
3496,69884332
3497,75473175
3498,70331565
3499,70331391
3500,70338355
3501,123397151
3502,69885720
3503,70332939
3504,70335513
3505,69884226
3506,JAZ_79
3507,69886558
3508,69886848
3509,ZJH_7
3510,123147919
3511,69884210
3512,70330567
3513,70335181
3514,69883878
3515,69885442
3516,70331869
3517,70330785
3518,70331393
3519,70332523
3520,JAZ_202
3521,70334525
3522,70332347
3523,70332761
3524,69884362
3525,123397905
3526,70333731
3527,70331503
3528,ZJH_1
3529,70330829
3530,123397560
3531,69883892
3532,70332501
3533,70334065
3534,70332561
3535,69886094
3536,70334531
3537,70335329
3538,JAZ_121
3539,69886450
3540,70331141
3541,69886420
3542,70336351
3543,69886504
3544,70331597
3545,JAZ_103
3546,77357834
3547,70334743
3548,69886258
3549,69886456
3550,70335525
3551,70335255
3552,69884524
3553,70330513
3554,70334275
3555,69883962
3556,69883738
3557,69884630
3558,70332743
3559,70335457
3560,70333361
3561,70334551
3562,123148263
3563,70330761
3564,JAZ_128
3565,69883642
3566,123148080
3567,77357752
3568,70333317
3569,69885412
3570,70335231
3571,70333751
3572,70332283
3573,70333717
3574,69886636
3575,JAZ_126
3576,70331821
3577,69883950
3578,70330381
3579,70332913
3580,70334181
3581,70335459
3582,70335637
3583,123397651
3584,70335773
3585,70332557
3586,123148077
3587,70330221
3588,69885338
3589,70330271
3590,70331873
3591,69884208
3592,77357878
3593,JAZ_106
3594,123397997
3595,69885898
3596,JAZ_226
3597,123396930
3598,70332449
3599,123148160
3600,70333391
3601,69885164
3602,70330353
3603,70330815
3604,70332745
3605,123147909
3606,JAZ_249
3607,70331323
3608,77357832
3609,69884418
3610,123147857
3611,69883684
3612,70335341
3613,70335449
3614,77358028
3615,70332647
3616,123397934
3617,123148111
3618,123397378
3619,123397329
3620,70330937
3621,123397739
3622,69886746
3623,70334607
3624,70334399
3625,69884608
3626,70332067
3627,70332901
3628,123396700
3629,70332075
3630,70330317
3631,70332355
3632,70334261
3633,111861263
3634,69884676
3635,70330687
3636,70332335
3637,70332433
3638,70333285
3639,70336303
3640,123397251
3641,123147958
3642,123397054
3643,69886926
3644,123148152
3645,69886956
3646,70336153
3647,70334955
3648,JAZ_160
3649,70330629
3650,123397259
3651,69885714
3652,69886496
3653,70335587
3654,123148032
3655,70331861
3656,70332431
3657,69884150
3658,69884120
3659,123147826
3660,123148184
3661,123147847
3662,69886368
3663,70334719
3664,70334553
3665,123397518
3666,70331069
3667,70331431
3668,69884748
3669,70335663
3670,70334467
3671,70333559
3672,70332917
3673,70333049
3674,70332865
3675,70334219
3676,77358038
3677,69884100
3678,69886710
3679,70335263
3680,70331809
3681,70331251
3682,70334641
3683,JAZ_235
3684,JAZ_66
3685,70334433
3686,123147964
3687,123148114
3688,70331935
3689,70333993
3690,70331853
3691,70334459
