FID_	OBJECTID	Id	Permanent_	GNIS_ID	Area_m2	WALA	NLCDV0	NLCDV11	NLCDV12	NLCDV21	NLCDV22	NLCDV23	NLCDV24	NLCDV31	NLCDV41	NLCDV42	NLCDV43	NLCDV52	NLCDV71	NLCDV81	NLCDV82	NLCDV90	NLCDV95	NLCDVSUM	percentWetland
NA	3542	0	ZJH_8	NA	295911.8112	11.57554396	0	30	0	1	0	0	0	0	286	0	4	0	0	0	0	8	0	329	0.0267558528428094
NA	3543	0	ZJH_6	NA	10546198.27	6.250523458	0	2427	0	223	0	0	0	0	6745	186	1240	26	12	0	0	841	22	11722	0.092845615922539
NA	3544	0	ZJH_3	NA	2541056.749	9.800209445	0	357	0	67	0	0	0	0	1823	0	319	6	0	0	0	242	5	2819	0.100324939073924
NA	3545	0	ZJH_7	NA	692208.0107	40.35216446	0	17	0	7	0	0	0	0	708	0	31	0	0	0	0	5	0	768	0.0066577896138482
NA	3546	0	ZJH_4	NA	398851.174	15.04146928	0	24	0	0	0	0	0	0	90	64	193	0	0	0	0	72	0	443	0.171837708830549
NA	3547	0	ZJH_0	1580982	21470835.53	402.8456924	0	649	0	589	0	0	0	0	4325	1064	2258	241	168	0	0	13648	904	23846	0.627322498598957
NA	3548	0	ZJH_5	NA	836320.7598	47.02708574	0	46	0	14	0	0	0	0	805	0	34	0	0	0	0	27	0	926	0.0306818181818182
NA	3549	0	ZJH_2	NA	192025.7975	7.816326355	0	38	0	0	0	0	0	0	84	0	61	0	7	0	0	23	0	213	0.131428571428571
NA	3550	0	ZJH_1	NA	5161996.089	132.6397227	0	27	0	0	0	0	0	0	637	0	216	0	10	0	0	2214	2629	5733	0.84875569575885
NA	1	0	111860783	1620962	8118316.157	34.56381991	0	471	0	132	0	0	0	0	6177	75	337	5	53	0	147	1213	416	9026	0.19041496201052
NA	2	0	111860793	1621780	2154839.629	13.42575609	0	186	0	26	0	0	0	0	1262	0	121	5	1	0	0	611	180	2392	0.35856754306437
NA	3	0	111860843	NA	1332361.533	91.16558628	0	9	0	0	0	0	0	18	850	156	132	0	6	0	0	312	0	1483	0.211668928086839
NA	4	0	111860857	NA	2397753.92	409.0735763	0	67	0	88	0	0	0	0	1026	565	312	0	32	0	0	500	69	2659	0.219521604938272
NA	5	0	111860869	NA	1889253.566	987.0834945	0	53	0	71	0	0	0	0	806	470	242	0	23	0	0	365	67	2097	0.211350293542074
NA	6	0	111860875	1621143	1562192.81	51.60784772	0	51	0	63	0	0	0	0	700	425	213	0	23	0	0	239	20	1734	0.153891859774213
NA	7	0	111860879	NA	21458.65678	14.14963255	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	18	0	22	0.818181818181818
NA	8	0	111861053	NA	3438359.002	95.65601625	0	42	0	133	0	0	0	0	2435	98	104	15	51	0	0	932	12	3822	0.24973544973545
NA	9	0	111861055	NA	238292.4831	5.743316791	0	39	0	0	0	0	0	3	121	0	3	0	0	0	0	87	15	268	0.445414847161572
NA	10	0	111861135	1619965	3117675.19	24.58461128	0	139	0	102	0	0	0	0	2408	119	284	0	197	0	0	214	6	3469	0.0660660660660661
NA	11	0	111861139	1619990	513176.0009	13.13625196	0	58	0	33	0	0	0	0	282	31	38	0	6	0	0	123	2	573	0.242718446601942
NA	12	0	111861263	1620585	3351785.162	9.600065635	0	395	0	134	0	0	0	0	2882	30	88	0	42	0	0	151	0	3722	0.0453862338443042
NA	13	0	111861399	1579564	7635877.946	38.48948827	0	225	0	137	0	0	0	35	5574	159	354	0	464	0	0	1394	134	8476	0.185189673978912
NA	14	0	111861455	NA	85285.98389	11.14058988	0	10	0	0	0	0	0	0	39	0	9	0	0	0	0	36	0	94	0.428571428571429
NA	15	0	111861461	1580270	355407.8464	2.549101464	0	163	0	63	8	0	0	0	97	17	31	0	2	0	0	15	0	396	0.0643776824034335
NA	16	0	111861471	NA	149087.9193	17.42712173	0	10	0	25	0	0	0	0	68	0	26	0	0	0	0	40	0	169	0.251572327044025
NA	17	0	111861485	NA	4473615.684	889.1520541	0	0	0	111	0	0	0	0	2249	706	932	30	0	0	0	945	0	4973	0.190026141162276
NA	18	0	111861491	NA	49663.03374	16.96259995	0	0	0	0	0	0	0	0	30	2	10	0	0	0	0	11	0	53	0.207547169811321
NA	19	0	111861499	NA	1855396.634	131.6908515	0	14	0	100	0	0	0	0	855	187	295	24	26	10	276	255	14	2056	0.131733594515181
NA	20	0	111861511	NA	13736.71747	13.34563641	0	0	0	0	0	0	0	0	1	4	2	0	0	0	0	7	0	14	0.5
NA	21	0	111861519	1580373	6353484.358	110.3276712	0	153	0	296	34	0	0	0	3377	202	1042	65	26	52	306	1480	33	7066	0.218863011717055
NA	22	0	111861525	NA	237578.5112	34.6242338	0	12	0	0	0	0	0	0	230	0	0	7	0	0	0	17	0	266	0.0669291338582677
NA	23	0	111861529	NA	4508832.445	342.4389624	0	20	0	117	4	0	0	0	1796	1723	750	65	0	0	0	517	20	5012	0.107572115384615
NA	24	0	111861557	1580468	6701997.428	9.971380784	0	1023	0	217	0	0	0	0	4050	283	460	62	11	55	291	990	13	7455	0.155939054726368
NA	25	0	111861605	NA	102287.9076	17.50433522	0	0	0	0	0	0	0	0	100	2	15	0	0	0	0	0	0	117	0
NA	26	0	111861623	1579124	1018091.443	5.224636411	0	236	0	30	0	0	0	0	466	25	63	3	0	12	200	103	0	1138	0.114190687361419
NA	27	0	111861625	NA	658967.3019	91.76661254	0	7	0	0	0	0	0	0	517	0	59	0	0	0	0	147	0	730	0.203319502074689
NA	28	0	111861631	1581013	349976.7054	2.977174881	0	129	0	0	0	0	0	0	115	0	60	10	0	0	0	69	7	390	0.291187739463602
NA	29	0	111861635	1579576	31117631.68	7.675431515	0	5771	0	1036	34	0	0	0	18702	565	2500	180	64	106	648	4904	71	34581	0.172683096147171
NA	30	0	111861677	NA	123975.6859	29.85785107	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	141	0
NA	31	0	111861679	NA	35969758.75	7028.171462	0	5771	0	1150	34	0	0	0	22270	570	2912	213	64	107	649	6124	111	39975	0.182288621213893
NA	32	0	111861715	NA	55038.40617	21.41782941	0	0	0	0	0	0	0	0	13	0	36	0	0	0	0	12	0	61	0.19672131147541
NA	33	0	111861763	NA	38063.96343	3.107972932	0	16	0	0	0	0	0	0	0	0	1	0	0	0	0	24	0	41	0.96
NA	34	0	120020867	1793008	128621834.6	36.6025744	0	16436	0	3975	325	8	0	50	26876	2433	20662	351	2141	1184	4849	53898	9697	142885	0.502930035033887
NA	35	0	120020868	1579196	10497516.97	12.47330762	0	1442	0	437	0	0	0	0	2373	2887	1676	6	53	0	2	2516	263	11655	0.272104180945853
NA	36	0	123147716	NA	2820229.144	722.7847487	0	0	0	0	0	0	0	0	1600	204	368	0	0	0	0	912	49	3133	0.306734759016917
NA	37	0	123147721	NA	2548288.647	746.8709113	0	0	0	0	0	0	0	0	1463	199	334	0	0	0	0	824	10	2830	0.29469964664311
NA	38	0	123147724	623075	13913436.06	6.931512338	0	2630	0	742	0	0	0	3	6451	134	934	87	9	0	0	4305	146	15441	0.347435797361642
NA	40	0	123147778	NA	5605.862452	10.36185314	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	7	0.714285714285714
NA	41	0	123147789	629287	1931876.726	17.6775151	0	135	0	80	0	0	0	3	695	28	144	28	0	0	0	1004	28	2145	0.513432835820895
NA	42	0	123147792	631542	256056.9481	2.864144922	0	96	0	0	0	0	0	0	151	0	1	13	0	0	0	25	0	286	0.131578947368421
NA	43	0	123147795	NA	16254.29343	7.250860743	0	0	0	0	0	0	0	0	0	10	6	0	0	0	0	0	0	16	0
NA	44	0	123147796	NA	417330.9656	17.17099879	0	26	0	36	0	0	0	0	261	29	45	0	0	0	0	64	0	461	0.147126436781609
NA	45	0	123147801	NA	4006.593327	4.333562387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	1
NA	46	0	123147803	NA	56528.16521	20.22461071	0	0	0	8	0	0	0	0	0	19	12	0	0	0	0	22	0	61	0.360655737704918
NA	47	0	123147807	NA	1202254.361	64.33970974	0	43	0	13	0	0	0	0	815	9	96	16	0	0	0	239	99	1330	0.262626262626263
NA	48	0	123147813	1619833	999105.9744	4.766337724	0	244	0	75	0	0	0	0	290	252	155	5	0	0	0	85	6	1112	0.104838709677419
NA	49	0	123147814	NA	287745.9335	17.50457542	0	0	0	31	0	0	0	0	9	168	77	0	0	0	0	33	0	318	0.10377358490566
NA	50	0	123147815	NA	731163.3048	60.7953362	0	43	0	13	0	0	0	0	409	5	68	15	0	0	0	214	45	812	0.336801040312094
NA	51	0	123147817	NA	50454.55562	28.08895958	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	43	0	56	0.767857142857143
NA	52	0	123147818	NA	15634.27319	13.02079532	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	15	0
NA	53	0	123147820	NA	4245.639795	6.185130812	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0.75
NA	54	0	123147821	NA	641019.0759	77.20026716	0	31	0	13	0	0	0	0	348	5	65	15	0	0	0	197	39	713	0.346041055718475
NA	55	0	123147822	NA	30992.2366	3.213423036	0	0	0	0	0	0	0	0	9	0	19	0	0	0	0	8	0	36	0.222222222222222
NA	56	0	123147824	NA	22983.8002	70.94242352	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	18	0	25	0.72
NA	57	0	123147825	NA	52453.3512	31.42928142	0	0	0	0	0	0	0	0	0	2	16	0	0	0	0	30	6	54	0.666666666666667
NA	58	0	123147826	NA	26762.3123	11.84783357	0	5	0	0	0	0	0	0	16	0	0	0	0	0	0	8	0	29	0.333333333333333
NA	59	0	123147828	NA	771423.5345	684.8290428	0	0	0	0	0	0	0	0	516	19	176	0	0	0	0	143	1	855	0.168421052631579
NA	60	0	123147829	NA	882794.8127	529.510396	0	0	0	0	0	0	0	0	616	19	182	0	0	0	0	157	7	981	0.167176350662589
NA	61	0	123147832	NA	28182.36753	19.05521043	0	2	0	0	0	0	0	0	0	2	9	0	0	0	0	11	2	26	0.541666666666667
NA	62	0	123147833	NA	735439.8702	165.2051235	0	0	0	0	0	0	0	0	507	18	154	0	0	0	0	135	1	815	0.166871165644172
NA	63	0	123147835	NA	229183.1698	84.13654122	0	0	0	0	0	0	0	0	163	0	33	0	0	0	0	52	2	250	0.216
NA	64	0	123147837	NA	16674.70593	15.48524697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15	1
NA	65	0	123147838	NA	26509.05393	5.995242499	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	9	0	31	0.290322580645161
NA	66	0	123147840	NA	532653.0223	270.0876636	0	31	0	13	0	0	0	0	273	5	41	15	0	0	0	188	26	592	0.381461675579323
NA	68	0	123147843	NA	506772.1914	910.9383896	0	31	0	13	0	0	0	0	260	5	34	15	0	0	0	185	21	564	0.386491557223265
NA	69	0	123147844	1620785	500918.9324	14.44030193	0	31	0	13	0	0	0	0	257	5	32	15	0	0	0	183	21	557	0.387832699619772
NA	70	0	123147845	1570915	1262887.794	62.4335353	0	91	0	55	0	0	0	0	780	13	72	7	1	0	0	382	0	1401	0.291603053435115
NA	71	0	123147847	628539	593092.5789	11.21247136	0	66	0	0	0	0	0	0	234	22	79	9	0	0	0	253	0	663	0.423785594639866
NA	72	0	123147848	NA	457260.9076	20.39187971	0	0	0	40	0	0	0	0	47	185	105	0	0	0	0	129	1	507	0.256410256410256
NA	75	0	123147851	NA	784241.5636	195.0003462	0	10	0	9	0	0	0	0	554	0	156	0	5	0	0	122	13	869	0.157159487776484
NA	76	0	123147853	NA	1022446.558	269.7941481	0	20	0	19	0	0	0	0	563	18	162	1	0	0	0	330	23	1136	0.316308243727599
NA	77	0	123147855	1621387	204343.1569	6.607675329	0	33	0	4	0	0	0	0	23	127	3	0	0	0	0	34	0	224	0.178010471204188
NA	78	0	123147856	NA	4205005.572	192.0392579	0	77	0	100	0	0	0	8	1837	238	543	28	30	0	0	1803	9	4673	0.394255874673629
NA	79	0	123147857	NA	585466.2683	65.54251691	0	0	0	21	0	0	0	0	5	399	36	0	0	0	0	129	61	651	0.291858678955453
NA	80	0	123147861	NA	19073.31252	8.297593513	0	0	0	2	0	0	0	0	7	3	7	0	0	0	0	3	0	22	0.136363636363636
NA	81	0	123147863	NA	409314.0058	63.18820026	0	100	0	50	0	0	0	0	95	0	38	0	0	0	0	161	8	452	0.480113636363636
NA	82	0	123147864	1564704	257709.879	4.094244065	0	89	0	33	0	0	0	0	79	0	31	0	0	0	0	54	0	286	0.274111675126904
NA	83	0	123147867	NA	9199.601485	6.048561727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	1
NA	84	0	123147868	NA	260377.3963	262.934376	0	9	0	0	0	0	0	0	230	0	36	0	0	0	0	11	6	292	0.0600706713780919
NA	85	0	123147869	NA	239696.9822	9.182623205	0	32	0	35	0	0	0	0	53	0	29	0	0	0	0	117	0	266	0.5
NA	87	0	123147872	NA	819823.7265	314.575669	0	14	0	10	0	0	0	0	484	7	149	1	0	0	0	247	0	912	0.275055679287305
NA	88	0	123147875	1620986	225016.5856	15.12601901	0	8	0	2	0	0	0	0	130	5	31	0	0	0	0	64	10	250	0.305785123966942
NA	89	0	123147876	NA	160393.8007	10.59791316	0	16	0	0	0	0	0	0	60	0	3	0	0	0	0	102	0	181	0.618181818181818
NA	91	0	123147878	NA	100050.665	42.41546808	0	0	0	0	0	0	0	0	104	0	11	0	0	0	0	0	0	115	0
NA	92	0	123147880	NA	382922.77	16.84687457	0	18	0	46	0	0	0	0	133	0	21	0	0	0	0	209	0	427	0.511002444987775
NA	93	0	123147883	NA	34723.2822	53.44202724	0	0	0	0	0	0	0	0	22	0	3	0	0	0	0	14	0	39	0.358974358974359
NA	95	0	123147885	NA	66673.50192	12.97760312	0	0	0	0	0	0	0	0	35	0	9	0	0	0	0	30	0	74	0.405405405405405
NA	96	0	123147888	NA	73135.01633	9.28835478	0	7	0	0	0	0	0	0	0	63	7	0	0	0	0	6	0	83	0.0789473684210526
NA	97	0	123147889	635214	18967053.4	14.82444883	0	1847	0	614	0	0	0	13	2874	3840	2407	33	35	0	0	8609	801	21073	0.489441381462603
NA	98	0	123147891	NA	319949.3545	122.3346272	0	0	0	0	0	0	0	0	43	23	78	1	0	0	0	189	18	352	0.588068181818182
NA	100	0	123147894	NA	801475.0812	208.4391728	0	14	0	53	0	0	0	0	146	233	149	0	6	0	0	228	67	896	0.334467120181406
NA	101	0	123147895	NA	29081.5942	3.669874598	0	7	0	0	0	0	0	0	2	0	16	0	0	0	0	8	0	33	0.307692307692308
NA	102	0	123147897	1621122	305557.4654	11.20157591	0	34	0	13	0	0	0	0	250	0	23	0	0	0	0	18	0	338	0.0592105263157895
NA	103	0	123147899	NA	30109.54766	12.78111957	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	34	0
NA	104	0	123147900	NA	2324273.393	96.65509757	0	415	0	31	0	0	0	0	1055	44	500	0	26	0	0	477	33	2581	0.235457063711911
NA	105	0	123147901	NA	287870.2532	60.71336375	0	9	0	4	0	0	0	0	49	86	14	3	0	0	0	153	0	318	0.495145631067961
NA	107	0	123147905	1621987	112309.3114	24.13767692	0	6	0	0	0	0	0	0	62	10	11	0	0	0	0	38	0	127	0.31404958677686
NA	109	0	123147908	NA	18725.19093	2.683943819	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	19	1
NA	110	0	123147909	NA	38728.18946	61.29301439	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	14	0	43	0.325581395348837
NA	111	0	123147910	1619262	118491.413	7.64102165	0	19	0	12	0	0	0	0	27	14	25	0	0	0	0	36	0	133	0.315789473684211
NA	112	0	123147911	NA	8468.207651	9.440761693	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	10	0.9
NA	113	0	123147912	NA	50124.94213	33.72873888	0	0	0	8	0	0	0	0	22	4	6	0	0	0	0	16	0	56	0.285714285714286
NA	114	0	123147917	NA	353365.0248	53.34603457	0	1	0	4	0	0	0	0	225	0	63	0	0	0	0	100	0	393	0.255102040816327
NA	115	0	123147918	NA	165008.8289	83.90133367	0	0	0	0	0	0	0	0	85	0	34	0	7	0	0	61	0	187	0.32620320855615
NA	116	0	123147919	NA	32486.83974	41.06169096	0	0	0	3	0	0	0	0	1	5	17	0	0	0	0	10	0	36	0.277777777777778
NA	117	0	123147920	NA	2107136.382	773.3168075	0	7	0	26	0	0	0	0	628	686	347	0	16	0	0	435	184	2329	0.266580534022395
NA	118	0	123147921	NA	152805.9781	339.258673	0	0	0	0	0	0	0	0	85	0	32	0	7	0	0	48	0	172	0.27906976744186
NA	119	0	123147922	NA	4415649.972	1261.574557	0	425	0	172	0	0	0	13	1263	823	750	35	46	0	0	1295	82	4904	0.307434695244474
NA	120	0	123147924	NA	96835.82118	3.294061599	0	0	0	15	0	0	0	0	11	10	33	0	0	0	0	40	0	109	0.36697247706422
NA	121	0	123147925	NA	1940288.459	345.9220479	0	7	0	18	0	0	0	0	609	555	346	0	16	0	0	409	184	2144	0.27749181094993
NA	122	0	123147926	NA	15079.9566	9.008011577	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	5	0	16	0.3125
NA	123	0	123147928	NA	144247.4881	14.13573676	0	0	0	0	0	0	0	0	21	0	9	5	0	0	0	125	0	160	0.78125
NA	124	0	123147929	NA	16844.4084	4.940879563	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	13	2	21	0.714285714285714
NA	125	0	123147930	1620343	202304.7657	12.09212234	0	14	0	6	0	0	0	0	79	0	50	0	0	0	0	60	10	219	0.341463414634146
NA	126	0	123147931	1620006	1920453.613	5.988464079	0	402	0	28	0	0	0	0	796	44	399	0	26	0	0	427	11	2133	0.253032928942808
NA	127	0	123147932	1620433	1397789.605	23.08729907	0	122	0	54	0	0	0	0	699	5	219	0	11	0	0	424	24	1558	0.311977715877437
NA	128	0	123147934	NA	357738.3854	20.3289026	0	14	0	25	0	0	0	0	77	112	56	0	6	0	0	70	41	401	0.286821705426357
NA	129	0	123147935	NA	6077.138512	15.19359707	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	8	0.625
NA	130	0	123147936	NA	541135.1758	2.587679385	0	241	0	31	0	0	0	0	109	23	125	0	9	0	0	62	0	600	0.172701949860724
NA	131	0	123147937	630738	795789.2593	6.361790515	0	127	0	0	0	0	0	0	165	190	195	0	0	0	0	203	4	884	0.273447820343461
NA	132	0	123147938	1621325	348078.5277	16.86725954	0	37	0	32	0	0	0	0	155	0	45	0	0	0	0	115	3	387	0.337142857142857
NA	133	0	123147939	1619257	820044.6827	8.015541024	0	120	0	5	0	0	0	0	269	25	227	0	10	0	0	244	16	916	0.326633165829146
NA	134	0	123147940	NA	158242.5384	23.40675535	0	0	0	0	0	0	0	0	39	25	36	0	0	0	0	78	0	178	0.438202247191011
NA	136	0	123147942	NA	57477.67472	11.6622807	0	17	0	0	0	0	0	0	12	2	17	0	0	0	0	15	0	63	0.326086956521739
NA	137	0	123147943	1619501	150982.7483	13.24344511	0	6	0	0	0	0	0	0	69	0	37	0	0	0	0	48	8	168	0.345679012345679
NA	138	0	123147945	NA	148287.4084	34.84530659	0	26	0	0	0	0	0	0	66	19	19	0	0	0	0	37	0	167	0.26241134751773
NA	139	0	123147947	NA	261335.7753	47.90003026	0	4	0	5	0	0	0	0	214	0	21	0	4	0	0	42	0	290	0.146853146853147
NA	140	0	123147949	NA	44304.28906	67.37195477	0	0	0	9	0	0	0	0	5	0	16	0	0	0	0	19	0	49	0.387755102040816
NA	141	0	123147952	NA	444836.0997	60.46477632	0	14	0	29	0	0	0	0	171	0	52	0	0	0	0	229	0	495	0.476091476091476
NA	142	0	123147953	1621238	1520437.278	20.69917719	0	99	0	13	0	0	0	0	929	19	274	5	0	0	0	327	27	1693	0.222082810539523
NA	143	0	123147954	NA	437283.0707	11.01379018	0	0	0	0	0	0	0	0	127	48	186	5	0	0	0	92	24	482	0.240663900414938
NA	144	0	123147955	NA	4045336.881	832.6914823	0	418	0	148	0	0	0	13	1257	540	725	35	46	0	0	1236	71	4489	0.321051338737411
NA	145	0	123147958	NA	576031.9706	88.25799308	0	0	0	3	0	0	0	0	367	5	133	0	0	0	0	113	18	639	0.205007824726135
NA	146	0	123147960	NA	89942.03249	19.65486445	0	5	0	0	0	0	0	0	80	0	0	0	3	0	0	10	0	98	0.10752688172043
NA	147	0	123147962	NA	835657.1622	104.2540904	0	6	0	3	0	0	0	0	291	247	173	0	16	0	0	159	26	921	0.202185792349727
NA	148	0	123147963	1620741	1361628.431	12.14679745	0	256	0	52	0	0	0	0	285	39	278	10	10	0	0	574	16	1520	0.466772151898734
NA	149	0	123147964	NA	2985183.923	180.5432658	0	418	0	72	0	0	0	0	1101	172	583	24	35	0	0	873	33	3311	0.313169720013826
NA	150	0	123147965	NA	234550.927	195.3120175	0	0	0	6	0	0	0	0	51	0	59	0	26	0	0	116	0	258	0.449612403100775
NA	151	0	123147967	NA	12537.68328	15.1184779	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	13	0.230769230769231
NA	152	0	123147968	1620150	894505.5919	53.12158113	0	112	0	19	0	0	0	0	484	0	131	0	0	0	0	229	15	990	0.277904328018223
NA	153	0	123147969	NA	222853.6759	5.240822809	0	59	0	9	0	0	0	0	82	0	4	0	0	0	0	91	0	245	0.489247311827957
NA	155	0	123147972	1620893	2661108.016	7.272425157	0	559	0	115	0	0	0	5	785	14	408	23	0	12	0	1039	0	2960	0.432736359850062
NA	156	0	123147974	628445	2910723.138	18.9645778	0	418	0	72	0	0	0	0	1052	171	577	24	35	0	0	849	33	3231	0.313544258798436
NA	157	0	123147977	NA	820841.7543	31.42631479	0	87	0	19	0	0	0	0	459	0	122	0	0	0	0	212	15	914	0.274486094316808
NA	158	0	123147980	1621767	6297578.412	7.568916855	0	1284	0	227	0	0	0	0	2894	57	791	26	14	0	0	1664	42	6999	0.298512685914261
NA	159	0	123147981	1620879	183945.4954	12.61911093	0	10	0	0	0	0	0	0	72	0	49	0	2	0	0	71	4	208	0.378787878787879
NA	160	0	123147982	1619358	98411.00849	3.002971038	0	42	0	0	0	0	0	0	11	0	18	0	0	0	0	34	0	105	0.53968253968254
NA	161	0	123147985	NA	35371.79748	3.922894584	0	7	0	5	0	0	0	0	3	0	20	0	0	0	0	4	0	39	0.125
NA	162	0	123147986	1833704	206413.985	4.060900953	0	65	0	20	0	0	0	0	12	0	10	0	0	0	0	125	0	232	0.748502994011976
NA	163	0	123147988	NA	18470.99884	10.38304614	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	12	0	21	0.571428571428571
NA	164	0	123147989	NA	39070.29048	13.76936847	0	0	0	0	0	0	0	0	9	12	21	0	0	0	0	0	0	42	0
NA	165	0	123147990	NA	22577.58596	21.01423433	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	21	0	24	0.875
NA	166	0	123147991	NA	107098.3937	95.00144168	0	0	0	16	0	0	0	0	6	29	19	4	8	0	0	38	0	120	0.316666666666667
NA	167	0	123147992	NA	39345.79775	45.08443063	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	34	0	40	0.85
NA	168	0	123147993	634088	82037.04702	2.463780859	0	33	0	0	0	0	0	0	1	12	19	0	0	0	0	23	0	88	0.418181818181818
NA	169	0	123147994	1619756	816638.0956	95.61097094	0	25	0	39	0	0	0	0	328	45	133	0	0	0	0	340	0	910	0.384180790960452
NA	170	0	123147995	1620734	183868.4291	3.506329376	0	57	0	7	0	0	0	0	48	31	25	0	0	0	0	37	0	205	0.25
NA	171	0	123147996	1619929	80055.15617	7.704305177	0	12	0	8	0	0	0	0	40	0	11	0	0	0	0	19	0	90	0.243589743589744
NA	172	0	123147997	1578863	524918.6857	7.486367947	0	124	0	18	0	0	0	4	134	3	65	0	0	0	0	233	0	581	0.509846827133479
