FID_	OBJECTID	Id	Permanent_	GNIS_ID	Area_m2	WALA	NLCDV0	NLCDV11	NLCDV12	NLCDV21	NLCDV22	NLCDV23	NLCDV24	NLCDV31	NLCDV41	NLCDV42	NLCDV43	NLCDV52	NLCDV71	NLCDV81	NLCDV82	NLCDV90	NLCDV95	NLCDVSUM	percentWetland
NA	1987	0	70331501	NA	2580429.482	153.6383125	0	30	0	254	36	0	0	0	849	82	596	0	0	0	0	919	101	2867	0.35953471977441
NA	1988	0	70331503	NA	159782.5122	17.35769906	0	11	0	0	0	0	0	0	141	0	10	0	0	0	0	12	0	174	0.0736196319018405
NA	1989	0	70331507	NA	29760.71709	12.45800993	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	13	0	32	0.40625
NA	1990	0	70331509	NA	19957.35385	3.979233467	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	24	1
NA	1991	0	70331511	NA	95580.56012	5.899390404	0	21	0	0	0	0	0	0	31	0	0	0	0	0	0	33	16	101	0.6125
NA	1992	0	70331515	NA	74291.89878	20.20135395	0	6	0	6	0	0	0	0	32	0	2	0	0	0	0	35	0	81	0.466666666666667
NA	1993	0	70331517	NA	330756.4971	110.1445721	0	5	0	6	0	0	0	0	11	4	20	0	0	0	0	322	0	368	0.887052341597796
NA	1994	0	70331519	NA	148515.3312	472.1594783	0	0	0	18	0	0	0	0	0	0	24	0	0	0	64	33	24	163	0.349693251533742
NA	1995	0	70331521	1833732	2287956.201	8.135051347	0	337	0	89	0	0	0	0	1087	68	383	0	72	0	0	476	33	2545	0.230525362318841
NA	1996	0	70331523	NA	212656.0607	477.9277544	0	0	0	28	0	0	0	0	3	6	32	0	0	0	98	38	31	236	0.292372881355932
NA	1997	0	70331531	NA	558143.7635	1298.025805	0	10	0	0	0	0	0	0	169	0	211	7	0	0	1	223	0	621	0.364975450081833
NA	1998	0	70331533	NA	15426.8424	7.938522794	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	8	0	17	0.470588235294118
NA	1999	0	70331535	1563349	102197.9197	2.565503392	0	43	0	0	0	0	0	0	0	0	21	0	0	0	0	48	0	112	0.695652173913043
NA	2000	0	70331537	NA	503823.2081	1275.15657	0	10	0	0	0	0	0	0	141	0	203	7	0	0	0	202	0	563	0.365280289330922
NA	2001	0	70331543	NA	26170.88041	12.28579902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	29	1
NA	2002	0	70331547	NA	21916.72108	68.49333305	0	2	0	0	0	0	0	0	2	7	3	0	0	0	0	9	0	23	0.428571428571429
NA	2003	0	70331549	1580478	597816.1504	2.018541556	0	383	0	12	0	0	0	0	35	11	85	0	0	42	69	28	0	665	0.099290780141844
NA	2004	0	70331551	NA	27371.90891	46.03601623	0	4	0	0	0	0	0	0	2	8	3	1	0	0	0	13	0	31	0.481481481481481
NA	2005	0	70331553	1571329	27045113.66	24.70322548	0	2194	0	1504	38	0	0	28	12932	1300	4672	296	694	0	93	6023	278	30052	0.226182784119463
NA	2007	0	70331559	NA	288920.6662	37.10653449	0	10	0	0	0	0	0	0	35	0	121	5	0	0	0	153	0	324	0.487261146496815
NA	2008	0	70331561	NA	22794.97837	19.1939976	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	24	0.0416666666666667
NA	2009	0	70331563	NA	13418.86896	29.35930252	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	14	0
NA	2010	0	70331565	1572076	800141.5336	3.261431935	0	298	0	38	0	0	0	0	187	3	104	0	0	1	8	242	0	881	0.415094339622642
NA	2011	0	70331567	1560686	643378.8689	18.46324217	0	56	0	29	0	0	0	0	209	28	27	0	0	0	77	281	8	715	0.438543247344461
NA	2012	0	70331569	1563536	149220.0543	3.121240412	0	56	0	20	0	0	0	0	9	14	15	0	0	0	21	33	0	168	0.294642857142857
NA	2013	0	70331571	NA	1512265.531	144.4446624	0	15	0	136	0	0	0	0	1366	0	47	0	0	0	0	61	39	1664	0.0606428138265616
NA	2014	0	70331573	1563783	2197833.508	35.61009655	0	92	0	164	1	0	0	0	1896	0	89	0	0	0	0	134	54	2430	0.0804106073567151
NA	2015	0	70331575	NA	541615.528	71.23156174	0	17	0	0	0	0	0	0	428	0	98	0	4	0	0	48	0	595	0.0830449826989619
NA	2016	0	70331577	NA	98885.5342	14.01862649	0	10	0	0	0	0	0	0	78	0	22	0	0	0	0	0	0	110	0
NA	2017	0	70331581	1579239	1512766.112	4.302913828	0	422	0	131	0	0	0	0	393	37	332	0	0	0	78	295	0	1688	0.233017377567141
NA	2018	0	70331583	1562070	16334261.16	14.11131441	0	2939	0	1102	5	0	0	0	3325	469	2680	42	219	1	251	6523	586	18142	0.467605077945142
NA	2019	0	70331585	NA	46460.37627	4.99867261	0	13	0	0	0	0	0	0	22	0	0	0	0	0	0	15	0	50	0.405405405405405
NA	2020	0	70331589	1574855	23360883.39	60.92047482	0	1251	0	1206	116	0	0	0	10367	200	4078	81	48	16	11	7744	829	25947	0.34714123744736
NA	2021	0	70331597	NA	4935357.746	81.68665345	0	221	0	99	0	0	0	0	3842	15	882	0	0	0	0	411	14	5484	0.0807524225726772
NA	2022	0	70331599	NA	902631.5056	274.3468525	0	7	0	5	0	0	0	0	891	0	90	0	0	0	0	7	0	1000	0.00704934541792548
NA	2023	0	70331601	NA	265937.4365	45.2561901	0	19	0	8	0	0	0	0	204	0	47	0	0	0	0	11	8	297	0.0683453237410072
NA	2024	0	70331603	NA	219824.2352	15.50230493	0	15	0	9	0	0	0	0	74	0	16	20	37	0	0	17	55	243	0.315789473684211
NA	2025	0	70331605	1560987	981319.3232	11.34303885	0	127	0	139	13	0	0	0	241	71	167	0	0	0	0	325	12	1095	0.348140495867769
NA	2026	0	70331607	NA	28368.21543	4.52790269	0	9	0	4	0	0	0	0	0	2	0	0	0	0	0	16	0	31	0.727272727272727
NA	2027	0	70331609	NA	471732.749	558.4449024	0	0	0	5	0	0	0	0	484	0	25	0	0	0	0	11	2	527	0.0246679316888046
NA	2028	0	70331611	NA	319001.2949	94.37991607	0	0	0	6	0	0	0	0	281	0	62	0	0	0	0	6	0	355	0.0169014084507042
NA	2029	0	70331615	1576047	2597135.007	6.589821331	0	471	0	150	0	0	0	0	1097	13	933	0	0	0	0	214	0	2878	0.0889073535521396
NA	2030	0	70331617	NA	4400005.725	217.047874	0	146	0	61	0	0	0	0	3448	15	826	0	0	0	0	377	14	4887	0.0824720523096393
NA	2031	0	70331619	NA	222189.5782	13.08274331	0	18	0	11	0	0	0	0	117	9	62	0	7	0	0	22	0	246	0.0964912280701754
NA	2033	0	70331625	1576920	2453252.939	18.75370155	0	183	0	123	0	0	0	0	1849	0	405	0	14	0	0	140	0	2714	0.0553141050967997
NA	2034	0	70331629	NA	3351712.632	722.9499673	0	21	0	0	0	0	0	0	1026	18	897	6	0	0	0	1678	87	3733	0.475484913793103
NA	2035	0	70331633	NA	3139985.277	860.5566173	0	17	0	0	0	0	0	0	991	18	845	6	0	0	0	1534	87	3498	0.465670784257397
NA	2036	0	70331635	1571975	762071.1462	8.191923911	0	116	0	11	0	0	0	0	261	0	341	0	0	0	0	50	68	847	0.161422708618331
NA	2037	0	70331641	1578662	10454856.6	6.848550797	0	1729	0	510	13	0	0	13	4841	850	1919	41	150	0	0	1534	14	11614	0.15660091047041
NA	2038	0	70331643	NA	4805.486653	15.90322159	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	5	0
NA	2039	0	70331647	NA	150263.2929	45.10469301	0	0	0	30	0	0	0	0	24	0	58	0	0	0	0	51	0	163	0.312883435582822
NA	2040	0	70331651	NA	15864.26655	17.75516567	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	10	0	15	0.666666666666667
NA	2041	0	70331653	NA	91106.92487	33.66593197	0	0	0	0	0	0	0	0	13	0	56	0	0	0	0	30	0	99	0.303030303030303
NA	2042	0	70331657	1580356	213883.2556	3.628540984	0	76	0	0	0	0	0	0	82	6	0	0	0	0	0	71	0	235	0.446540880503145
NA	2043	0	70331659	NA	356185.1915	68.38959318	0	0	0	16	0	0	0	0	29	1	14	0	0	0	127	201	8	396	0.527777777777778
NA	2044	0	70331661	NA	1666807.452	14.71535283	0	147	0	77	0	0	0	0	1069	0	406	0	0	0	0	150	0	1849	0.0881316098707403
NA	2045	0	70331665	NA	12368.17709	16.38340794	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	8	0	15	0.533333333333333
NA	2046	0	70331667	NA	652596.2466	725.0529287	0	158	0	0	0	0	0	0	233	2	102	0	36	0	0	186	6	723	0.339823008849558
NA	2047	0	70331669	1571097	963378.8708	13.17451775	0	101	0	39	0	0	0	0	271	0	138	20	151	0	0	86	261	1067	0.359213250517598
NA	2048	0	70331671	1566660	558693.5212	3.781519424	0	182	0	2	0	0	0	0	192	2	114	0	19	0	0	106	0	617	0.24367816091954
NA	2049	0	70331673	NA	42239.63161	8.304137014	0	10	0	0	0	0	0	0	13	0	16	0	0	0	0	5	0	44	0.147058823529412
NA	2050	0	70331675	NA	84592.80149	6.281215692	0	16	0	0	0	0	0	0	13	0	30	0	0	0	0	37	0	96	0.4625
NA	2051	0	70331679	NA	262783.5529	17.83980226	0	11	0	0	0	0	0	0	46	2	92	0	0	0	0	132	8	291	0.5
NA	2052	0	70331681	NA	29685.60526	6.664620248	0	6	0	1	0	0	0	0	12	0	11	0	0	0	0	4	0	34	0.142857142857143
NA	2053	0	70331683	NA	619467.1641	44.10278936	0	21	0	16	0	0	0	25	300	14	151	0	0	0	0	162	0	689	0.24251497005988
NA	2054	0	70331689	1575313	1322624.067	5.230803714	0	306	0	130	0	0	0	0	340	10	153	0	0	37	218	259	22	1475	0.240376390076989
NA	2055	0	70331691	1568675	50112083.24	22.97477845	0	5965	0	3164	116	0	0	12	18227	800	8099	119	720	16	386	16709	1354	55687	0.363279835887535
NA	2056	0	70331693	1568361	209695.3637	3.012799873	0	92	0	3	0	0	0	0	77	0	18	0	0	0	0	32	10	232	0.3
NA	2057	0	70331695	1579392	1584531.878	5.083986859	0	387	0	26	0	0	0	0	347	0	361	0	0	0	92	522	20	1755	0.396198830409357
NA	2058	0	70331697	1578951	5342478.445	3.890038821	0	1680	0	238	10	0	0	0	1540	22	1273	0	0	0	11	1136	19	5929	0.271828665568369
NA	2059	0	70331699	1565355	2375971.981	18.90820529	0	461	0	167	0	0	0	0	407	56	353	0	0	37	277	823	66	2647	0.406678865507777
NA	2060	0	70331701	NA	431254.7605	14.17580509	0	34	0	17	3	0	0	0	34	8	146	0	0	0	0	198	37	477	0.530474040632054
NA	2061	0	70331703	NA	2140204.155	344.1475476	0	9	0	213	0	0	0	12	1303	0	307	0	10	0	50	409	61	2374	0.198731501057082
NA	2062	0	70331707	1567555	1816422.619	28.4516698	0	81	0	29	0	0	0	0	1543	15	265	0	0	0	0	85	0	2018	0.0438822922044399
NA	2063	0	70331711	1563950	7368356.84	24.52291242	0	286	0	225	0	0	0	0	3986	33	1514	0	145	0	101	1598	299	8187	0.240096190355651
NA	2064	0	70331713	NA	7278.182267	25.27257249	0	2	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	8	0.166666666666667
NA	3827	0	70331717	NA	16431.99047	2.921039725	0	5	0	0	0	0	0	0	5	0	7	0	0	0	0	1	0	18	0.0769230769230769
NA	2065	0	70331719	NA	68664.73635	18.14572637	0	0	0	10	0	0	0	0	13	0	14	0	0	0	9	20	9	75	0.386666666666667
NA	2066	0	70331723	NA	83339.21138	7.561765079	0	15	0	0	0	0	0	0	54	0	12	0	0	0	0	10	0	91	0.131578947368421
NA	2067	0	70331725	1568422	19677841.23	21.82114801	0	2144	0	1342	126	40	9	122	9127	218	5192	20	152	0	0	2959	423	21874	0.171414090217942
NA	2068	0	70331727	NA	92235.00825	3.663873504	0	30	0	0	0	0	0	0	45	0	20	0	0	0	0	16	0	111	0.197530864197531
NA	2069	0	70331731	NA	670250.8166	170.3685567	0	0	0	2	0	0	0	0	50	29	64	0	0	7	243	332	12	739	0.465493910690122
NA	2070	0	70331733	NA	837808.4803	26.70806382	0	39	0	0	0	0	0	0	254	5	338	0	0	0	0	288	0	924	0.325423728813559
NA	2071	0	70331737	NA	9938.184716	8.643275748	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0	12	0.333333333333333
NA	2072	0	70331739	NA	11876.42823	17.65913078	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	2	0	16	0.125
NA	2073	0	70331741	NA	33545.6008	57.93391205	0	0	0	4	0	0	0	0	25	0	9	0	0	0	0	0	0	38	0
NA	2074	0	70331743	NA	624003.2054	28.63964085	0	41	0	15	3	0	0	0	166	40	130	0	0	0	22	261	13	691	0.421538461538462
NA	2075	0	70331745	1573964	3896663.095	27.57160805	0	175	0	374	0	0	0	12	2037	9	448	0	234	0	166	757	119	4331	0.210779595765159
NA	2076	0	70331747	NA	18872.12953	5.931637044	0	0	0	0	0	0	0	0	0	18	4	0	0	0	0	0	0	22	0
NA	2077	0	70331749	NA	45980.83564	4.769912408	0	14	0	7	4	0	0	0	0	1	0	0	0	0	0	28	0	54	0.7
NA	2078	0	70331751	NA	22303.84372	88.12066171	0	3	0	1	0	0	0	0	4	0	11	0	0	0	0	7	0	26	0.304347826086957
NA	2079	0	70331755	NA	14610.86856	4.320245218	0	5	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	17	0.416666666666667
NA	2080	0	70331759	NA	23917.60277	17.84855209	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	15	0	25	0.6
NA	2081	0	70331761	NA	4215348.43	76.24465991	0	540	0	247	0	0	0	0	1700	56	1439	0	0	0	0	698	0	4680	0.168599033816425
NA	2082	0	70331769	NA	1136785.431	296.4398204	0	4	0	80	0	0	0	0	573	93	405	0	0	0	0	100	0	1255	0.0799360511590727
NA	2083	0	70331771	NA	4396.908801	6.896428975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	1
NA	2084	0	70331775	NA	809146.2687	1753.151923	0	11	0	65	0	0	0	0	334	0	249	0	0	0	0	231	0	890	0.262798634812287
NA	2085	0	70331777	NA	292447.1023	24.88403067	0	16	0	4	0	0	0	0	132	39	51	0	0	0	22	51	10	325	0.197411003236246
NA	2086	0	70331781	NA	55835.78419	11.89948919	0	0	0	17	14	0	0	0	0	0	8	0	0	0	11	10	4	64	0.21875
NA	2087	0	70331783	NA	19669.65244	24.4552457	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	13	2	23	0.652173913043478
NA	2088	0	70331785	NA	26822.77227	7.704092422	0	0	0	1	0	0	0	0	24	0	0	0	0	0	0	5	0	30	0.166666666666667
NA	2089	0	70331787	1573766	338830.982	4.053102708	0	99	0	5	0	0	0	0	257	0	8	0	0	0	0	11	0	380	0.0391459074733096
NA	2090	0	70331789	1571415	1375528.327	15.37511323	0	126	0	67	0	0	0	0	823	0	153	0	30	0	0	333	0	1532	0.236842105263158
NA	2091	0	70331793	NA	447835.8165	67.12698175	0	11	0	29	0	0	0	0	318	0	67	0	0	0	0	77	0	502	0.156822810590631
NA	2092	0	70331795	NA	3223649.889	644.6885658	0	21	0	131	0	0	0	0	2340	51	616	0	0	0	0	376	39	3574	0.116802701942021
NA	2093	0	70331797	NA	864825.0288	44.46394192	0	28	0	0	0	0	0	0	453	11	120	0	0	0	0	333	5	950	0.366594360086768
NA	2094	0	70331799	1565169	14248545.53	10.45977976	0	2033	0	1035	0	0	0	12	4055	358	2149	0	469	0	297	5197	230	15835	0.393203883495146
NA	2095	0	70331801	1561473	491960.3832	15.76085982	0	42	0	31	0	0	0	0	29	0	67	0	24	0	39	289	29	550	0.625984251968504
NA	2096	0	70331803	NA	69814.24591	7.379514053	0	10	0	1	0	0	0	0	40	0	14	0	0	0	0	9	1	75	0.153846153846154
NA	2097	0	70331805	NA	4555820.536	307.2385204	0	552	0	288	1	0	0	0	1879	55	1498	0	0	0	0	776	5	5054	0.173478454020435
NA	2098	0	70331807	NA	10148.80544	11.01735547	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	2	0	10	0.2
NA	2099	0	70331809	1570067	9399927.089	8.60050615	0	2325	0	718	47	0	0	0	2527	286	1338	0	68	0	280	2779	87	10455	0.352521525215252
NA	2100	0	70331811	NA	15061.50867	5.53172672	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	18	0.944444444444444
NA	2101	0	70331813	NA	10204.03939	52.08074308	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	6	0	12	0.5
NA	2102	0	70331815	NA	36058.78623	38.83062101	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	34	0	39	0.871794871794872
NA	3828	0	70331821	NA	193458.2153	5.48038309	0	47	0	4	0	0	0	0	90	0	34	0	0	0	0	33	5	213	0.228915662650602
NA	2103	0	70331825	NA	1482124.741	251.502294	0	34	0	19	0	0	0	0	911	15	217	5	0	0	0	396	44	1641	0.273802115743622
NA	2104	0	70331827	NA	15214.03208	16.4998576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	16	1
NA	2105	0	70331829	1572393	1107649.493	5.65950707	0	226	0	108	0	0	0	0	422	0	434	0	0	0	0	41	0	1231	0.0407960199004975
NA	2106	0	70331831	1572624	9202508.141	15.26704571	0	1079	0	464	0	0	0	0	5260	108	2371	0	14	0	0	878	45	10219	0.100984682713348
NA	2107	0	70331835	NA	160920.5383	72.86267657	0	0	0	25	0	0	0	0	138	0	2	0	0	0	0	8	0	173	0.046242774566474
NA	2108	0	70331837	NA	417912.0871	32.21250377	0	15	0	44	0	0	0	0	205	0	103	0	0	0	0	104	0	471	0.228070175438596
NA	2109	0	70331839	NA	919021.2772	859.5812961	0	0	0	72	0	0	0	0	134	27	203	166	0	0	0	423	0	1025	0.412682926829268
NA	2110	0	70331845	1568182	1019836.376	9.671127395	0	158	0	53	0	0	0	0	469	0	201	0	0	0	0	255	0	1136	0.260736196319018
NA	2111	0	70331849	NA	480231.9594	14.73960326	0	38	0	71	10	0	0	0	254	0	87	0	0	0	11	67	0	538	0.134
NA	2112	0	70331851	1572266	72627142.59	226.9432903	0	7422	0	3708	60	0	0	28	25355	2559	12612	369	1129	403	1550	24080	1413	80688	0.34795130073977
NA	2113	0	70331853	NA	13955.66664	4.025139009	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	11	0	16	0.6875
NA	2114	0	70331855	1833729	22840283.5	77.43067005	0	2488	0	1567	128	74	26	183	10724	218	5715	20	153	0	0	3657	430	25383	0.178510591832278
NA	2115	0	70331857	1568229	423529.3906	10.07943238	0	53	0	13	0	0	0	0	186	0	105	0	0	0	0	109	0	466	0.263922518159806
NA	2116	0	70331859	1567351	2999443.515	33.19905972	0	117	0	360	34	6	0	0	1360	65	554	36	12	0	0	728	64	3336	0.246039142590867
NA	2117	0	70331861	1566824	1059496.751	11.69727031	0	97	0	51	0	0	0	0	722	0	214	0	0	0	43	54	0	1181	0.0498154981549815
NA	2118	0	70331863	NA	179159.997	11.69962923	0	19	0	15	0	0	0	0	45	0	13	0	76	0	0	7	20	195	0.153409090909091
NA	2119	0	70331865	NA	44646.79865	12.74729853	0	4	0	0	0	0	0	0	37	0	5	0	0	0	0	6	0	52	0.125
NA	2120	0	70331867	1575606	3681922.968	9.417847757	0	467	0	254	36	40	9	121	1653	7	757	0	0	0	0	693	56	4093	0.206563706563707
NA	2121	0	70331869	NA	3924534.034	195.2208968	0	1050	0	236	21	0	0	0	1683	33	589	0	68	0	154	504	24	4362	0.159420289855072
NA	2122	0	70331873	1567657	80432.68243	6.270252472	0	18	0	6	0	0	0	0	18	0	17	0	0	0	0	29	0	88	0.414285714285714
NA	2123	0	70331875	NA	54648.74391	5.351779404	0	10	0	6	0	0	0	0	0	0	14	0	0	0	0	30	0	60	0.6
NA	2124	0	70331877	NA	4627684.411	1863.361058	0	37	0	238	0	0	0	0	2933	51	968	0	0	0	0	869	49	5145	0.179718089271731
NA	2125	0	70331879	1561558	1911621.175	17.20976281	0	291	0	17	0	0	0	0	1283	0	246	0	0	0	0	242	42	2121	0.155191256830601
NA	2126	0	70331881	NA	216951.8325	93.22113814	0	16	0	6	0	0	0	0	97	0	35	0	0	0	0	85	0	239	0.381165919282511
NA	2127	0	70331883	1574345	3763151.484	4.311790524	0	1026	0	227	21	0	0	0	1677	33	544	0	68	0	154	407	24	4181	0.136608557844691
NA	2128	0	70331885	NA	34520.68612	12.11729836	0	0	0	0	0	0	0	0	12	5	9	0	0	0	0	12	0	38	0.315789473684211
NA	2129	0	70331887	1569974	728983.9405	7.750735474	0	104	0	44	0	0	0	0	45	0	245	0	0	0	29	339	4	810	0.485835694050992
NA	2130	0	70331889	NA	75368.44001	21.97615917	0	3	0	3	0	0	0	0	64	0	15	0	0	0	0	1	0	86	0.0120481927710843
NA	2131	0	70331893	NA	8148.965623	6.85521828	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	8	0.875
NA	2132	0	70331897	NA	23217.88183	22.90477183	0	3	0	0	0	0	0	0	0	2	7	0	0	0	0	13	0	25	0.590909090909091
NA	2133	0	70331903	NA	36306.28803	21.38560002	0	3	0	0	0	0	0	0	5	6	19	0	0	0	0	4	0	37	0.117647058823529
NA	2134	0	70331907	NA	225967.7712	107.531459	0	0	0	0	0	0	0	0	107	0	97	0	0	0	0	42	3	249	0.180722891566265
NA	2135	0	70331909	1580578	8305743.548	11.92441477	0	2516	0	555	22	1	0	0	2715	31	1711	0	93	0	11	1528	39	9222	0.233671339099314
NA	2136	0	70331911	NA	27735.41355	17.90974315	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	18	0	33	0.545454545454545
NA	2137	0	70331913	1578702	4397106.803	3.994533424	0	1268	0	330	44	0	0	0	1085	402	966	10	103	50	4	611	11	4884	0.172013274336283
NA	2138	0	70331915	NA	6287.739426	9.112012346	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	6	0.5
NA	2139	0	70331917	NA	114691.3741	7.935077762	0	18	0	7	0	0	0	0	34	0	2	0	0	0	0	62	2	125	0.598130841121495
NA	2140	0	70331923	NA	35816.86251	30.03124957	0	0	0	6	0	0	0	0	20	0	16	0	0	0	0	0	0	42	0
NA	2141	0	70331927	NA	193107.4146	76.89807722	0	7	0	9	0	0	0	0	65	0	82	0	0	18	0	33	0	214	0.159420289855072
NA	2142	0	70331929	NA	435290.6074	188.2047402	0	5	0	49	0	0	0	0	178	9	197	0	0	0	0	39	4	481	0.0903361344537815
NA	2143	0	70331931	1578729	290665.8371	24.91672464	0	13	0	52	0	0	0	0	187	0	32	0	0	0	5	34	0	323	0.109677419354839
NA	2144	0	70331933	NA	24528.88358	4.55983793	0	7	0	0	0	0	0	0	7	0	7	0	0	0	0	8	0	29	0.363636363636364
NA	2145	0	70331935	NA	43630.72897	22.76029014	0	0	0	0	0	0	0	0	39	0	7	0	0	0	0	2	0	48	0.0416666666666667
NA	2146	0	70331939	NA	258271.2336	40.73815273	0	6	0	0	0	0	0	0	186	0	87	0	0	0	0	6	0	285	0.021505376344086
NA	2147	0	70331941	NA	487153.8854	66.08081205	0	10	0	56	0	0	0	0	29	7	81	0	42	0	0	305	13	543	0.596622889305816
NA	2148	0	70331943	NA	30399.04303	2.04706007	0	19	0	0	0	0	0	0	0	0	5	0	0	0	0	10	0	34	0.666666666666667
NA	2149	0	70331945	NA	172516.7964	5.915697889	0	36	0	0	0	0	0	0	101	4	13	0	0	0	0	40	0	194	0.253164556962025
NA	2150	0	70331947	1562377	256119.1124	3.047830449	0	105	0	11	0	0	0	0	43	0	76	0	0	0	0	50	0	285	0.277777777777778
NA	2151	0	70331951	NA	32589.48122	17.28746785	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	10	0	39	0.256410256410256
NA	2152	0	70331955	NA	147224.445	11.22925998	0	16	0	12	0	0	0	0	102	0	20	0	0	0	0	17	0	167	0.112582781456954
NA	2153	0	70331961	1564688	12614826.77	28.38427571	0	1831	0	664	0	0	0	0	6661	109	3382	0	14	0	0	1309	45	14015	0.11112934996717
NA	2154	0	70331967	NA	433071.7475	259.3693774	0	0	0	51	0	0	0	0	102	8	194	0	14	0	35	77	0	481	0.16008316008316
NA	2155	0	70331977	1580838	588660620.5	289.0049228	0	81770	0	23281	1981	304	100	191	121149	30658	87908	5266	3085	1546	13872	259966	22997	654074	0.494427786630881
NA	2156	0	70331981	1570734	1354855.413	7.885641003	0	216	0	56	0	0	0	0	401	10	710	0	0	0	0	106	0	1499	0.0826188620420888
NA	2157	0	70331987	1570163	1900286.793	4.304416337	0	539	0	141	0	0	0	0	840	27	215	0	14	0	0	273	67	2116	0.215599239061509
NA	2158	0	70331989	NA	303483.1264	39.94962403	0	11	0	16	0	0	0	0	88	27	113	0	0	0	0	84	0	339	0.25609756097561
NA	2159	0	70331991	NA	57187.67659	54.8598055	0	0	0	5	0	0	0	0	9	0	37	0	0	0	0	10	0	61	0.163934426229508
NA	2160	0	70331993	1564778	604781.6853	7.951351221	0	85	0	0	0	0	0	0	468	0	93	0	0	0	0	30	0	676	0.050761421319797
NA	2161	0	70331997	1575114	5897914.725	7.028006271	0	1638	0	363	0	0	0	0	3258	59	522	0	65	0	27	554	80	6566	0.128652597402597
NA	2163	0	70332003	1579188	92267.6185	2.012250311	0	53	0	0	0	0	0	0	8	0	0	0	0	0	0	38	0	99	0.826086956521739
NA	2164	0	70332009	NA	792774.4103	645.5762055	0	0	0	94	0	0	0	5	322	73	222	0	7	0	0	157	0	880	0.178409090909091
NA	2165	0	70332015	1580411	875076.981	3.758625395	0	279	0	130	144	52	28	0	26	9	69	8	0	0	0	222	9	976	0.33142037302726
NA	2166	0	70332017	1568691	656993.1758	6.523984015	0	116	0	34	0	0	0	0	461	9	34	0	4	0	27	35	8	728	0.0702614379084967
NA	2167	0	70332021	1579135	3052295.784	7.058905957	0	503	0	322	74	0	14	0	1409	51	559	21	18	0	90	300	40	3401	0.117322291235335
NA	2168	0	70332023	NA	255361.5767	14.96107628	0	16	0	23	0	0	0	0	191	0	36	0	0	0	0	17	1	284	0.0671641791044776
NA	2169	0	70332025	1580617	712788.2565	4.741933906	0	179	0	55	0	0	0	0	73	16	113	0	0	0	0	351	0	787	0.577302631578947
NA	2170	0	70332033	1568399	33971523.44	21.08061929	0	6948	0	2428	114	54	0	112	7223	1203	7266	22	74	0	367	11712	224	37747	0.387545050163966
NA	2171	0	70332035	1575520	2404348.706	4.266607691	0	627	0	265	29	70	13	166	773	41	472	0	18	13	11	172	0	2670	0.0841899167890357
NA	2172	0	70332037	NA	3110.883592	4.216745275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1
NA	2173	0	70332039	1562396	1094195.755	16.93363733	0	111	0	107	0	0	0	0	684	0	138	0	0	0	0	177	1	1218	0.160794941282746
NA	2174	0	70332043	NA	1939382.284	492.6119041	0	11	0	99	0	0	0	0	721	60	565	0	6	0	24	666	0	2152	0.311069593647828
NA	2175	0	70332045	1574308	1209480.294	7.255820601	0	182	0	50	0	0	0	0	97	98	588	0	0	0	0	270	54	1339	0.280034572169404
NA	2176	0	70332049	NA	239009.3248	109.8735025	0	0	0	10	1	0	0	14	113	0	0	0	0	0	0	95	32	265	0.479245283018868
NA	2177	0	70332051	NA	4028437.135	98.52419549	0	44	0	83	0	0	0	0	1657	102	1266	0	96	0	0	1051	181	4480	0.277727682596934
NA	2178	0	70332061	NA	52341.05266	66.27551749	0	0	0	10	1	0	0	15	1	0	1	0	0	0	0	32	0	60	0.533333333333333
NA	2179	0	70332063	NA	4701475.354	120.4725941	0	1308	0	357	44	0	0	0	1111	402	1052	10	102	50	4	769	11	5220	0.199386503067485
