YEARS	datetime	signal_co2	rcp_co2	co2	orig_datetime
2038	2038-11-27	-0.851999999999975	480.50799	479.65599	1979-11-27
2038	2038-11-28	-0.850999999999999	480.50799	479.65699	1979-11-28
2038	2038-11-29	-0.620999999999981	480.50799	479.88699	1979-11-29
2038	2038-11-30	-0.461999999999989	480.50799	480.04599	1979-11-30
2038	2038-12-01	-0.34699999999998	480.50799	480.16099	1979-12-01
2038	2038-12-02	-0.483000000000004	480.50799	480.02499	1979-12-02
2038	2038-12-03	-0.280999999999949	480.50799	480.22699	1979-12-03
2038	2038-12-04	-0.246999999999957	480.50799	480.26099	1979-12-04
2038	2038-12-05	0.00600000000002865	480.50799	480.51399	1979-12-05
2038	2038-12-06	-0.0819999999999936	480.50799	480.42599	1979-12-06
2038	2038-12-07	0.0570000000000164	480.50799	480.56499	1979-12-07
2038	2038-12-08	-0.240999999999985	480.50799	480.26699	1979-12-08
2038	2038-12-09	-0.130999999999972	480.50799	480.37699	1979-12-09
2038	2038-12-10	-0.301999999999964	480.50799	480.20599	1979-12-10
2038	2038-12-11	0.164000000000044	480.50799	480.67199	1979-12-11
2038	2038-12-12	0.359000000000037	480.50799	480.86699	1979-12-12
2038	2038-12-13	0.385000000000048	480.50799	480.89299	1979-12-13
2038	2038-12-14	0.293000000000006	480.50799	480.80099	1979-12-14
2038	2038-12-15	0.241000000000042	480.50799	480.74899	1979-12-15
2038	2038-12-16	0.153999999999996	480.50799	480.66199	1979-12-16
2038	2038-12-17	0.173000000000002	480.50799	480.68099	1979-12-17
2038	2038-12-18	0.41900000000004	480.50799	480.92699	1979-12-18
2038	2038-12-19	0.624333333333368	480.50799	481.132323333333	1979-12-19
2038	2038-12-20	0.829666666666697	480.50799	481.337656666667	1979-12-20
2038	2038-12-21	1.03500000000003	480.50799	481.54299	1979-12-21
2038	2038-12-22	0.98266666666666	480.50799	481.490656666667	1979-12-22
2038	2038-12-23	0.930333333333351	480.50799	481.438323333333	1979-12-23
2038	2038-12-24	0.878000000000043	480.50799	481.38599	1979-12-24
2038	2038-12-25	0.825666666666677	480.50799	481.333656666667	1979-12-25
2038	2038-12-26	0.773333333333312	480.50799	481.281323333333	1979-12-26
2038	2038-12-27	0.721000000000004	480.50799	481.22899	1979-12-27
2038	2038-12-28	0.686000000000035	480.50799	481.19399	1979-12-28
2038	2038-12-29	0.483000000000004	480.50799	480.99099	1979-12-29
2038	2038-12-30	0.641999999999996	480.50799	481.14999	1979-12-30
2038	2038-12-31	0.684000000000026	480.50799	481.19199	1979-12-31
2039	2039-01-01	-0.485000000000014	484.92724	484.44224	1980-01-01
2039	2039-01-02	-0.479000000000042	484.92724	484.44824	1980-01-02
2039	2039-01-03	-0.62700000000001	484.92724	484.30024	1980-01-03
2039	2039-01-04	-0.69300000000004	484.92724	484.23424	1980-01-04
2039	2039-01-05	-0.79000000000002	484.92724	484.13724	1980-01-05
2039	2039-01-06	-1.11500000000001	484.92724	483.81224	1980-01-06
2039	2039-01-07	-0.596000000000004	484.92724	484.33124	1980-01-07
2039	2039-01-08	-0.995000000000005	484.92724	483.93224	1980-01-08
2039	2039-01-09	-1.173	484.92724	483.75424	1980-01-09
2039	2039-01-10	-1.351	484.92724	483.57624	1980-01-10
2039	2039-01-11	-0.876000000000033	484.92724	484.05124	1980-01-11
2039	2039-01-12	-0.850999999999999	484.92724	484.07624	1980-01-12
2039	2039-01-13	-0.660000000000025	484.92724	484.26724	1980-01-13
2039	2039-01-14	-0.936000000000035	484.92724	483.99124	1980-01-14
2039	2039-01-15	-0.977000000000032	484.92724	483.95024	1980-01-15
2039	2039-01-16	-1.23000000000002	484.92724	483.69724	1980-01-16
2039	2039-01-17	-0.860000000000014	484.92724	484.06724	1980-01-17
2039	2039-01-18	-0.514999999999986	484.92724	484.41224	1980-01-18
2039	2039-01-19	-0.504999999999995	484.92724	484.42224	1980-01-19
2039	2039-01-20	-0.235000000000014	484.92724	484.69224	1980-01-20
2039	2039-01-21	-0.641999999999996	484.92724	484.28524	1980-01-21
2039	2039-01-22	-0.0790000000000077	484.92724	484.84824	1980-01-22
2039	2039-01-23	0.473000000000013	484.92724	485.40024	1980-01-23
2039	2039-01-24	0.269999999999982	484.92724	485.19724	1980-01-24
2039	2039-01-25	0.200999999999965	484.92724	485.12824	1980-01-25
2039	2039-01-26	-0.145000000000039	484.92724	484.78224	1980-01-26
2039	2039-01-27	-0.0400000000000205	484.92724	484.88724	1980-01-27
2039	2039-01-28	-0.0360000000000014	484.92724	484.89124	1980-01-28
2039	2039-01-29	-0.586999999999989	484.92724	484.34024	1980-01-29
2039	2039-01-30	-0.459000000000003	484.92724	484.46824	1980-01-30
2039	2039-01-31	-0.819999999999993	484.92724	484.10724	1980-01-31
2039	2039-02-01	-0.735000000000014	484.92724	484.19224	1980-02-01
2039	2039-02-02	-0.545000000000016	484.92724	484.38224	1980-02-02
2039	2039-02-03	0.0169999999999959	484.92724	484.94424	1980-02-03
2039	2039-02-04	0.0240000000000009	484.92724	484.95124	1980-02-04
2039	2039-02-05	-0.175999999999988	484.92724	484.75124	1980-02-05
2039	2039-02-06	-0.232000000000028	484.92724	484.69524	1980-02-06
2039	2039-02-07	0.101999999999975	484.92724	485.02924	1980-02-07
2039	2039-02-08	0.29849999999999	484.92724	485.22574	1980-02-08
2039	2039-02-09	0.495000000000005	484.92724	485.42224	1980-02-09
2039	2039-02-10	-0.912000000000035	484.92724	484.01524	1980-02-10
2039	2039-02-11	-1.06	484.92724	483.86724	1980-02-11
2039	2039-02-12	-0.485000000000014	484.92724	484.44224	1980-02-12
2039	2039-02-13	0.0399999999999636	484.92724	484.96724	1980-02-13
2039	2039-02-14	0.00999999999999091	484.92724	484.93724	1980-02-14
2039	2039-02-15	0.591000000000008	484.92724	485.51824	1980-02-15
2039	2039-02-16	0.497000000000014	484.92724	485.42424	1980-02-16
2039	2039-02-17	0.329999999999984	484.92724	485.25724	1980-02-17
2039	2039-02-18	0.295999999999992	484.92724	485.22324	1980-02-18
2039	2039-02-19	0.228000000000009	484.92724	485.15524	1980-02-19
2039	2039-02-20	-0.0550000000000068	484.92724	484.87224	1980-02-20
2039	2039-02-21	-0.021000000000015	484.92724	484.90624	1980-02-21
2039	2039-02-22	-0.494000000000028	484.92724	484.43324	1980-02-22
2039	2039-02-23	-0.39100000000002	484.92724	484.53624	1980-02-23
2039	2039-02-24	-0.376000000000033	484.92724	484.55124	1980-02-24
2039	2039-02-25	-0.0970000000000368	484.92724	484.83024	1980-02-25
2039	2039-02-26	0.0240000000000009	484.92724	484.95124	1980-02-26
2039	2039-02-27	0.423999999999978	484.92724	485.35124	1980-02-27
2039	2039-02-28	0.15100000000001	484.92724	485.07824	1980-02-28
2039	2039-03-01	0.466000000000008	484.92724	485.39324	1980-02-29
2039	2039-03-02	1.03100000000001	484.92724	485.95824	1980-03-01
2039	2039-03-03	1.60300000000001	484.92724	486.53024	1980-03-02
2039	2039-03-04	1.291	484.92724	486.21824	1980-03-03
2039	2039-03-05	0.745999999999981	484.92724	485.67324	1980-03-04
2039	2039-03-06	1.27299999999997	484.92724	486.20024	1980-03-05
2039	2039-03-07	1.22899999999998	484.92724	486.15624	1980-03-06
2039	2039-03-08	1.13499999999999	484.92724	486.06224	1980-03-07
2039	2039-03-09	0.726999999999975	484.92724	485.65424	1980-03-08
2039	2039-03-10	0.856999999999971	484.92724	485.78424	1980-03-09
2039	2039-03-11	0.921999999999969	484.92724	485.84924	1980-03-10
2039	2039-03-12	1.52099999999996	484.92724	486.44824	1980-03-11
2039	2039-03-13	1.73500000000001	484.92724	486.66224	1980-03-12
2039	2039-03-14	1.79599999999999	484.92724	486.72324	1980-03-13
2039	2039-03-15	1.74199999999996	484.92724	486.66924	1980-03-14
2039	2039-03-16	1.68899999999996	484.92724	486.61624	1980-03-15
2039	2039-03-17	1.51099999999997	484.92724	486.43824	1980-03-16
2039	2039-03-18	1.09999999999997	484.92724	486.02724	1980-03-17
2039	2039-03-19	1.01400000000001	484.92724	485.94124	1980-03-18
2039	2039-03-20	1.33199999999999	484.92724	486.25924	1980-03-19
2039	2039-03-21	1.28800000000001	484.92724	486.21524	1980-03-20
2039	2039-03-22	1.72499999999997	484.92724	486.65224	1980-03-21
2039	2039-03-23	2.06099999999998	484.92724	486.98824	1980-03-22
2039	2039-03-24	2.06599999999997	484.92724	486.99324	1980-03-23
2039	2039-03-25	2.34699999999998	484.92724	487.27424	1980-03-24
2039	2039-03-26	2.34100000000001	484.92724	487.26824	1980-03-25
2039	2039-03-27	2.714	484.92724	487.64124	1980-03-26
2039	2039-03-28	2.399	484.92724	487.32624	1980-03-27
2039	2039-03-29	2.916	484.92724	487.84324	1980-03-28
2039	2039-03-30	2.95499999999998	484.92724	487.88224	1980-03-29
2039	2039-03-31	2.72300000000001	484.92724	487.65024	1980-03-30
2039	2039-04-01	2.29599999999999	484.92724	487.22324	1980-03-31
2039	2039-04-02	2.08699999999999	484.92724	487.01424	1980-04-01
2039	2039-04-03	2.077	484.92724	487.00424	1980-04-02
2039	2039-04-04	1.97899999999998	484.92724	486.90624	1980-04-03
2039	2039-04-05	2.02099999999996	484.92724	486.94824	1980-04-04
2039	2039-04-06	1.96100000000001	484.92724	486.88824	1980-04-05
2039	2039-04-07	2.40699999999998	484.92724	487.33424	1980-04-06
2039	2039-04-08	2.548	484.92724	487.47524	1980-04-07
2039	2039-04-09	2.32599999999996	484.92724	487.25324	1980-04-08
2039	2039-04-10	2.096	484.92724	487.02324	1980-04-09
2039	2039-04-11	2.63	484.92724	487.55724	1980-04-10
2039	2039-04-12	2.22800000000001	484.92724	487.15524	1980-04-11
2039	2039-04-13	2.529	484.92724	487.45624	1980-04-12
2039	2039-04-14	2.827	484.92724	487.75424	1980-04-13
2039	2039-04-15	2.74700000000001	484.92724	487.67424	1980-04-14
2039	2039-04-16	2.55199999999996	484.92724	487.47924	1980-04-15
2039	2039-04-17	2.45699999999999	484.92724	487.38424	1980-04-16
2039	2039-04-18	2.32900000000001	484.92724	487.25624	1980-04-17
2039	2039-04-19	2.36599999999999	484.92724	487.29324	1980-04-18
2039	2039-04-20	2.38299999999998	484.92724	487.31024	1980-04-19
2039	2039-04-21	2.71299999999997	484.92724	487.64024	1980-04-20
2039	2039-04-22	2.44599999999997	484.92724	487.37324	1980-04-21
2039	2039-04-23	2.77999999999997	484.92724	487.70724	1980-04-22
2039	2039-04-24	2.86099999999999	484.92724	487.78824	1980-04-23
2039	2039-04-25	2.66300000000001	484.92724	487.59024	1980-04-24
2039	2039-04-26	2.59199999999998	484.92724	487.51924	1980-04-25
2039	2039-04-27	2.82799999999997	484.92724	487.75524	1980-04-26
2039	2039-04-28	2.90799999999996	484.92724	487.83524	1980-04-27
2039	2039-04-29	2.88400000000001	484.92724	487.81124	1980-04-28
2039	2039-04-30	2.738	484.92724	487.66524	1980-04-29
2039	2039-05-01	2.93000000000001	484.92724	487.85724	1980-04-30
2039	2039-05-02	2.94799999999998	484.92724	487.87524	1980-05-01
2039	2039-05-03	3.04499999999996	484.92724	487.97224	1980-05-02
2039	2039-05-04	3.24099999999999	484.92724	488.16824	1980-05-03
2039	2039-05-05	3.33099999999996	484.92724	488.25824	1980-05-04
2039	2039-05-06	3.35199999999998	484.92724	488.27924	1980-05-05
2039	2039-05-07	3.83999999999997	484.92724	488.76724	1980-05-06
2039	2039-05-08	3.54399999999998	484.92724	488.47124	1980-05-07
2039	2039-05-09	3.04899999999998	484.92724	487.97624	1980-05-08
2039	2039-05-10	2.57499999999999	484.92724	487.50224	1980-05-09
2039	2039-05-11	2.41800000000001	484.92724	487.34524	1980-05-10
2039	2039-05-12	2.67099999999999	484.92724	487.59824	1980-05-11
2039	2039-05-13	3.22899999999998	484.92724	488.15624	1980-05-12
2039	2039-05-14	3.50200000000001	484.92724	488.42924	1980-05-13
2039	2039-05-15	2.94499999999999	484.92724	487.87224	1980-05-14
2039	2039-05-16	3.00999999999999	484.92724	487.93724	1980-05-15
2039	2039-05-17	3.11099999999999	484.92724	488.03824	1980-05-16
2039	2039-05-18	3.30799999999999	484.92724	488.23524	1980-05-17
2039	2039-05-19	3.238	484.92724	488.16524	1980-05-18
2039	2039-05-20	3.31999999999999	484.92724	488.24724	1980-05-19
2039	2039-05-21	3.17599999999999	484.92724	488.10324	1980-05-20
2039	2039-05-22	3.39299999999997	484.92724	488.32024	1980-05-21
2039	2039-05-23	2.90299999999996	484.92724	487.83024	1980-05-22
2039	2039-05-24	2.995	484.92724	487.92224	1980-05-23
2039	2039-05-25	2.351	484.92724	487.27824	1980-05-24
2039	2039-05-26	2.25799999999998	484.92724	487.18524	1980-05-25
2039	2039-05-27	2.78399999999999	484.92724	487.71124	1980-05-26
2039	2039-05-28	2.947	484.92724	487.87424	1980-05-27
2039	2039-05-29	3.435	484.92724	488.36224	1980-05-28
2039	2039-05-30	3.55899999999997	484.92724	488.48624	1980-05-29
2039	2039-05-31	3.464	484.92724	488.39124	1980-05-30
2039	2039-06-01	3.39499999999998	484.92724	488.32224	1980-05-31
2039	2039-06-02	3.51299999999998	484.92724	488.44024	1980-06-01
2039	2039-06-03	3.46199999999999	484.92724	488.38924	1980-06-02
2039	2039-06-04	3.20799999999997	484.92724	488.13524	1980-06-03
2039	2039-06-05	3.21799999999996	484.92724	488.14524	1980-06-04
2039	2039-06-06	3.13	484.92724	488.05724	1980-06-05
2039	2039-06-07	2.97199999999998	484.92724	487.89924	1980-06-06
2039	2039-06-08	3.23399999999998	484.92724	488.16124	1980-06-07
2039	2039-06-09	3.37399999999997	484.92724	488.30124	1980-06-08
2039	2039-06-10	3.22300000000001	484.92724	488.15024	1980-06-09
2039	2039-06-11	2.96299999999997	484.92724	487.89024	1980-06-10
2039	2039-06-12	3.089	484.92724	488.01624	1980-06-11
2039	2039-06-13	3.18299999999999	484.92724	488.11024	1980-06-12
2039	2039-06-14	3.10499999999996	484.92724	488.03224	1980-06-13
2039	2039-06-15	2.95099999999996	484.92724	487.87824	1980-06-14
2039	2039-06-16	3.89099999999996	484.92724	488.81824	1980-06-15
2039	2039-06-17	3.61500000000001	484.92724	488.54224	1980-06-16
2039	2039-06-18	3.61099999999999	484.92724	488.53824	1980-06-17
2039	2039-06-19	3.38099999999997	484.92724	488.30824	1980-06-18
2039	2039-06-20	2.86799999999999	484.92724	487.79524	1980-06-19
2039	2039-06-21	2.54499999999996	484.92724	487.47224	1980-06-20
2039	2039-06-22	2.31099999999998	484.92724	487.23824	1980-06-21
2039	2039-06-23	2.29199999999997	484.92724	487.21924	1980-06-22
2039	2039-06-24	2.41999999999996	484.92724	487.34724	1980-06-23
2039	2039-06-25	2.25299999999999	484.92724	487.18024	1980-06-24
2039	2039-06-26	2.09499999999997	484.92724	487.02224	1980-06-25
2039	2039-06-27	2.12200000000001	484.92724	487.04924	1980-06-26
2039	2039-06-28	2.26999999999998	484.92724	487.19724	1980-06-27
2039	2039-06-29	2.267	484.92724	487.19424	1980-06-28
2039	2039-06-30	2.35699999999997	484.92724	487.28424	1980-06-29
2039	2039-07-01	2.04399999999998	484.92724	486.97124	1980-06-30
2039	2039-07-02	2.22499999999997	484.92724	487.15224	1980-07-01
2039	2039-07-03	2.21600000000001	484.92724	487.14324	1980-07-02
2039	2039-07-04	2.04499999999996	484.92724	486.97224	1980-07-03
2039	2039-07-05	2.04300000000001	484.92724	486.97024	1980-07-04
2039	2039-07-06	1.99299999999999	484.92724	486.92024	1980-07-05
2039	2039-07-07	1.52449999999999	484.92724	486.45174	1980-07-06
2039	2039-07-08	1.05599999999998	484.92724	485.98324	1980-07-07
2039	2039-07-09	0.882333333333293	484.92724	485.809573333333	1980-07-08
2039	2039-07-10	0.708666666666659	484.92724	485.635906666667	1980-07-09
2039	2039-07-11	0.534999999999968	484.92724	485.46224	1980-07-10
2039	2039-07-12	0.543999999999983	484.92724	485.47124	1980-07-11
2039	2039-07-13	0.564999999999998	484.92724	485.49224	1980-07-12
2039	2039-07-14	0.84499999999997	484.92724	485.77224	1980-07-13
2039	2039-07-15	1.69299999999998	484.92724	486.62024	1980-07-14
2039	2039-07-16	1.69	484.92724	486.61724	1980-07-15
2039	2039-07-17	1.29599999999999	484.92724	486.22324	1980-07-16
2039	2039-07-18	0.819499999999948	484.92724	485.74674	1980-07-17
2039	2039-07-19	0.342999999999961	484.92724	485.27024	1980-07-18
2039	2039-07-20	0.235000000000014	484.92724	485.16224	1980-07-19
2039	2039-07-21	0.185000000000002	484.92724	485.11224	1980-07-20
2039	2039-07-22	0.103000000000009	484.92724	485.03024	1980-07-21
2039	2039-07-23	0.492999999999995	484.92724	485.42024	1980-07-22
2039	2039-07-24	0.8245	484.92724	485.75174	1980-07-23
2039	2039-07-25	1.15600000000001	484.92724	486.08324	1980-07-24
2039	2039-07-26	0.834000000000003	484.92724	485.76124	1980-07-25
2039	2039-07-27	0.149999999999977	484.92724	485.07724	1980-07-26
2039	2039-07-28	0.668000000000006	484.92724	485.59524	1980-07-27
2039	2039-07-29	0.689999999999998	484.92724	485.61724	1980-07-28
2039	2039-07-30	0.461000000000013	484.92724	485.38824	1980-07-29
2039	2039-07-31	0.0389999999999873	484.92724	484.96624	1980-07-30
2039	2039-08-01	0.199000000000012	484.92724	485.12624	1980-07-31
2039	2039-08-02	0.154999999999973	484.92724	485.08224	1980-08-01
2039	2039-08-03	-0.384000000000015	484.92724	484.54324	1980-08-02
2039	2039-08-04	-0.995000000000005	484.92724	483.93224	1980-08-03
2039	2039-08-05	-1.53700000000003	484.92724	483.39024	1980-08-04
2039	2039-08-06	-2.21600000000001	484.92724	482.71124	1980-08-05
2039	2039-08-07	-1.67200000000003	484.92724	483.25524	1980-08-06
2039	2039-08-08	-2.06400000000002	484.92724	482.86324	1980-08-07
2039	2039-08-09	-1.60500000000002	484.92724	483.32224	1980-08-08
2039	2039-08-10	-1.09649999999999	484.92724	483.83074	1980-08-09
2039	2039-08-11	-0.588000000000022	484.92724	484.33924	1980-08-10
2039	2039-08-12	-0.16500000000002	484.92724	484.76224	1980-08-11
2039	2039-08-13	-0.0840000000000032	484.92724	484.84324	1980-08-12
2039	2039-08-14	-0.0029999999999859	484.92724	484.92424	1980-08-13
2039	2039-08-15	-0.502999999999986	484.92724	484.42424	1980-08-14
2039	2039-08-16	-0.540999999999997	484.92724	484.38624	1980-08-15
2039	2039-08-17	-0.312999999999988	484.92724	484.61424	1980-08-16
2039	2039-08-18	-1.495	484.92724	483.43224	1980-08-17
2039	2039-08-19	-1.73000000000002	484.92724	483.19724	1980-08-18
2039	2039-08-20	-0.985000000000014	484.92724	483.94224	1980-08-19
2039	2039-08-21	-0.270000000000039	484.92724	484.65724	1980-08-20
2039	2039-08-22	-0.650000000000034	484.92724	484.27724	1980-08-21
2039	2039-08-23	0.379999999999995	484.92724	485.30724	1980-08-22
2039	2039-08-24	0.0240000000000009	484.92724	484.95124	1980-08-23
2039	2039-08-25	-0.240000000000009	484.92724	484.68724	1980-08-24
2039	2039-08-26	-0.504000000000019	484.92724	484.42324	1980-08-25
2039	2039-08-27	-0.234000000000037	484.92724	484.69324	1980-08-26
2039	2039-08-28	-0.238666666666688	484.92724	484.688573333333	1980-08-27
2039	2039-08-29	-0.243333333333339	484.92724	484.683906666667	1980-08-28
2039	2039-08-30	-0.24799999999999	484.92724	484.67924	1980-08-29
2039	2039-08-31	-0.699333333333357	484.92724	484.227906666667	1980-08-30
2039	2039-09-01	-1.15066666666667	484.92724	483.776573333333	1980-08-31
2039	2039-09-02	-1.60200000000003	484.92724	483.32524	1980-09-01
2039	2039-09-03	-1.82400000000001	484.92724	483.10324	1980-09-02
2039	2039-09-04	-1.99000000000001	484.92724	482.93724	1980-09-03
2039	2039-09-05	-1.81	484.92724	483.11724	1980-09-04
2039	2039-09-06	-1.27800000000002	484.92724	483.64924	1980-09-05
2039	2039-09-07	-1.37400000000002	484.92724	483.55324	1980-09-06
2039	2039-09-08	-2.06700000000001	484.92724	482.86024	1980-09-07
2039	2039-09-09	-2.67700000000002	484.92724	482.25024	1980-09-08
2039	2039-09-10	-2.43100000000004	484.92724	482.49624	1980-09-09
2039	2039-09-11	-2.185	484.92724	482.74224	1980-09-10
2039	2039-09-12	-2.46500000000003	484.92724	482.46224	1980-09-11
2039	2039-09-13	-2.26499999999999	484.92724	482.66224	1980-09-12
2039	2039-09-14	-1.43000000000001	484.92724	483.49724	1980-09-13
2039	2039-09-15	-1.06100000000004	484.92724	483.86624	1980-09-14
2039	2039-09-16	-1.50299999999999	484.92724	483.42424	1980-09-15
2039	2039-09-17	-1.86250000000001	484.92724	483.06474	1980-09-16
2039	2039-09-18	-2.22200000000004	484.92724	482.70524	1980-09-17
2039	2039-09-19	-2.17900000000003	484.92724	482.74824	1980-09-18
2039	2039-09-20	-3.15899999999999	484.92724	481.76824	1980-09-19
2039	2039-09-21	-3.577	484.92724	481.35024	1980-09-20
2039	2039-09-22	-3.30200000000002	484.92724	481.62524	1980-09-21
2039	2039-09-23	-3.15199999999999	484.92724	481.77524	1980-09-22
2039	2039-09-24	-3.36500000000001	484.92724	481.56224	1980-09-23
2039	2039-09-25	-3.02250000000004	484.92724	481.90474	1980-09-24
2039	2039-09-26	-2.68000000000001	484.92724	482.24724	1980-09-25
2039	2039-09-27	-2.42000000000002	484.92724	482.50724	1980-09-26
2039	2039-09-28	-2.16000000000003	484.92724	482.76724	1980-09-27
2039	2039-09-29	-2.18000000000001	484.92724	482.74724	1980-09-28
2039	2039-09-30	-2.68299999999999	484.92724	482.24424	1980-09-29
2039	2039-10-01	-2.15500000000003	484.92724	482.77224	1980-09-30
2039	2039-10-02	-2.23333333333335	484.92724	482.693906666667	1980-10-01
2039	2039-10-03	-2.31166666666667	484.92724	482.615573333333	1980-10-02
2039	2039-10-04	-2.38999999999999	484.92724	482.53724	1980-10-03
2039	2039-10-05	-2.721	484.92724	482.20624	1980-10-04
2039	2039-10-06	-2.68299999999999	484.92724	482.24424	1980-10-05
2039	2039-10-07	-2.435	484.92724	482.49224	1980-10-06
2039	2039-10-08	-2.48500000000001	484.92724	482.44224	1980-10-07
2039	2039-10-09	-2.68600000000004	484.92724	482.24124	1980-10-08
2039	2039-10-10	-2.92700000000002	484.92724	482.00024	1980-10-09
2039	2039-10-11	-2.76800000000003	484.92724	482.15924	1980-10-10
2039	2039-10-12	-2.85200000000003	484.92724	482.07524	1980-10-11
2039	2039-10-13	-2.37200000000001	484.92724	482.55524	1980-10-12
2039	2039-10-14	-2.21700000000004	484.92724	482.71024	1980-10-13
2039	2039-10-15	-2.47500000000002	484.92724	482.45224	1980-10-14
2039	2039-10-16	-2.34899999999999	484.92724	482.57824	1980-10-15
2039	2039-10-17	-2.315	484.92724	482.61224	1980-10-16
2039	2039-10-18	-2.15800000000002	484.92724	482.76924	1980-10-17
2039	2039-10-19	-2.45600000000002	484.92724	482.47124	1980-10-18
2039	2039-10-20	-2.79700000000003	484.92724	482.13024	1980-10-19
2039	2039-10-21	-2.22399999999999	484.92724	482.70324	1980-10-20
2039	2039-10-22	-2.02000000000004	484.92724	482.90724	1980-10-21
2039	2039-10-23	-1.87400000000002	484.92724	483.05324	1980-10-22
2039	2039-10-24	-1.83199999999999	484.92724	483.09524	1980-10-23
2039	2039-10-25	-1.93600000000004	484.92724	482.99124	1980-10-24
2039	2039-10-26	-1.80099999999999	484.92724	483.12624	1980-10-25
2039	2039-10-27	-1.80799999999999	484.92724	483.11924	1980-10-26
2039	2039-10-28	-2.15600000000001	484.92724	482.77124	1980-10-27
2039	2039-10-29	-2.25100000000003	484.92724	482.67624	1980-10-28
2039	2039-10-30	-1.99400000000003	484.92724	482.93324	1980-10-29
