YEARS	datetime	signal_co2	rcp_co2	co2	orig_datetime
2049	2049-04-11	2.36500000000001	534.8752	537.2402	1990-04-11
2049	2049-04-12	2.05500000000001	534.8752	536.9302	1990-04-12
2049	2049-04-13	2.20499999999998	534.8752	537.0802	1990-04-13
2049	2049-04-14	2.23499999999996	534.8752	537.1102	1990-04-14
2049	2049-04-15	2.44499999999999	534.8752	537.3202	1990-04-15
2049	2049-04-16	2.14499999999998	534.8752	537.0202	1990-04-16
2049	2049-04-17	1.60499999999996	534.8752	536.4802	1990-04-17
2049	2049-04-18	1.95499999999998	534.8752	536.8302	1990-04-18
2049	2049-04-19	2.05500000000001	534.8752	536.9302	1990-04-19
2049	2049-04-20	2.755	534.8752	537.6302	1990-04-20
2049	2049-04-21	2.83499999999998	534.8752	537.7102	1990-04-21
2049	2049-04-22	3.11500000000001	534.8752	537.9902	1990-04-22
2049	2049-04-23	3.125	534.8752	538.0002	1990-04-23
2049	2049-04-24	3.04499999999996	534.8752	537.9202	1990-04-24
2049	2049-04-25	3.39499999999998	534.8752	538.2702	1990-04-25
2049	2049-04-26	3.745	534.8752	538.6202	1990-04-26
2049	2049-04-27	2.83499999999998	534.8752	537.7102	1990-04-27
2049	2049-04-28	2.05500000000001	534.8752	536.9302	1990-04-28
2049	2049-04-29	2.14499999999998	534.8752	537.0202	1990-04-29
2049	2049-04-30	2.66499999999996	534.8752	537.5402	1990-04-30
2049	2049-05-01	2.97499999999997	534.8752	537.8502	1990-05-01
2049	2049-05-02	2.82499999999999	534.8752	537.7002	1990-05-02
2049	2049-05-03	3.17499999999995	534.8752	538.0502	1990-05-03
2049	2049-05-04	3.505	534.8752	538.3802	1990-05-04
2049	2049-05-05	3.565	534.8752	538.4402	1990-05-05
2049	2049-05-06	4.11500000000001	534.8752	538.9902	1990-05-06
2049	2049-05-07	3.935	534.8752	538.8102	1990-05-07
2049	2049-05-08	3.86500000000001	534.8752	538.7402	1990-05-08
2049	2049-05-09	3.58499999999998	534.8752	538.4602	1990-05-09
2049	2049-05-10	3.36500000000001	534.8752	538.2402	1990-05-10
2049	2049-05-11	3.35499999999996	534.8752	538.2302	1990-05-11
2049	2049-05-12	3.67499999999995	534.8752	538.5502	1990-05-12
2049	2049-05-13	3.52499999999998	534.8752	538.4002	1990-05-13
2049	2049-05-14	3.53499999999997	534.8752	538.4102	1990-05-14
2049	2049-05-15	3.23499999999996	534.8752	538.1102	1990-05-15
2049	2049-05-16	3.30500000000001	534.8752	538.1802	1990-05-16
2049	2049-05-17	3.15499999999997	534.8752	538.0302	1990-05-17
2049	2049-05-18	3.19499999999999	534.8752	538.0702	1990-05-18
2049	2049-05-19	3.505	534.8752	538.3802	1990-05-19
2049	2049-05-20	3.48499999999996	534.8752	538.3602	1990-05-20
2049	2049-05-21	3.38499999999999	534.8752	538.2602	1990-05-21
2049	2049-05-22	3.22499999999997	534.8752	538.1002	1990-05-22
2049	2049-05-23	3.61500000000001	534.8752	538.4902	1990-05-23
2049	2049-05-24	3.375	534.8752	538.2502	1990-05-24
2049	2049-05-25	3.46500000000003	534.8752	538.3402	1990-05-25
2049	2049-05-26	3.55500000000001	534.8752	538.4302	1990-05-26
2049	2049-05-27	3.45499999999998	534.8752	538.3302	1990-05-27
2049	2049-05-28	3.42499999999995	534.8752	538.3002	1990-05-28
2049	2049-05-29	3.40499999999997	534.8752	538.2802	1990-05-29
2049	2049-05-30	3.59499999999997	534.8752	538.4702	1990-05-30
2049	2049-05-31	3.14499999999998	534.8752	538.0202	1990-05-31
2049	2049-06-01	3.685	534.8752	538.5602	1990-06-01
2049	2049-06-02	3.625	534.8752	538.5002	1990-06-02
2049	2049-06-03	3.55500000000001	534.8752	538.4302	1990-06-03
2049	2049-06-04	3.22499999999997	534.8752	538.1002	1990-06-04
2049	2049-06-05	3.02499999999998	534.8752	537.9002	1990-06-05
2049	2049-06-06	3.065	534.8752	537.9402	1990-06-06
2049	2049-06-07	2.565	534.8752	537.4402	1990-06-07
2049	2049-06-08	2.96499999999997	534.8752	537.8402	1990-06-08
2049	2049-06-09	2.84499999999997	534.8752	537.7202	1990-06-09
2049	2049-06-10	2.61500000000001	534.8752	537.4902	1990-06-10
2049	2049-06-11	2.995	534.8752	537.8702	1990-06-11
2049	2049-06-12	2.96499999999997	534.8752	537.8402	1990-06-12
2049	2049-06-13	1.86500000000001	534.8752	536.7402	1990-06-13
2049	2049-06-14	1.58499999999998	534.8752	536.4602	1990-06-14
2049	2049-06-15	2.01499999999999	534.8752	536.8902	1990-06-15
2049	2049-06-16	2.23499999999996	534.8752	537.1102	1990-06-16
2049	2049-06-17	2.42499999999995	534.8752	537.3002	1990-06-17
2049	2049-06-18	2.54499999999996	534.8752	537.4202	1990-06-18
2049	2049-06-19	2.57499999999999	534.8752	537.4502	1990-06-19
2049	2049-06-20	2.245	534.8752	537.1202	1990-06-20
2049	2049-06-21	1.78499999999997	534.8752	536.6602	1990-06-21
2049	2049-06-22	2.065	534.8752	536.9402	1990-06-22
2049	2049-06-23	2.02499999999998	534.8752	536.9002	1990-06-23
2049	2049-06-24	1.86500000000001	534.8752	536.7402	1990-06-24
2049	2049-06-25	1.82499999999999	534.8752	536.7002	1990-06-25
2049	2049-06-26	1.82499999999999	534.8752	536.7002	1990-06-26
2049	2049-06-27	2.125	534.8752	537.0002	1990-06-27
2049	2049-06-28	1.995	534.8752	536.8702	1990-06-28
2049	2049-06-29	1.90499999999997	534.8752	536.7802	1990-06-29
2049	2049-06-30	2.04499999999996	534.8752	536.9202	1990-06-30
2049	2049-07-01	2.21499999999997	534.8752	537.0902	1990-07-01
2049	2049-07-02	2.28499999999997	534.8752	537.1602	1990-07-02
2049	2049-07-03	2.435	534.8752	537.3102	1990-07-03
2049	2049-07-04	2.20499999999998	534.8752	537.0802	1990-07-04
2049	2049-07-05	2.505	534.8752	537.3802	1990-07-05
2049	2049-07-06	1.875	534.8752	536.7502	1990-07-06
2049	2049-07-07	1.40499999999997	534.8752	536.2802	1990-07-07
2049	2049-07-08	1.44499999999999	534.8752	536.3202	1990-07-08
2049	2049-07-09	1.54499999999996	534.8752	536.4202	1990-07-09
2049	2049-07-10	1.66499999999996	534.8752	536.5402	1990-07-10
2049	2049-07-11	1.685	534.8752	536.5602	1990-07-11
2049	2049-07-12	1.28499999999997	534.8752	536.1602	1990-07-12
2049	2049-07-13	0.534999999999968	534.8752	535.4102	1990-07-13
2049	2049-07-14	-0.245000000000005	534.8752	534.6302	1990-07-14
2049	2049-07-15	-0.185000000000002	534.8752	534.6902	1990-07-15
2049	2049-07-16	0.0149999999999864	534.8752	534.8902	1990-07-16
2049	2049-07-17	0.234999999999957	534.8752	535.1102	1990-07-17
2049	2049-07-18	0.604999999999961	534.8752	535.4802	1990-07-18
2049	2049-07-19	0.534999999999968	534.8752	535.4102	1990-07-19
2049	2049-07-20	0.204999999999984	534.8752	535.0802	1990-07-20
2049	2049-07-21	0.564999999999998	534.8752	535.4402	1990-07-21
2049	2049-07-22	0.995000000000005	534.8752	535.8702	1990-07-22
2049	2049-07-23	1.08833333333331	534.8752	535.963533333333	1990-07-23
2049	2049-07-24	1.18166666666667	534.8752	536.056866666667	1990-07-24
2049	2049-07-25	1.27499999999998	534.8752	536.1502	1990-07-25
2049	2049-07-26	1.35499999999996	534.8752	536.2302	1990-07-26
2049	2049-07-27	1.04499999999996	534.8752	535.9202	1990-07-27
2049	2049-07-28	0.924999999999955	534.8752	535.8002	1990-07-28
2049	2049-07-29	0.444999999999993	534.8752	535.3202	1990-07-29
2049	2049-07-30	-0.0850000000000364	534.8752	534.7902	1990-07-30
2049	2049-07-31	0.115000000000009	534.8752	534.9902	1990-07-31
2049	2049-08-01	0.33499999999998	534.8752	535.2102	1990-08-01
2049	2049-08-02	0.154999999999973	534.8752	535.0302	1990-08-02
2049	2049-08-03	-0.15500000000003	534.8752	534.7202	1990-08-03
2049	2049-08-04	-0.235000000000014	534.8752	534.6402	1990-08-04
2049	2049-08-05	-0.715000000000032	534.8752	534.1602	1990-08-05
2049	2049-08-06	-0.125	534.8752	534.7502	1990-08-06
2049	2049-08-07	0.0949999999999704	534.8752	534.9702	1990-08-07
2049	2049-08-08	0.324999999999989	534.8752	535.2002	1990-08-08
2049	2049-08-09	-0.444999999999993	534.8752	534.4302	1990-08-09
2049	2049-08-10	-1.20500000000004	534.8752	533.6702	1990-08-10
2049	2049-08-11	-1.89500000000004	534.8752	532.9802	1990-08-11
2049	2049-08-12	-1.82500000000005	534.8752	533.0502	1990-08-12
2049	2049-08-13	-1.01500000000004	534.8752	533.8602	1990-08-13
2049	2049-08-14	-0.365000000000009	534.8752	534.5102	1990-08-14
2049	2049-08-15	-0.525000000000034	534.8752	534.3502	1990-08-15
2049	2049-08-16	-0.455000000000041	534.8752	534.4202	1990-08-16
2049	2049-08-17	-0.115000000000009	534.8752	534.7602	1990-08-17
2049	2049-08-18	-0.444999999999993	534.8752	534.4302	1990-08-18
2049	2049-08-19	-0.555000000000007	534.8752	534.3202	1990-08-19
2049	2049-08-20	-1.02500000000003	534.8752	533.8502	1990-08-20
2049	2049-08-21	-0.875	534.8752	534.0002	1990-08-21
2049	2049-08-22	-0.685000000000002	534.8752	534.1902	1990-08-22
2049	2049-08-23	-1.68000000000001	534.8752	533.1952	1990-08-23
2049	2049-08-24	-2.67500000000001	534.8752	532.2002	1990-08-24
2049	2049-08-25	-1.78500000000003	534.8752	533.0902	1990-08-25
2049	2049-08-26	-1.35500000000002	534.8752	533.5202	1990-08-26
2049	2049-08-27	-1.935	534.8752	532.9402	1990-08-27
2049	2049-08-28	-2.13499999999999	534.8752	532.7402	1990-08-28
2049	2049-08-29	-2.21500000000003	534.8752	532.6602	1990-08-29
2049	2049-08-30	-2.03500000000003	534.8752	532.8402	1990-08-30
2049	2049-08-31	-2.505	534.8752	532.3702	1990-08-31
2049	2049-09-01	-2.79500000000002	534.8752	532.0802	1990-09-01
2049	2049-09-02	-2.79500000000002	534.8752	532.0802	1990-09-02
2049	2049-09-03	-2.565	534.8752	532.3102	1990-09-03
2049	2049-09-04	-2.79500000000002	534.8752	532.0802	1990-09-04
2049	2049-09-05	-2.96500000000003	534.8752	531.9102	1990-09-05
2049	2049-09-06	-3.19499999999999	534.8752	531.6802	1990-09-06
2049	2049-09-07	-2.435	534.8752	532.4402	1990-09-07
2049	2049-09-08	-2.52500000000003	534.8752	532.3502	1990-09-08
2049	2049-09-09	-3.40500000000003	534.8752	531.4702	1990-09-09
2049	2049-09-10	-3.40000000000003	534.8752	531.4752	1990-09-10
2049	2049-09-11	-3.39500000000004	534.8752	531.4802	1990-09-11
2049	2049-09-12	-2.375	534.8752	532.5002	1990-09-12
2049	2049-09-13	-2.33500000000004	534.8752	532.5402	1990-09-13
2049	2049-09-14	-2.29500000000002	534.8752	532.5802	1990-09-14
2049	2049-09-15	-2.255	534.8752	532.6202	1990-09-15
2049	2049-09-16	-2.13499999999999	534.8752	532.7402	1990-09-16
2049	2049-09-17	-2.08500000000004	534.8752	532.7902	1990-09-17
2049	2049-09-18	-2.21500000000003	534.8752	532.6602	1990-09-18
2049	2049-09-19	-2.36500000000001	534.8752	532.5102	1990-09-19
2049	2049-09-20	-2.53500000000003	534.8752	532.3402	1990-09-20
2049	2049-09-21	-2.20500000000004	534.8752	532.6702	1990-09-21
2049	2049-09-22	-2.15500000000003	534.8752	532.7202	1990-09-22
2049	2049-09-23	-2.71500000000003	534.8752	532.1602	1990-09-23
2049	2049-09-24	-2.67500000000001	534.8752	532.2002	1990-09-24
2049	2049-09-25	-2.63499999999999	534.8752	532.2402	1990-09-25
2049	2049-09-26	-2.46500000000003	534.8752	532.4102	1990-09-26
2049	2049-09-27	-2.30500000000001	534.8752	532.5702	1990-09-27
2049	2049-09-28	-2.73500000000001	534.8752	532.1402	1990-09-28
2049	2049-09-29	-2.71500000000003	534.8752	532.1602	1990-09-29
2049	2049-09-30	-2.54500000000002	534.8752	532.3302	1990-09-30
2049	2049-10-01	-2.69499999999999	534.8752	532.1802	1990-10-01
2049	2049-10-02	-2.59500000000003	534.8752	532.2802	1990-10-02
2049	2049-10-03	-2.255	534.8752	532.6202	1990-10-03
2049	2049-10-04	-2.64500000000004	534.8752	532.2302	1990-10-04
2049	2049-10-05	-2.55500000000001	534.8752	532.3202	1990-10-05
2049	2049-10-06	-2.625	534.8752	532.2502	1990-10-06
2049	2049-10-07	-2.625	534.8752	532.2502	1990-10-07
2049	2049-10-08	-2.22500000000002	534.8752	532.6502	1990-10-08
2049	2049-10-09	-2.35500000000002	534.8752	532.5202	1990-10-09
2049	2049-10-10	-2.315	534.8752	532.5602	1990-10-10
2049	2049-10-11	-2.36500000000001	534.8752	532.5102	1990-10-11
2049	2049-10-12	-2.51500000000004	534.8752	532.3602	1990-10-12
2049	2049-10-13	-2.66500000000002	534.8752	532.2102	1990-10-13
2049	2049-10-14	-2.42500000000001	534.8752	532.4502	1990-10-14
2049	2049-10-15	-2.495	534.8752	532.3802	1990-10-15
2049	2049-10-16	-2.47500000000002	534.8752	532.4002	1990-10-16
2049	2049-10-17	-2.36500000000001	534.8752	532.5102	1990-10-17
2049	2049-10-18	-2.32500000000005	534.8752	532.5502	1990-10-18
2049	2049-10-19	-2.16500000000002	534.8752	532.7102	1990-10-19
2049	2049-10-20	-2.04500000000002	534.8752	532.8302	1990-10-20
2049	2049-10-21	-2.19499999999999	534.8752	532.6802	1990-10-21
2049	2049-10-22	-2.55500000000001	534.8752	532.3202	1990-10-22
2049	2049-10-23	-2.11500000000001	534.8752	532.7602	1990-10-23
2049	2049-10-24	-2.04500000000002	534.8752	532.8302	1990-10-24
2049	2049-10-25	-2.125	534.8752	532.7502	1990-10-25
2049	2049-10-26	-2.23500000000001	534.8752	532.6402	1990-10-26
2049	2049-10-27	-2.14500000000004	534.8752	532.7302	1990-10-27
2049	2049-10-28	-1.46500000000003	534.8752	533.4102	1990-10-28
2049	2049-10-29	-1.11500000000001	534.8752	533.7602	1990-10-29
2049	2049-10-30	-1.51500000000004	534.8752	533.3602	1990-10-30
2049	2049-10-31	-1.97500000000002	534.8752	532.9002	1990-10-31
2049	2049-11-01	-1.72500000000002	534.8752	533.1502	1990-11-01
2049	2049-11-02	-1.70500000000004	534.8752	533.1702	1990-11-02
2049	2049-11-03	-1.76500000000004	534.8752	533.1102	1990-11-03
2049	2049-11-04	-1.44499999999999	534.8752	533.4302	1990-11-04
2049	2049-11-05	-1.54500000000002	534.8752	533.3302	1990-11-05
2049	2049-11-06	-1.14500000000004	534.8752	533.7302	1990-11-06
2049	2049-11-07	-1.04500000000002	534.8752	533.8302	1990-11-07
2049	2049-11-08	-1.15500000000003	534.8752	533.7202	1990-11-08
2049	2049-11-09	-1.30500000000001	534.8752	533.5702	1990-11-09
2049	2049-11-10	-1.11500000000001	534.8752	533.7602	1990-11-10
2049	2049-11-11	-1.27500000000003	534.8752	533.6002	1990-11-11
2049	2049-11-12	-0.90500000000003	534.8752	533.9702	1990-11-12
2049	2049-11-13	-0.785000000000025	534.8752	534.0902	1990-11-13
2049	2049-11-14	-0.575000000000045	534.8752	534.3002	1990-11-14
2049	2049-11-15	-0.795000000000016	534.8752	534.0802	1990-11-15
2049	2049-11-16	-0.375	534.8752	534.5002	1990-11-16
2049	2049-11-17	-0.355000000000018	534.8752	534.5202	1990-11-17
2049	2049-11-18	-0.275000000000034	534.8752	534.6002	1990-11-18
2049	2049-11-19	-0.535000000000025	534.8752	534.3402	1990-11-19
2049	2049-11-20	-0.41500000000002	534.8752	534.4602	1990-11-20
2049	2049-11-21	-0.514999999999986	534.8752	534.3602	1990-11-21
2049	2049-11-22	-0.615000000000009	534.8752	534.2602	1990-11-22
2049	2049-11-23	-0.515000000000043	534.8752	534.3602	1990-11-23
2049	2049-11-24	-0.335000000000036	534.8752	534.5402	1990-11-24
2049	2049-11-25	-0.185000000000002	534.8752	534.6902	1990-11-25
2049	2049-11-26	-0.455000000000041	534.8752	534.4202	1990-11-26
2049	2049-11-27	-0.365000000000009	534.8752	534.5102	1990-11-27
2049	2049-11-28	-0.245000000000005	534.8752	534.6302	1990-11-28
2049	2049-11-29	-0.40500000000003	534.8752	534.4702	1990-11-29
2049	2049-11-30	-0.345000000000027	534.8752	534.5302	1990-11-30
2049	2049-12-01	-0.125	534.8752	534.7502	1990-12-01
2049	2049-12-02	-0.0950000000000273	534.8752	534.7802	1990-12-02
2049	2049-12-03	0.245000000000005	534.8752	535.1202	1990-12-03
2049	2049-12-04	0.104999999999961	534.8752	534.9802	1990-12-04
2049	2049-12-05	-0.125	534.8752	534.7502	1990-12-05
2049	2049-12-06	-0.194999999999993	534.8752	534.6802	1990-12-06
2049	2049-12-07	-0.265000000000043	534.8752	534.6102	1990-12-07
2049	2049-12-08	-0.225000000000023	534.8752	534.6502	1990-12-08
2049	2049-12-09	0.394999999999982	534.8752	535.2702	1990-12-09
2049	2049-12-10	0.319999999999993	534.8752	535.1952	1990-12-10
2049	2049-12-11	0.245000000000005	534.8752	535.1202	1990-12-11
2049	2049-12-12	0.0149999999999864	534.8752	534.8902	1990-12-12
2049	2049-12-13	1.91499999999996	534.8752	536.7902	1990-12-13
2049	2049-12-14	1.46499999999997	534.8752	536.3402	1990-12-14
2049	2049-12-15	-0.145000000000039	534.8752	534.7302	1990-12-15
2049	2049-12-16	-0.194999999999993	534.8752	534.6802	1990-12-16
2049	2049-12-17	0.274999999999977	534.8752	535.1502	1990-12-17
2049	2049-12-18	0.144999999999982	534.8752	535.0202	1990-12-18
2049	2049-12-19	0.34499999999997	534.8752	535.2202	1990-12-19
2049	2049-12-20	0.714999999999975	534.8752	535.5902	1990-12-20
2049	2049-12-21	0.814999999999998	534.8752	535.6902	1990-12-21
2049	2049-12-22	0.564999999999998	534.8752	535.4402	1990-12-22
2049	2049-12-23	0.414999999999964	534.8752	535.2902	1990-12-23
2049	2049-12-24	0.384999999999991	534.8752	535.2602	1990-12-24
2049	2049-12-25	0.824999999999989	534.8752	535.7002	1990-12-25
2049	2049-12-26	0.784999999999968	534.8752	535.6602	1990-12-26
2049	2049-12-27	0.474999999999966	534.8752	535.3502	1990-12-27
2049	2049-12-28	0.674999999999955	534.8752	535.5502	1990-12-28
2049	2049-12-29	0.894999999999982	534.8752	535.7702	1990-12-29
2049	2049-12-30	1.08499999999998	534.8752	535.9602	1990-12-30
2049	2049-12-31	1.185	534.8752	536.0602	1990-12-31
2050	2050-01-01	-0.027499999999975	540.54279	540.51529	1991-01-01
2050	2050-01-02	-0.347499999999968	540.54279	540.19529	1991-01-02
2050	2050-01-03	-0.777499999999975	540.54279	539.76529	1991-01-03
2050	2050-01-04	-0.90749999999997	540.54279	539.63529	1991-01-04
2050	2050-01-05	-0.747500000000002	540.54279	539.79529	1991-01-05
2050	2050-01-06	-0.787499999999966	540.54279	539.75529	1991-01-06
2050	2050-01-07	-0.797499999999957	540.54279	539.74529	1991-01-07
2050	2050-01-08	-0.787499999999966	540.54279	539.75529	1991-01-08
2050	2050-01-09	-0.857499999999959	540.54279	539.68529	1991-01-09
2050	2050-01-10	-0.627499999999998	540.54279	539.91529	1991-01-10
2050	2050-01-11	-0.237500000000011	540.54279	540.30529	1991-01-11
2050	2050-01-12	0.10250000000002	540.54279	540.64529	1991-01-12
2050	2050-01-13	-0.0575000000000045	540.54279	540.48529	1991-01-13
2050	2050-01-14	-0.247500000000002	540.54279	540.29529	1991-01-14
2050	2050-01-15	-0.14749999999998	540.54279	540.39529	1991-01-15
2050	2050-01-16	0.0425000000000182	540.54279	540.58529	1991-01-16
2050	2050-01-17	-0.0374999999999659	540.54279	540.50529	1991-01-17
2050	2050-01-18	-0.177500000000009	540.54279	540.36529	1991-01-18
2050	2050-01-19	1.16250000000002	540.54279	541.70529	1991-01-19
2050	2050-01-20	1.14250000000004	540.54279	541.68529	1991-01-20
2050	2050-01-21	0.452500000000043	540.54279	540.99529	1991-01-21
2050	2050-01-22	-0.307500000000005	540.54279	540.23529	1991-01-22
2050	2050-01-23	-0.47750000000002	540.54279	540.06529	1991-01-23
2050	2050-01-24	-0.64749999999998	540.54279	539.89529	1991-01-24
2050	2050-01-25	-0.607499999999959	540.54279	539.93529	1991-01-25
2050	2050-01-26	-0.667499999999961	540.54279	539.87529	1991-01-26
2050	2050-01-27	0.392500000000041	540.54279	540.93529	1991-01-27
2050	2050-01-28	0.502499999999998	540.54279	541.04529	1991-01-28
2050	2050-01-29	0.612500000000011	540.54279	541.15529	1991-01-29
2050	2050-01-30	0.642500000000041	540.54279	541.18529	1991-01-30
2050	2050-01-31	0.572499999999991	540.54279	541.11529	1991-01-31
2050	2050-02-01	0.182500000000005	540.54279	540.72529	1991-02-01
2050	2050-02-02	-0.0774999999999864	540.54279	540.46529	1991-02-02
2050	2050-02-03	-0.277499999999975	540.54279	540.26529	1991-02-03
2050	2050-02-04	0.0124999999999886	540.54279	540.55529	1991-02-04
2050	2050-02-05	0.34250000000003	540.54279	540.88529	1991-02-05
2050	2050-02-06	0.472500000000025	540.54279	541.01529	1991-02-06
2050	2050-02-07	0.472500000000025	540.54279	541.01529	1991-02-07
2050	2050-02-08	0.432500000000005	540.54279	540.97529	1991-02-08
2050	2050-02-09	0.122500000000002	540.54279	540.66529	1991-02-09
2050	2050-02-10	0.402500000000032	540.54279	540.94529	1991-02-10
2050	2050-02-11	0.462500000000034	540.54279	541.00529	1991-02-11
2050	2050-02-12	0.0825000000000387	540.54279	540.62529	1991-02-12
2050	2050-02-13	0.122500000000002	540.54279	540.66529	1991-02-13
2050	2050-02-14	1.1225	540.54279	541.66529	1991-02-14
2050	2050-02-15	1.45250000000004	540.54279	541.99529	1991-02-15
2050	2050-02-16	1.4325	540.54279	541.97529	1991-02-16
2050	2050-02-17	1.80250000000001	540.54279	542.34529	1991-02-17
2050	2050-02-18	1.6225	540.54279	542.16529	1991-02-18
2050	2050-02-19	1.05250000000001	540.54279	541.59529	1991-02-19
2050	2050-02-20	0.952500000000043	540.54279	541.49529	1991-02-20
2050	2050-02-21	1.02250000000004	540.54279	541.56529	1991-02-21
2050	2050-02-22	1.21250000000003	540.54279	541.75529	1991-02-22
2050	2050-02-23	0.912500000000023	540.54279	541.45529	1991-02-23
2050	2050-02-24	0.84250000000003	540.54279	541.38529	1991-02-24
2050	2050-02-25	0.772500000000036	540.54279	541.31529	1991-02-25
2050	2050-02-26	0.492500000000007	540.54279	541.03529	1991-02-26
2050	2050-02-27	0.872500000000002	540.54279	541.41529	1991-02-27
2050	2050-02-28	0.34250000000003	540.54279	540.88529	1991-02-28
2050	2050-03-01	0.172500000000014	540.54279	540.71529	1991-03-01
2050	2050-03-02	0.442499999999995	540.54279	540.98529	1991-03-02
2050	2050-03-03	0.822500000000048	540.54279	541.36529	1991-03-03
2050	2050-03-04	1.20250000000004	540.54279	541.74529	1991-03-04
2050	2050-03-05	1.95250000000004	540.54279	542.49529	1991-03-05
2050	2050-03-06	2.02250000000004	540.54279	542.56529	1991-03-06
2050	2050-03-07	2.13250000000005	540.54279	542.67529	1991-03-07
2050	2050-03-08	2.24250000000001	540.54279	542.78529	1991-03-08
2050	2050-03-09	2.35250000000002	540.54279	542.89529	1991-03-09
2050	2050-03-10	2.47250000000003	540.54279	543.01529	1991-03-10
2050	2050-03-11	2.32249999999999	540.54279	542.86529	1991-03-11
2050	2050-03-12	1.82249999999999	540.54279	542.36529	1991-03-12
2050	2050-03-13	2.5025	540.54279	543.04529	1991-03-13
2050	2050-03-14	2.96250000000003	540.54279	543.50529	1991-03-14
2050	2050-03-15	3.14250000000004	540.54279	543.68529	1991-03-15
2050	2050-03-16	2.77250000000004	540.54279	543.31529	1991-03-16
2050	2050-03-17	2.6825	540.54279	543.22529	1991-03-17
2050	2050-03-18	1.85250000000002	540.54279	542.39529	1991-03-18
2050	2050-03-19	1.69250000000005	540.54279	542.23529	1991-03-19
2050	2050-03-20	1.53250000000003	540.54279	542.07529	1991-03-20
2050	2050-03-21	1.7525	540.54279	542.29529	1991-03-21
2050	2050-03-22	2.02250000000004	540.54279	542.56529	1991-03-22
2050	2050-03-23	2.04250000000002	540.54279	542.58529	1991-03-23
2050	2050-03-24	1.55250000000001	540.54279	542.09529	1991-03-24
2050	2050-03-25	1.63249999999999	540.54279	542.17529	1991-03-25
2050	2050-03-26	1.85250000000002	540.54279	542.39529	1991-03-26
2050	2050-03-27	1.98250000000002	540.54279	542.52529	1991-03-27
2050	2050-03-28	2.92250000000001	540.54279	543.46529	1991-03-28
2050	2050-03-29	3.11250000000001	540.54279	543.65529	1991-03-29
2050	2050-03-30	2.61250000000001	540.54279	543.15529	1991-03-30
2050	2050-03-31	2.41250000000002	540.54279	542.95529	1991-03-31
2050	2050-04-01	2.60250000000002	540.54279	543.14529	1991-04-01
2050	2050-04-02	3.07249999999999	540.54279	543.61529	1991-04-02
2050	2050-04-03	3.42250000000001	540.54279	543.96529	1991-04-03
2050	2050-04-04	3.34250000000003	540.54279	543.88529	1991-04-04
2050	2050-04-05	3.04250000000002	540.54279	543.58529	1991-04-05
2050	2050-04-06	3.10250000000002	540.54279	543.64529	1991-04-06
2050	2050-04-07	3.49250000000001	540.54279	544.03529	1991-04-07
2050	2050-04-08	3.21250000000003	540.54279	543.75529	1991-04-08
2050	2050-04-09	2.70250000000004	540.54279	543.24529	1991-04-09
2050	2050-04-10	2.47250000000003	540.54279	543.01529	1991-04-10
2050	2050-04-11	2.32249999999999	540.54279	542.86529	1991-04-11
2050	2050-04-12	2.57249999999999	540.54279	543.11529	1991-04-12
2050	2050-04-13	2.64250000000004	540.54279	543.18529	1991-04-13
2050	2050-04-14	2.65250000000003	540.54279	543.19529	1991-04-14
2050	2050-04-15	3.08250000000004	540.54279	543.62529	1991-04-15
2050	2050-04-16	3.45250000000004	540.54279	543.99529	1991-04-16
2050	2050-04-17	3.49250000000001	540.54279	544.03529	1991-04-17
2050	2050-04-18	3.60250000000002	540.54279	544.14529	1991-04-18
2050	2050-04-19	4.57249999999999	540.54279	545.11529	1991-04-19
2050	2050-04-20	4.51249999999999	540.54279	545.05529	1991-04-20
2050	2050-04-21	4.17250000000001	540.54279	544.71529	1991-04-21
2050	2050-04-22	4.1225	540.54279	544.66529	1991-04-22
2050	2050-04-23	4.20250000000004	540.54279	544.74529	1991-04-23
2050	2050-04-24	4.89250000000004	540.54279	545.43529	1991-04-24
2050	2050-04-25	4.54250000000002	540.54279	545.08529	1991-04-25
2050	2050-04-26	3.91250000000002	540.54279	544.45529	1991-04-26
2050	2050-04-27	3.63249999999999	540.54279	544.17529	1991-04-27
2050	2050-04-28	3.85250000000002	540.54279	544.39529	1991-04-28
2050	2050-04-29	4.03250000000003	540.54279	544.57529	1991-04-29
2050	2050-04-30	4.04250000000002	540.54279	544.58529	1991-04-30
2050	2050-05-01	3.97250000000003	540.54279	544.51529	1991-05-01
2050	2050-05-02	4.10250000000002	540.54279	544.64529	1991-05-02
2050	2050-05-03	4.4325	540.54279	544.97529	1991-05-03
2050	2050-05-04	4.02250000000004	540.54279	544.56529	1991-05-04
2050	2050-05-05	3.76249999999999	540.54279	544.30529	1991-05-05
2050	2050-05-06	3.80250000000001	540.54279	544.34529	1991-05-06
2050	2050-05-07	4.11250000000001	540.54279	544.65529	1991-05-07
2050	2050-05-08	3.91250000000002	540.54279	544.45529	1991-05-08
2050	2050-05-09	3.86250000000001	540.54279	544.40529	1991-05-09
2050	2050-05-10	3.7525	540.54279	544.29529	1991-05-10
2050	2050-05-11	3.53250000000003	540.54279	544.07529	1991-05-11
2050	2050-05-12	3.5625	540.54279	544.10529	1991-05-12
2050	2050-05-13	4.01249999999999	540.54279	544.55529	1991-05-13
2050	2050-05-14	3.7525	540.54279	544.29529	1991-05-14
